"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Jetzt kommt die Kollegin Kluckert und dann Frau Lemke, jeweils eine Minute."
"4","Daniela Kluckert:"
"5","Vielen Dank, Frau Präsidentin."
"6"," — Es geht noch einmal um die Runde am 22."
"7"," November."
"8"," Es war eine große Runde; wir haben Hinweise darauf, dass genau dort auch die Diskussion um eine mögliche Verschiebung stattgefunden hat."
"9"," Dieses Angebot lag wohl vor, und Sie haben es ausgeschlagen."
"10"," Diese Hinweise haben wir."
"11","Andreas Scheuer, Bundesminister für Verkehr und digitale Infrastruktur:"
"12"," Von wem, Frau Kluckert?Daniela Kluckert:"
"13"," Denen würden wir dann auch in einem Untersuchungsausschuss nachgehen."
"14","Andreas Scheuer, Bundesminister für Verkehr und digitale Infrastruktur:"
"15"," Dann machen Sie das."
"16","Daniela Kluckert:"
"17","Deswegen würde ich Sie vor der deutschen Öffentlichkeit jetzt noch einmal fragen:"
"18"," Gab es am 22.
 November dieses Angebot zur Verschiebung der Verträge, und haben Sie es ausgeschlagen?Vizepräsidentin Claudia "
