"","V1"
"1",""
"2"," Danke sehr."
"3"," — Anja Hajduk, Bündnis 90/Die Grünen, stellt die nächste Frage."
"4","Anja Hajduk:"
"5","Herr Minister, ich möchte Sie nach einem sehr wichtigen politischen Projekt fragen, und zwar nach der Grundrente."
"6"," Wir Grünen sprechen da gerne von Garantierente."
"7"," Ich habe jetzt zur Kenntnis genommen, dass es bei der Großen Koalition den Willen gibt, noch im Oktober eine Einigung zu erzielen und einen Beschluss für die Einführung einer Grundrente mit Wirkung ab 1."
"8"," Januar 2021 zu fassen."
"9","Wir stecken ja in den Haushaltsberatungen — zugegeben und klar gesagt - für den Haushalt 2020."
"10"," Dort spielen ja auch die Finanzsituation der Rentenversicherung und der Haushaltsplan für die Folgejahre, also 2020 f."
"11",", eine Rolle."
"12"," Deswegen möchte ich Sie fragen:"
"13"," Werden Sie noch vor dem Abschluss der Haushaltsberatungen im November im Deutschen Bundestag den Haushaltsausschuss von sich aus mit der Finanzierung einer Grundrente befassen? Ich habe nämlich verstanden, dass dort Haushaltsmittel, und zwar eventuell von mehr als 2 Milliarden Euro, zu veranschlagen sind."
"14","Olaf Scholz, Bundesminister der Finanzen:"
"15","Schönen Dank für die Frage."
"16"," — Ich will erst mal Ihren Optimismus unterstützen, dass es der Regierungskoalition gelingt, eine Verständigung auf eine Grundrente zustande zu bringen."
"17"," Wir müssen es aber erst mal geschafft haben — wenn ich das dazusagen darf."
"18"," Die Gespräche sind aber sehr weit fortgeschritten, und sie sind auch sehr intensiv."
"19","Neben der Frage, wie man die Grundrente ausgestaltet — dabei wird es darauf ankommen, dass sie sich nicht nur an 100 000, sondern vielleicht an 2 Millionen Bürgerinnen und Bürger richtet, die sich auch gemeint fühlen -, wird es auch darauf ankommen, wie man sie finanziert."
"20"," Die Diskussionen darüber haben erst begonnen."
"21"," Sie kennen die Vorschläge, die die Sozialdemokratische Partei dazu gemacht hat und die sich auch auf Mehreinnahmen beziehen."
"22"," Über einige davon haben wir schon diskutiert, zum Beispiel einen Teil über die Einnahmen aus einer Besteuerung von Finanztransaktionen zu finanzieren."
"23","Präsident Dr.
 Wolfgang "
