"","V1"
"1",""
"2","Ich bitte die Kollegen und Kolleginnen Abgeordneten und die Vertreter und Vertreterinnen auf der Regierungsbank, sich bei Fragen und Antworten an die vorgegebene Redezeit zu halten."
"3","Herr Schmidt, das gilt jetzt auch für Sie."
"4","Stefan Schmidt:"
"5","Vielen Dank, Frau Präsidentin."
"6"," — Frau Staatssekretärin, ich habe noch eine Nachfrage."
"7"," Sie haben gerade begründet, warum es Bedarf gibt, eine Überarbeitung vorzunehmen."
"8"," Sie haben in dem Gesetzentwurf nur die sogenannten unbestrittenen Forderungen aufgegriffen und dort eine Deckelung der ersten Gebühr beschlossen, was ich für richtig befinde."
"9","Meine Nachfrage:"
"10"," Warum halten Sie weiterhin am Gebührenrecht der Anwälte fest und nehmen nicht den tatsächlichen Aufwand als Maßstab für die Bemessung der entsprechenden Gebühr? Konkret gefragt:"
"11"," Wäre es nicht sinnvoll, eine Art Masseninkasso zu definieren? Denn viele gleichartige Fälle können ohne wirklich großen Aufwand bearbeitet werden."
"12"," Ich halte die jetzt vorgeschlagene Gebühr von 37,80 Euro immer noch für deutlich zu hoch, wenn sie in Rechnung gestellt wird; denn gerade beim Masseninkasso handelt es sich um viele gleichartige Fälle, die ohne großen Aufwand bearbeitet werden können."
"13"," Hier wäre eine sehr niedrige Gebühr ausreichend.
Vizepräsidentin Claudia "
