"","V1"
"1",""
"2"," Vielen Dank, Herr Kollege."
"3"," — Die nächste Rednerin:"
"4"," für Bündnis 90/Grüne die Kollegin Ekin Deligöz."
"5"," Ekin Deligöz:"
"6","Herr Präsident! Liebe Kolleginnen und Kollegen! Ich glaube, es gibt einen Grundkonsens, den wir in der Halbzeit der Debatte festhalten können:"
"7"," Die Außenpolitik wird komplexer."
"8"," Die Herausforderungen werden größer."
"9"," Und Sie, Herr Minister, haben im kommenden Jahr einiges vor sich, und zwar nicht nur die Ratspräsidentschaft, sondern auch viele Momente und Möglichkeiten der Gestaltung der Weltentwicklung."
"10","Dann wundert es mich aber, dass Sie in dieser ganzen Debatte mit keinem einzigen Satz Ihren Etat verteidigen."
"11"," Die Kollegen, Herr Link und auch Herr Leutert, haben Ihnen gesagt, wie in der Finanzplanung Ihre Mittel sinken."
"12"," Das ist das eine."
"13"," Das andere ist:"
"14"," Gerade Ihr Etat muss eine exorbitant hohe globale Minderausgabe aus den laufenden Posten erbringen."
"15"," Das schwächt Sie."
"16"," Das nimmt Ihnen Luft zum Atmen."
"17"," Das gibt Ihnen keinen Raum zur Gestaltung."
"18"," Wenn Sie da nicht schnell etwas ändern, werden Sie nicht mal die Hälfte der Vorhaben umsetzen können, die Sie uns heute vorgetragen haben."
"19","Ich will das an zwei Beispielen konkretisieren."
"20"," Sie haben hier und auch in der Berichterstattersitzung über Ihr Engagement im Zuge der Klimakrise und gegen den Klimawandel geredet und auch darüber, was Sie im Sicherheitsrat der UN angestoßen haben."
"21"," Das ist richtig."
"22"," Das ist auch wichtig."
"23"," Die Wälder brennen."
"24"," Die Gletscher schmelzen."
"25"," Hungersnöte führen zu Armut und zu Krieg."
"26"," Aber warum bilden Sie das nicht in Ihrem Etat ab? Warum behandeln Sie die Klimaaußenpolitik mit so einem so kleinen Volumen von 7 Millionen Euro, so stiefmütterlich? Warum verlangen Sie von anderen Staaten, dass sie sich engagiert für den Klimaschutz einsetzen, streben selber aber noch nicht mal danach, im Klimakabinett zu sitzen? Warum bleiben Sie da so passiv? Es verleiht Ihnen doch mehr Glaubwürdigkeit, wenn Sie über Klimaschutz nicht nur reden, sondern auch handeln, wenn Sie Klimaschutz nicht nur von den anderen einfordern, sondern auch national etwas verändern."
"27"," Das bildet Ihr Etat jedoch nicht ab."
"28"," Oder das zweite Beispiel."
"29"," Sie reden — wir alle reden — von Shrinking Spaces."
"30"," Wir wissen, was es bedeutet, wenn Populismus zunimmt, wenn Nationalismus zunimmt, wir wissen, was das für die NGOs bedeutet, für die Kommunikationskultur, für das Leben und Gestalten von Demokratie."
"31"," Wir sind in unserer Verfassung auch dazu verpflichtet, genau das zu verteidigen."
"32"," Und was machen Sie? Sie kürzen genau bei denen, die in vielen Staaten die letzten Räume schaffen , wo noch Demokratie gelebt werden kann, nämlich bei unseren Stiftungen und bei unseren Kultureinrichtungen im Ausland, wie zum Beispiel beim Goethe-Institut."
"33"," Dort kürzen Sie die Mittel und damit schließen Sie diese Räume."
"34"," Die Konsequenz ist, dass genau die Menschen, die für das kämpfen, wofür wir einstehen sollten, nicht nur unter Diffamierungskampagnen leiden, sondern am Ende mit Inhaftierung und Gewalt konfrontiert werden."
"35"," Das ist die Konsequenz, wenn Sie da kürzen."
"36"," Das hat auch etwas mit weltweiter Verantwortung zu tun."
"37"," Zeigen Sie sich hier verantwortlich und stärken Sie diese Instrumente, statt sie zu schwächen."
"38"," An dieser Stelle:"
"39"," Ich weiß nicht, liebe Kollegen, ob Ihnen das aufgefallen ist; aber mich hat es persönlich mitgenommen, was hier von der AfD gekommen ist."
"40","Sie instrumentalisieren hier den Bundesrechnungshof für Ihre Zwecke und das darf nicht sein."
"41"," Ekin DeligézIch will Ihnen auch sagen, warum."
"42"," Das eigentliche Ziel der AfD ist doch Folgendes:"
"43"," Sie wollen doch alles kürzen, was mit der UN zu tun hat; Sie wollen alle Titel kürzen, die im Bereich der Menschenrechte sind; Sie wollen alle Titel kürzen, die im Bereich der humanitären Hilfe sind."
"44"," Jetzt instrumentalisieren Sie den Bundesrechnungshof."
"45"," Übrigens:"
"46"," Würden Sie die Berichte des Bundesrechnungshofes lesen, wüssten Sie, dass darin gar nicht das steht, was Sie hier behaupten."
"47"," Das tun Sie aber nicht; das würde Ihnen ja nicht in den Plan passen."
"48","Dann reden Sie hier von Gutmenschentum! Wenn es Gutmenschentum ist, sich für Menschenrechte einzusetzen, wenn es Gutmenschentum ist, sich für humanitäre Hilfe einzusetzen und für das, was in unserer Verfassung steht, wenn das Gutmenschentum ist, dann bin ich ein Gutmensch, und ich bin richtig stolz darauf, das sein zu können."
"49"," Herr Minister, Sie haben einige Baustellen."
"50"," Das Geld zum Beispiel für die Opfer der Colonia Dignidad ist, obwohl es einen Bundestagsbeschluss gibt, in Ihrem Etat noch immer nicht eingestellt."
"51"," Sie reden über Menschenrechte."
"52"," Aber die Menschenrechtsbeauftragte ist immer noch nicht so ausgestattet, dass sie auch wirklich ihre Arbeit erledigen kann."
"53"," Sie reden davon, dass wir neue Strukturen im Haus brauchen."
"54"," Aber wenn es um die Personalreserve geht, um die neue Personalplanung, wird im Moment nichts getan."
"55"," Hier ist übrigens auch das Finanzministerium gefordert:"
"56"," Hören Sie endlich auf, dieses Amt als Gedöns abzuhandeln! Das Auswärtige Amt verdient mehr, und es liegt auch in unserer Verantwortung, die Rahmenbedingungen zu schaffen, damit das Amt ordentlich arbeiten kann."
"57"," Denn die sind derzeit noch nicht vorhanden."
"58"," Das ist die Lage."
"59","Vielen Dank."
"60","Vizepräsident Dr.
 Hans-Peter "
