"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Dr."
"3"," Ruppert."
"4"," — Als nächste Rednerin spricht zu uns Simone Barrientos, Fraktion Die Linke."
"5"," Simone Barrientos:"
"6","Sehr geehrter Herr Präsident! Werte Kolleginnen und Kollegen! Liebe Gäste! Es ist gut, dass es diesen Antrag gibt, und auch die darin enthaltenen Forderungen sind nicht falsch."
"7"," Erlauben Sie mir trotzdem, auf die Schwächen einzugehen."
"8","Warum wir uns erinnern müssen und wollen, das wissen wir."
"9"," Wir tun das, wir müssen das tun, damit wir Fehler nicht wiederholen."
"10"," So ist es zwar richtig, dass, wie im Antrag formuliert, die positiven Aspekte der Weimarer Verfassung im Gedenken herausgehoben werden sollen, erinnern müssen wir uns aber auch, um das Scheitern der Weimarer Republik zu begreifen; denn nur daraus lernenIm Antrag heißt es - ich zitiere —, dass die Weimarer Republik letztlich — wir hörten das schon — vor allem am Mangel an überzeugten Demokratinnen und Demokraten scheiterte."
"11"," Aber das greift zu kurz."
"12"," Zum Scheitern trug auch die Spaltung der Arbeiterbewegung bei."
"13"," Ja, die KPD hatte daran einen großen Anteil, aber eben auch die SPD."
"14"," Zum Scheitern führten vor allem schon zu Beginn der Weimarer Republik die verhängnisvollen Bündnisse von bürgerlichen und monarchistischen Eliten mit militanten Freicorps und schließlich mit den Nazis."
"15"," — Mit Ihnen rede ich nicht, Herr Gauland,mit jemandem, der „Vogelschiss“ sagt, rede ich nicht, mit Rechten rede ich nicht, mit Neonazis rede ich nicht, mit Faschisten rede ich nicht."
"16"," Halten Sie sich da raus! Sie verstehen davon eh nichts."
"17","Bemerkenswert ist übrigens, dass in Ihrem Antrag mit keinem Wort die Novemberrevolution erwähnt wird."
"18"," Die hat doch überhaupt erst dazu geführt, dass die Hohenzollern abdanken mussten."
"19"," Die Novemberrevolution hat die Weimarer Verfassung doch überhaupt erst möglich gemacht."
"20","Die Ursache des Scheiterns lag aber auch — da kommt man nicht dran vorbei — in der Verfassung selbst."
"21"," Sie enthielt zwar vieles, was uns heute wertvoll ist, auch vieles, was wir heute als selbstverständlich empfinden."
"22"," Viele Dinge wurden schon genannt:"
"23"," Wahlrecht, Frauenwahlrecht, Achtstundentag, Mutterschutz, Betriebsrätegesetz, Pressefreiheit und vieles, vieles mehr."
"24"," Fakt ist aber auch, dass sich an der sozialen Ungerechtigkeit nichts änderte."
"25"," Der Kaiser dankte ab; aber die alten Eliten blieben am Ruder."
"26"," Und in der Verfassung wurde mit der starken Stellung des Reichspräsidenten eine Art Minikaiser etabliert, der das Parlament auflösen und ohne parlamentarische Mehrheiten mithilfe von Notverordnungen regieren konnte."
"27"," Wohin das führte, wissen wir hier alle."
"28"," Damit das Erinnern einen Sinn hat, müssen wir anerkennen, dass das Scheitern der Weimarer Republik entscheidend mit ihrem Entstehen zu tun hatte."
"29"," Die Ermordung von Rosa Luxemburg und Karl Liebknecht steht exemplarisch für den rechten Terror schon zu Beginn der Weimarer Republik."
"30","Dieser Antrag, dieses Thema hätte es wirklich verdient, im Kulturausschuss mit Sachverständigen debattiert zu werden."
"31"," Wir bitten Sie deshalb, dem Vorschlag auf Überweisung in den Ausschuss zuzustimmen."
"32"," Bei einer Sofortabstimmung wird sich meine Fraktion enthalten müssen; denn die wichtigste Lehre aus dem Scheitern der ersten deutschen parlamentarischen Republik ist, dass man sich verbünden muss gegen rechts."
"33"," Mein Kollege von der FDP, der vor mir gesprochen hat, sieht das genauso; das finde ich gut."
"34"," Gerade in diesen Zeiten des rechten Terrors wäre es richtig gewesen, diesen Antrag gemeinsam mit allen demokratischen Fraktionen einzubringen."
"35"," Das wäre ein gutes Zeichen gewesen."
"36"," Diese Chance wurde vertan."
"37"," Das führt den im Antrag formulierten Anspruch leider ad absurdum."
"38","Simone Barrientos Eine Schlussbemerkung muss ich mir erlauben:"
"39"," Im Antrag heiBt es — ichzitiere —:"
"40","Die Mütter und Väter unseres Grundgesetzes hatten das Privileg, sich an der Weimarer Reichsverfassung orientieren zu können, und wägten gleichzeitig ab, welche Normen übernommen, verändert oder verworfen werden sollten."
"41","Auch in der Zeit zwischen Mauerfall und Wiedervereinigung wurde eine Verfassung entworfen."
"42"," Auch bei diesem Entwurf wurde abgewogen, welche Normen übernommen, verändert oder verworfen werden sollten."
"43"," Stellen Sie sich vor, wir hätten zumindest Teile ins Grundgesetz übernommen oder gar eine gemeinsame Verfassung für dieses Land geschrieben.
Vizepräsident Wolfgang "
