"","V1"
"1",""
"2","Vielen Dank, Herr Kollege."
"3"," — Sie waren schon 20 Sekunden über Ihrer Zeit."
"4"," Wenn wir das bei jedem Redner zulassen, wird aus 5."
"5","25 Uhr 9 Uhr."
"6"," Dann können wir durchtagen."
"7","Als letzte Rednerin hat die Kollegin Gabriele HillerOhm von der SPD-Fraktion das Wort."
"8"," Gabriele Hiller-Ohm:"
"9","Herr Präsident! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Mit dem vorliegenden Bürokratieentlastungsgesetz werden wir zeitraubende, teure und nervige bürokratische Vorgänge mit großer Freude in die Vergangenheit katapultieren."
"10"," Es wurden bereits viele Aspekte des vorliegenden Gesetzentwurfes erwähnt."
"11"," Meine geschätzte Kollegin Sabine Poschmann hat die Erfolge und Ziele der SPD sehr gut dargestellt."
"12"," Danke schön."
"13","Meine lieben Kolleginnen und Kollegen, da ich nun das letzte Wort als Rednerin in dieser Debatte habe, lasse ich es mir nicht nehmen, für einen positiven Ausklang zu sorgen."
"14"," Ich bin Tourismuspolitikerin."
"15"," Deshalb freue ich mich sehr, dass mit diesem Gesetz die Tourismusbranche deutlich entlastet werden wird; denn wir werden das nervige Hotelmeldeverfahren vereinfachen."
"16"," Wir haben es schon gehört — wir wissen es eigentlich alle —:"
"17"," Wer heute in einem Hotel oder einer Ferienwohnung übernachten will, muss — das ist doch etwas umständlich — ein Formular ausfüllen und unterschreiben."
"18"," Wir meinen, dass das nicht mehr in unsere Zeit passt."
"19"," Daher werden wir mit dem vorliegenden Gesetzentwurf das Meldeverfahren an die digitale Zeit anpassen."
"20"," Ihnen, liebe Kolleginnen und Kollegen der FDP, ist dies in Ihrer Regierungszeit nicht gelungen."
"21"," Ich finde, deshalb sollten Sie sich mit Kritik besser zurückhalten."
"22"," Wir kommen mit unserer Initiative übrigens auch einem dringenden Wunsch der Tourismusbranche nach; denn die handschriftlichen Notizen sind nicht nur zeitaufwendig, sie verschlingen obendrein große Mengen von Papier."
"23"," Pro Jahr werden etwa 150 Millionen Hotelmeldescheine beschrieben."
"24"," Das sind so viele Zettel, dass man sie einmal um die halbe Welt wickeln könnte, wenn man sie aneinander kleben würde — und das jedes Jahr."
"25"," Die Hotels sind obendrein noch verpflichtet, den Papierwust ein Jahr lang aufzubewahren."
"26"," Damit, meine Damen und Herren, liebe Kolleginnen und Kollegen, machen wir jetzt Schluss."
"27"," Alle Meldescheine dürfen jetzt in digitaler Form gespeichert werden."
"28"," Nun liegt es an den Hotel- und Übernachtungsbetrieben, den Sprung in das digitale Zeitalter zu wagen und den digitalen Meldeschein in ihren Betrieben einzuführen."
"29"," Ich bin mir sicher, liebe Kolleginnen und Kollegen, dass das viele Betriebe aufgreifen werden; denn damit lässt sich richtig viel Geld einsparen, insgesamt rund 100 Millionen Euro pro Jahr."
"30","Meine Damen und Herren, nicht nur die Betriebe können aufatmen."
"31"," Frohe Botschaft auch für die Gäste:"
"32"," Mit dem digitalen Meldeschein wird das Einchecken ins Hotel endlich so entspannt wie der Urlaub selbst."
"33"," So sieht Bürokratieabbau aus.
 Vizepräsident Wolfgang "
