"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Straubinger."
"3"," Sie haben Zeit eingespart, sehr löblich."
"4"," — Für die AfD hat der Kollege Stephan Protschka das Wort."
"5"," Stephan Protschka:"
"6","Habe die Ehre, Herr Präsident."
"7"," — Liebe Kolleginnen und Kollegen! Schön, dass Max Straubinger — er kommt ja aus meinem Landkreis —, der am Dienstag ganze zwei Minuten im Ausschuss anwesend war, jetzt schon so viel Fachkompetenz mit sich bringt, dass er gleich eine Rede halten kann."
"8"," Liebe Regierung, Sie legen mit diesem Gesetzentwurf die Axt an die Einkommens- und Risikoabsicherung unserer Landwirte."
"9"," Es geht immerhin um 75 Millionen Euro."
"10"," Das ist ein weiterer Meilenstein der bauernfeindlichen Politik der Regierungskoalition, die sich wie ein roter Faden durch die Legislaturperiode zieht."
"11"," Sie — auch die Union - rauben mit Ihrer Agrarpolitik den landwirtschaftlichen Familienbetrieben jede Planungssicherheit und gefährden so ihre Existenz."
"12"," Sie beschleunigen damit das Höfesterben dramatisch."
"13"," Liebe CDU/CSU, Sie erinnern sich vielleicht, dass Sie sich selbst Anfang des Jahres vehement gegen eine Umschichtung der Mittel ausgesprochen haben."
"14"," Ihre eigene Begründung war damals, dass eine Kürzung der Direktzahlungen existenzgefährdend für die Landwirte sei."
"15"," Die Agrarministerkonferenz im April fasste den gleichen Beschluss."
"16"," Und jetzt soll plötzlich doch umgeschichtet werden? Wisst ihr jetzt, was ihr wollt, oder nicht? Wir, die AfD, wollen, dass die Landwirte in naher Zukunft wieder von ihrer eigenen Hände Arbeit leben können und keine Direktzahlungen mehr nötig haben, meine Damen und Herren."
"17"," Trotzdem muss es eine Art Bestandsschutz geben."
"18"," Denn die Landwirte haben mit diesem Geld schon für 2020 geplant."
"19"," Aber der GroKo ist die Existenz unserer kleinen und mittleren Familienbetriebe egal."
"20"," Was hat das mit verlässlicher Politik zu tun, meine Damen und Herren?Wofür brauchen Sie eigentlich 2020 so dringend diese 75 Millionen Euro in der zweiten Säule? Die meisten Bundesländer rufen die Fördermittel bis dato gar nichtStephan Protschkazu 100 Prozent ab; nur drei Bundeslander haben das gemacht."
"21"," Warum also muss man umschichten bzw."
"22"," aufstocken?Mit der AfD ist Ihre bauernfeindliche Politik nicht zu machen."
"23"," Ihre fehlende Glaubwürdigkeit und Verlässlichkeit sind der Grund, warum Ihnen immer mehr Bürger nicht mehr vertrauen und warum Sie die Wahlen in Brandenburg und Sachsen massiv verloren haben."
"24"," Sie werden auch in Thüringen massiv verlieren."
"25"," Sie werden in Zukunft weiterhin massiv an die AfD verlieren."
"26","Danke."
"27"," Schönen Feierabend."
"28"," Habe die Ehre."
"29","Vizepräsident Dr.
 Hans-Peter "
