"","V1"
"1",""
"2"," Vielen Dank, Kollege Spiering, auch für die eingespar te Zeit."
"3"," — Für die FDP spricht der Kollege Dr."
"4"," Gero Clemens Hocker."
"5"," Dr."
"6"," Gero Clemens Hocker:"
"7","Herr Präsident! Meine sehr verehrten Damen und Herren! Landwirtschaft im Jahre 2019 braucht nichts weniger als mehr Mittel in der zweiten Säule."
"8"," Landwirtschaft im Jahre 2019 braucht endlich von der Politik das Bekenntnis, dass sie sich in Zukunft wieder mehr an wissenschaftlichen Fakten und wissenschaftlichen Erkenntnissen orientiert."
"9"," Und, meine sehr verehrten Damen und Herren, Landwirtschaft sehnt sich danach, dass sie von Gesellschaft und Politik anerkannt wird."
"10"," Das ist vielleicht in einer Zeit, in der die Regale so voll sind wie nie zuvor und die allermeisten Menschen in unserem Land nie wirklich Hunger gelitten haben, besonders schwer."
"11","Landwirtschaft in Deutschland darf aber sehr wohl den Anspruch haben, dass sie von Politik und Gesellschaft wertgeschätzt wird, weil sie in der Lage ist, die hochwertigsten Lebensmittel zu erzeugen, nach den höchsten Standards hergestellt."
"12"," Das, meine sehr verehrten Damen und Herren, ist sehr wohl Grundlage für Wertschätzung."
"13"," Ich sage das ganz ausdrücklich:"
"14"," So, wie sich die Landwirtschaftsministerin vor wenigen Tagen im Thüringer Wahlkampf eingelassen hat, ist das das ausdrückliche Gegenteil von Wertschätzung."
"15"," Sie hat nämlich recht lapidar erklärt — vielleicht aus einer Bier- oder auch aus einer Weinlaune heraus —, man könne ja die im Raum stehenden Strafzahlungen, wenn die Nitratvorgaben nicht eingehalten werden, mit den Ansprüchen verrechnen, die die Landwirte aus der Landwirtschaftlichen Sozialkasse erworben haben."
"16"," Das hat mit Wertschätzung gegenüber den Bäuerinnen und Bauern überhaupt nichts zu tun."
"17","Ich kann mich beim besten Willen nicht daran erinnern, dass die Lebensleistung von vielen Tausend Menschen in Deutschland jemals zuvor so pauschal und so allgemein quasi als Verfügungsmasse für einen politischen Kuhhandel auf dem Altar irgendwelcher innerkoalitionären Diskussionen geopfert wurde."
"18"," Das ist unerträglich, und die Ministerin wäre gut beraten, sich davon zu distanzieren und sich dafür zu entschuldigen."
"19"," Gegenwärtig werden in Deutschland viele Tausend grüne Kreuze aufgestellt, und diese Kreuze stehen nicht dafür, dass irgendein Landwirt mehr finanzielle Mittel haben möchte, sondern sie stehen dafür, dass Landwirte sich wünschen, dass sich die Politik wieder zur Wissenschaft als Grundlage für ihre Entscheidungen bekennt und damit aufhört, quasi aus dem Bauch heraus, manchmal nach Gutsherrenart Entscheidungen zu treffen, die häufig genug jeder wissenschaftlichen Grundlage entzogen sind."
"20","Chemischer Pflanzenschutz, Nitratrichtlinie, Insektenschutz:"
"21"," Landwirte dürfen den Anspruch haben, dass die Politik nicht aus dem Bauch heraus entscheidet, sondern dass wissenschaftliche Erkenntnisse endlich wieder Eingang in politische Entscheidungen finden."
"22"," Das sind wir den Landwirten in Deutschland schuldig,und es ware gut, wenn wir uns alle in diesem Haus wieder mehr daran orientieren würden."
"23"," — Wollen Sie eine Zwischenfrage stellen?Vizepräsident Dr.
 Hans-Peter "
