"","V1"
"1",""
"2","Vielen Dank."
"3"," — Nächster Redner ist der Kollege Karsten Hilse für die Fraktion der AfD."
"4"," Karsten Hilse:"
"5","Herr Präsident! Meine Damen und Herren! Liebe Landsleute! Deutschland wurde in den letzten Monaten von einer professionell durchgezogenen Kampagne heimgesucht, offensichtlich organisiert von finanzkräftigen Lobbyisten, NGOs und der Umweltzerstörungspartei, unterstützt von einem Großteil der Medien."
"6"," Das begann damit, dass Ökoterroristen im Hambacher Forst, die Polizisten mit Brandsätzen bewarfen, als Umweltaktivisten bezeichnet wurden."
"7"," Extremisten, die gezielt Menschen töten wollen, sind keine Aktivisten, sondern potenzielle Mörder."
"8","Damit wurde natürlich die Kohlekommission, in der kein einziger Energiefachmann, kein einziger Netzfachmann saß, massiv unter Druck gesetzt, einen möglichst schnellen Kohleausstieg zu beschließen."
"9"," Den einzigen Rohstoff, den wir in Hülle und Fülle in Deutschland haben und der laut brandenburgischem Wirtschaftsministerium theoretisch noch 1 000 Jahre reichen würde, verteufeln Sie."
"10"," Grund ist das Herbeireden des Endes der Welt durch ein paar falsche Weltuntergangspropheten."
"11"," Das ist nichts Neues in der Geschichte der Menschheit."
"12"," Im Mittelalter ging es falschen Weltuntergangspropheten meistens an den Kragen, wenn sich ihre Prophezeiungen nicht bewahrheiteten."
"13"," Heute sitzen sie im Parlament, sind Staatschefs oder Behördenleiter."
"14"," Allein in den letzten 50 Jahren hatten Weltuntergangspropheten Hochkonjunktur, angefangen beim Club of Rome, laut einigen Journalisten Drahtzieher der No-Education-Friday-Schwänzereien, der 1972 prophezeite, spätestens 1992 wären alle Öl- und Gasvorkommen aufgebraucht."
"15","1989 sagte Noel Brown von der UNO:"
"16"," Ganze Nationen könnten von der Erdoberfläche gelöscht werden, wenn bis zum Jahre 2000 die globale Erwärmung nicht rückgängig gemacht wird."
"17"," — Rajendra Pachauri, damaliger Vorsitzender des IPCC, sagte im Jahr 2007:"
"18"," Wenn es vor 2011 keine Maßnahmen gibt, ist es zu spät."
"19"," — Prinz Charles sagte 2009:"
"20"," Die Menschheit hat nur noch 96 Monate, um die Welt vor dem unwiederbringlichen Zusammenbruch des Klima- und Ökosystems zu retten."
"21"," — Laurent Fabius sagte 2014:"
"22"," „Wir haben 500 Tage, um das Klimachaos abzuwenden."
"23","“ Jeder, der diesen falschen Propheten heute immer noch glaubt, ist, höflich ausgedrückt, entweder sehr leichtgläubig, oder er ist Altparteienpolitiker und knallharter Lobbyist."
"24"," Wenn es um Lobbyinteressen geht, wird hingenommen, dass Hunderttausende Vögel und Fledermäuse, Billionen Insekten getötet und jahrhundertealte Wälder für noch mehr Vogelschredder zerstört werden."
"25"," Der Rubel muss rollen vom Endverbraucher zu den Profiteuren der sogenannten Energiewende, die sich mit deren Geld die Taschen füllen."
"26"," Das ist kein Klimaschutz; das ist Ausplünderung."
"27"," Tagtäglich redet man dem, dessen Geldbeutel geschröpft wird, ein, dass er am bevorstehenden Weltuntergang Schuld hat und deshalb brav den modernen Ablass in Form der EEG-Umlage zu zahlen hat."
"28"," Die größten Einpeitscher sind aus der Umweltzerstörungspartei mit dem grünen Mäntelchen."
"29"," Darunter verstecken sich Sozialisten und Kommunisten jeglicher Couleur."
"30"," In der Tradition Maos missbrauchen diese die Kinder, um sie gegen ihre Eltern aufzuhetzen."
"31"," Vorbild ist das China zur Zeit der Kulturrevolution mit Millionen von Toten."
"32"," Spontan werden die No-Education-Friday-Schwänztage organisiert, um die Menschen auf die CO2-Steuer einzustimmen."
"33"," Die Galionsfigur macht nicht nur „no education on Fridays“, sondern jetzt auch „no education every day“."
"34"," Wie viele Kinder werden sich ihr wohl anschließen, um dann von den Politikern der Altparteien für ihren Einsatz gelobt zu werden? Um dem Ganzen noch mehr Nachdruck zu verleihen, biegen dann auch noch 700 Wissenschaftler um die Ecke, um den hüpfenden und schreienden Kindern den Rücken zu stärken."
"35"," Die Leitmedien kriegen sich vor lauter Lobhudelei für die Umweltzerstörer nicht ein."
"36"," Sie sind bis zu den Europawahlen die meist eingeladenen Gäste in Talkshows gewesen."
"37"," Und zu guter Letzt wird mit viel Geld und viel Aufwand ein semiprofessionelles Propagandavideo gedreht, damit die Umweltzerstörer auch sicher inKarsten Hilsegroßer Zahl nach Brüssel ziehen."
"38"," Also, liebe Umweltzerstörer und liebe Finanziers, das war eine sauber durchgeplante Kampagne."
"39"," Hut ab!Gestern konnten wir im Parlament sehen, dass die Anhänger dieser Sekte zwar am lautesten, aber noch lange nicht in der Mehrheit sind, als sie ein No-Education-Friday-Transparent entfalteten."
"40"," Die Buhrufe der restlichen Jugendlichen und der Beifall, als ein beherzter junger Mann das Transparent entfernte, lassen mich hoffen und zeigen auch, dass unsere Jugend zum größten Teil nicht auf die falschen Weltuntergangspropheten hereinfällt."
"41","Für alle CDU-Genossen:"
"42"," Lassen Sie sich den Niedergang der SPD eine Warnung sein."
"43"," Das passiert, wenn man den falschen Propheten hinterherläuft."
"44"," Sie haben ihre Schuldigkeit getan, indem sie die umweltzerstörerische Ideologie gesellschaftsfähig gemacht haben."
"45"," Jetzt werden sie von den Ideologen nicht mehr gebraucht und abserviert."
"46"," Entweder entledigen Sie sich Ihres Hemmschuhs und machen wieder vernünftige Politik, oder Sie enden als Kofferträger der Grünen."
"47","Vielen Dank.
Vizepräsident Thomas "
