"","V1"
"1",""
"2"," Nachfrage?Uwe Kekeritz:"
"3","Die Frage des Monitorings scheint jetzt keine Rolle mehr zu spielen, weil das Klein-Klein ist und die Afrikanische Union ein Freihandelsabkommen unterzeichnet hat."
"4"," Sie wissen:"
"5"," Es ist unterzeichnet; es ist noch nichts operationalisiert."
"6"," Ich war letzte Woche im Tschad und im Senegal."
"7"," Man hat uns gesagt:"
"8"," Die Staus sind nach wie vor da."
"9"," — Es ist gefahrlich, solche Aussagen zu treffen."
"10"," Sie wissen doch, dass viele von uns auch nach Afrika fahren und dort die gleichen Informationen bekommen."
"11"," Das zentrale Problem mit den EPAs besteht darin, dass sie Wirtschaftseinheiten bilden und vor allen Dingen die regionale Integration fördern wollen."
"12"," Wie kommen Sie mit dieser Zielsetzung und der Zielsetzung der AU zurecht, die ja für ganz Afrika die Freihandelsabkommen gestalten will?Dr."
"13"," Gerd Müller, Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung:"
"14","Das können wir alles theoretisch ausdiskutieren."
"15"," Mir geht es darum, dass konkret etwas passiert, zum Beispiel Tunesien seine Oliven nach Europa liefern darf, Südfrüchte hierher geliefert werden können."
"16"," Es macht doch keinen Sinn, dass wir Entwicklungsgelder beispielsweise nach Tunesien geben, aber umgekehrt den Markt für deren wertvolle Produkte verschließen."
"17"," Lass sie Geld verdienen, integriere sie in den europäischen Wirtschaftsraum, dann erübrigt es sich, deutsches Steuergeld dort hinzubringen."
"18"," Wir müssen Handel mit den Afrikanern fair und jetzt in einer neuen Dimension gestalten."
"19","Präsident Dr.
 Wolfgang "
