"","V1"
"1",""
"2","Danke sehr."
"3"," — Michael Thews, SPD, ist der nächste Fragesteller."
"4","Michael Thews:"
"5","Herr Präsident! Herr Minister Müller, meine Frage bezieht sich auf Abfalltransporte in Länder, die aufgrund ihrer Struktur eigentlich gar nicht für ein geordnetes Recycling geeignet sind."
"6"," Der Fall Malaysia ging durch die Presse."
"7"," Ein Thema dabei waren die gemischten Kunststoffabfälle."
"8"," Die Umweltministerin Svenja Schulze hat im Basler Übereinkommen, das die internationalen Transporte regelt, erreicht, dass sich die Einstufung des Mülls ab 2021 ändern wird und dann strengere Regeln für gemischte Kunststoffabfälle gelten."
"9","Aber meine Frage zielt darauf ab:"
"10"," Was machen wir bis dahin? Wäre es nicht möglich, dass Ihr Ministerium und Ihr Netzwerk dabei helfen, dass zum Beispiel der Fall Malaysia aufgeklärt wird und man Ross und Reiter benennt, also welches Handelsunternehmen, welche Entsorger, welche Transporteure daran beteiligt waren? Ich glaube, wenn wir so etwas aufklärten, würden wir ein wichtiges Zeichen an die Recyclingindustrie senden."
"11"," Die Frage ist auch, ob das, was in der Vergangenheit passiert ist, überhaupt durch das geltende Gesetz abgedeckt ist; denn auch heute gibt es schon eine gewisse Sorgfaltspflicht bei der Durchführung solcher Transporte."
"12","Dr."
"13"," Gerd Müller, Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung:"
"14","Jetzt sage ich Ihnen, was Sie als Deutscher Bundestag tun können."
"15"," Die Bundesumweltministerin hat mit dem Basler Übereinkommen einen großen Erfolg erzielt."
"16"," Wir könnten ab heute — bitte machen Sie das! — den Export unseres Mülls in Entwicklungsländer stoppen."
"17"," Das erwartet die Jugend, das erwarten viele von uns."
"18"," Wir könnten morgen — bringen Sie einen entsprechenden Antrag ein! — Plastikbeutel und -tüten in Deutschland verbieten."
"19"," Tansania tut das, afrikanische Länder tun es."
"20"," Warum tun wir es nicht?Inzwischen sind wir in der Situation, dass wir auf eine Zukunft zugehen, in der mehr Plastik als Fisch im Meer schwimmt."
"21"," Hierfür sind wir ein Stück weit mitverantwortlich."
"22"," Gehen wir also voraus und gehen diesen Weg."
"23"," Präsident Dr.
 Wolfgang "
