"","V1"
"1",""
"2","Herr Michelbach, Sie müssen zum Schluss kommen."
"3","Dr."
"4"," h."
"5"," c."
"6"," Hans Michelbach:"
"7","Vielen Dank, Herr Präsident."
"8"," — Sie müssen in jedem Fall eine Grundgesetzänderung machen."
"9"," Daher ist es sinnvoll, sich auch mit dem Grundgesetz im Hinblick auf die Länder zu befassen."
"10"," Lieber Kollege Daldrup, es sind keine Querschläge und Spielchen."
"11"," Ich übergebe Ihnen ein Grundgesetz."
"12"," Sie werden sehen, was darin steht."
"13"," Schauen Sie sich Artikel 125a Grundgesetz an, Herr Daldrup.
 Vizepräsident Thomas "
