"","V1"
"1",""
"2","Vielen Dank, Simone Barrientos."
"3"," — Nächster Redner:"
"4"," Omid Nouripour für Bündnis 90/Die Grünen."
"5"," Omid Nouripour:"
"6","Frau Präsidentin! Meine Damen und Herren! Viele Journalistinnen und Journalisten riskieren weltweit ihr Leben, um über Konflikte, N letzungen, Umweltkatastrophen, humanitäre Notlagen und vieles mehr zu berichten; teilweise unter sehr widrigen Umständen, manchmal in Ländern, in denen eine Akkreditierung gar nicht erst möglich ist."
"7"," Ich finde, in Zeiten, in denen diese Menschen viel zu wenig Anerkennung und viel zu viel Hass entgegengebracht bekommen, ist es in erster Linie unser Job, einfach Danke zu sagen für diese unglaubliche Arbeit, die geleistet wird."
"8"," Es ist unser Job, nicht müde zu werden für die Freilassung jedes und jeder Einzelnen, die zu Unrecht inhaftiert sind, zu kämpfen, humane Haftbedingungen, Rechtsbeistand, Kontakt zur Außenwelt und medizinische Versorgung zu fordern, und zwar unbenommen von der Frage der Nationalität oder der politischen Couleur."
"9"," Wir sind sehr froh, dass Herr Six endlich wieder frei und in Sicherheit ist."
"10"," Natürlich haben wir die Sorgen der Familie Six verstanden, die uns zu Recht kontaktiert hat."
"11"," Wir haben uns deshalb - ich kann nur für meine Fraktion sprechen — mehrfach an das Auswärtige Amt gewandt."
"12"," Nach dem, was der Staatsminister gerade beschrieben hat, glaube ich, ist es nicht besonders schwer, zu verstehen, dass das Auswärtige Amt einen großen Beitrag dazu geleistet hat, dass Herr Six heute hier sein kann."
"13"," Omid Nouripour Auch dafür einen herzlichen Dank."
"14"," Sie haben mehrfach wiederholt, was Herr Six alles gesagt hat."
"15"," Herr Six hegt einen Groll gegen das Auswärtige Amt."
"16"," Ich möchte das auf keinen Fall kommentieren oder bewerten."
"17"," Das steht mir nicht zu."
"18"," Ich habe nicht 119 Tage in einem venezolanischen Kerker gesessen."
"19"," Aber was man hier sehr leicht durchschauen kann, ist das, was die AfD hier veranstaltet."
"20"," Es ist eine geballte Heuchelei, auf die Yücel-Debatte im letzten Jahr hinzuweisen, wo sie sich mit Händen und Füßen dagegen gewehrt hat, dass der Mann freigelassen wird."
"21"," Sich jetzt hierhinzustellen und das Wort „Schutzschild“ zu benutzen, ist schon abenteuerlich."
"22"," Er war noch nicht in Deutschland angekommen, da nannten Sie ihn von diesem Pult aus Menschenfeind und Hassprediger."
"23"," Nach einem Jahr in Haft hatten Sie keinen Respekt vor dem, was er dort erlitten hat."
"24"," Es offenbart unmissverständlich Ihre unerträgliche Maßlosigkeit, sich hierhinzustellen und anderen Dinge vorzuwerfen, die Sie selbst vorleben."
"25"," Ich bin es, ehrlich gesagt, ein Stück leid, dass Sie jede Tragödie, jedes menschliche Schicksal nehmen, um Vertrauen in unsere demokratischen Institutionen zu unterminieren, sei es die Diplomatie, seien es die Gerichte, sei es dieses Hohe Haus."
"26","Das war die Stelle, bei der ich gedacht habe:"
"27"," Soll ich jetzt lachen? Lawrow, der eiserne Ritter der Pressefreiheit? Ist Ihnen schon einmal aufgefallen, dass es eine Weltrangliste der Pressefreiheit gibt, veröffentlicht Jahr für Jahr von Reportern ohne Grenzen? Russland ist auf Platz 148, fünf Plätze hinter Venezuela."
"28"," Jetzt stellen Sie sich hin und sagen:"
"29"," Lawrow war es."
"30"," — Da fällt mir, ehrlich gesagt, ganz wenig ein."
"31","Wenn Sie da so einen guten Draht haben — was ich Ihnen glaube -, wenn Lawrow es war, der da vermittelt hat:"
"32"," Warum hat er es nicht 119 Tage vorher gemacht? Diese Frage stellt sich mir."
"33"," Wenn Sie mit Lawrow über Pressefreiheit reden:"
"34"," Haben Sie ihm gegenüber dann auch mal den Namen Anna Politkowskaja genannt? Haben Sie gefragt, warum über 200 Journalistinnen und Journalisten in den letzten Jahren unter Putin unter dubiosesten Umständen einfach verschwunden sind und warum es in jedem zweiten Todesfall hieß, es sei Selbstmord begangen worden? Das ist das Thema, über das wir im Übrigen auch sprechen — nicht nur über den tragischen Fall von Billy Six und über seine glückliche Freilassung, sondern auch über diese Doppelmoral und über die Pressefreiheit, die weltweit unter Druck ist."
"35"," Sie stellen sich hierhin und tun so, als hatten Sie damit überhaupt nichts zu tun."
"36"," Aber ich weiß, dass so viele Ihrer Leute auf Facebook jeden zweiten Tag „Lügenpresse“ schreiben und damit natürlich dazu beitragen, dass es in diesem Land eine Stimmung gibt, die befördert, dass viele Menschen, die in Redaktionen unter widrigen Umständen und nicht besonders gut bezahlt arbeiten, Hassmails bekommen."
"37"," Und da stellen Sie sich hierhin und sagen:"
"38"," Wir sind das Schutzschild."
"39"," — Tut mir leid! Ich glaube, Sie verkaufen viel zu viele Menschen für dumm; aber so dumm sind die Menschen in diesem Land Gott sei Dank nicht."
"40"," Es ist unser Job, gerade im Interesse derjenigen, die unter Druck stehen — unbenommen der Nationalität, der politischen Couleur und der Frage, ob uns die Meinung derjenigen, die etwas schreiben oder senden, gefällt —, alles dafür zu tun, dass niemand dafür bestraft wird, dass er seinen Job als Journalistin oder Journalist macht.
 Vizepräsidentin Claudia "
