"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Hocker."
"3"," — Die nächste Rednerin:"
"4"," Dr."
"5"," Kirsten Tackmann, Fraktion Die Linke."
"6"," Dr."
"7"," Kirsten Tackmann:"
"8","Herr Präsident! Liebe Kolleginnen und Kollegen! Es geht heute um ein Gesetz, mit dem das Marktorganisationsgesetz formal an das aktuelle EU-Recht angepasst werden soll."
"9"," Diese Änderungen sind auch unstrittig."
"10"," Mit dem Marktorganisationsgesetz selbst soll seit Jahrzehnten der Kapitalismus auf dem EU-Agrarmarkt etwas gezügelt werden."
"11"," Deshalb lohnt sich schon die Frage, ob diese Ziele mit diesem Gesetz und der EU-Agrarpolitik insgesamt erstens erreicht werden und zweitens noch zeitgemäß sind."
"12"," Gehen wir die vier wesentlichen Ziele kurz durch."
"13","Erstes Ziel:"
"14"," die Förderung der Produktivität."
"15"," Ja, die Produktivität ist extrem gestiegen."
"16"," Ernährte rein rechnerisch 1950 ein Landwirt zehn Menschen, sind es unterdessen 155."
"17"," Aber zu welchem Preis? Man kann doch heute nicht mehr ernsthaft bestreiten, dass dieses Wachstumsmodell zumindest dazu beiträgt, dass biologische Vielfalt, Bodenqualität, Gewässerqualität verloren gegangen sind und sich auch das Klima verändert."
"18"," Ich finde, das ist nicht zukunftsfähig."
"19"," Zweites Ziel:"
"20"," angemessene Lebenshaltung in der Landwirtschaft Beschäftigter."
"21"," Auch das ist doch unterdessen längst mehr Utopie als Wirklichkeit."
"22"," Die Landwirtschaft ist doch längst zum Billigrohstofflieferanten degradiert worden, und damit sind sie es, die die Profite für Bodenspekulanten, für die Konzernzentralen immer größerer Chemiekonzerne, für Saatgut- und Düngemittelhersteller, Schlachthöfe, Molkereien und Supermarktketten erarbeiten."
"23"," Ich finde, das ist absurd."
"24","Drittes Ziel:"
"25"," Stabilisierung der Märkte."
"26"," Dieses Ziel ist doch auch längst auf dem Altar des deregulierten Weltagrarmarkts geopfert worden, und zwar mit verheerenden Folgen."
"27"," Als Beispiel nenne ich den Milchmarkt, der 2015 dereguliert und liberalisiert wurde."
"28"," Im Ergebnis haben viele Milchviehbetriebe viele Monate lang nicht einmal die Hälfte ihrer Produktionskosten bezahlt bekommen."
"29"," Um das mal klar zu sagen:"
"30"," Das war eine gigantische Vernichtung bäuerlichen Eigentums, quasi eine Enteignung über den Markt."
"31"," Das zeigt überdeutlich, wie wenig die Illusion eines freien Bauerntums auf freier Scholle im Kapitalismus überhaupt noch zählt."
"32"," Viertes Ziel:"
"33"," Sicherstellung der Versorgung zu angemessenen Preisen."
"34"," Ja, die Versorgungssicherung wird nicht nur erfüllt, sondern oft sogar übererfüllt, was sich wiederum als Bumerang für die Erzeugerbetriebe erweist; denn natürlich steigt das Erpressungspotenzial der Einkäufer, wenn sie auf Milchseen und Butterberge zurückgreifen können."
"35"," Selbst angemessene Lebensmittelpreise erweisen sich als Bumerang; denn die Dumpingpreise gehen auf Kosten von Beschäftigten und der Natur."
"36"," Trotzdem fließen gigantische Profite in die Konzernzentralen ab."
"37","Deshalb möchte ich mit einem Zitat des Dramatikers Heiner Müller enden, das in unserem Fraktionssaal hängt:"
"38","Wir stecken bis zum Hals im Kapitalismus."
"39","Das ist leider auch trotz des Marktorganisationsgesetzes so."
"40","Vielen Dank."
"41","Vizepräsident Dr.
 Hans-Peter "
