"","V1"
"1",""
"2","Frau Brantner, gestatten Sie eine Zwischenfrage oder Zwischenbemerkung des Kollegen Stefan Liebich?Dr."
"3"," Franziska Brantner:"
"4"," Ja."
"5","Stefan Liebich:"
"6","Vielen Dank, Frau Brantner, dass Sie die Zwischenfrage zulassen."
"7"," — Sie setzen sich ja jetzt gerade mit unserer Position und mit dem Beitrag von Diether Dehm auseinander."
"8"," Ich will noch einmal darstellen, warum ich diese Variante tatsächlich für sinnvoller halte als das, was die Regierung jetzt versucht."
"9","Man kann natürlich die Position von Labour kritisieren."
"10"," Ja, klar, die ist nicht konsistent, weil die Wählerschaft von Labour in sehr unterschiedliche Richtungen gehen möchte."
"11"," Was Sie bei Labour aber nicht finden, sind diese Hardcore-Fundies, die auf jeden Fall, um jeden Preis rauswollen."
"12"," Jeremy Corbyn hat eines ganz klar gesagt:"
"13"," Er möchte keinen No-Deal-Brexit."
"14"," Labour sagt noch etwas anderes."
"15"," Labour sagt, sie können sich eine Variante, dass Großbritannien in der Zollunion bleibt, sehr gut vorstellen."
"16"," Natürlich wäre es mir lieber, es gebe gar keinen Brexit, und man kann aus anderen politischen Perspektiven sicher auch viele Punkte an der Labour-Meinung kritisieren; aber in der Frage, wie Großbritannien künftig mit der Europäischen Union umgeht, ist Labour tausendmal besser als die Chaostruppe von Theresa May."
"17"," Dr."
"18"," Franziska Brantner:"
"19"," Das muss ja keine Frage sein; das ist alles okay."
"20"," — Ich habe explizit von Herrn Corbyn gesprochen."
"21","— Nein, das ist ein Unterschied."
"22"," — Es gibt in der Labour-Partei — das stimmt — auch einige, die seit Wochen und Monaten für ein zweites Referendum arbeiten."
"23"," Aber Herr Corbyn hat bis jetzt noch keine Vorlage für die Zollunion gemacht."
"24"," Wir haben jetzt nicht mehr so viel Zeit."
"25"," Am Montag kommen die nächsten Sachen."
"26","Ich möchte darauf hinweisen, dass keiner gesagt hat, dass wir, wenn die Briten mit einem neuen Vorschlag kommen - sei es Zollunion oder ein Norwegen-Modell -, nicht bereit sind, das zu nehmen."
"27"," Aber was nicht möglich ist, ist, dieses Austrittsabkommen, das wir jetzt haben, weiter aufzuschnüren, um me Rechte für Briten, weniger Pflichten für Briten und weniger Rechte für europäische Bürgerinnen und Bürger und Unternehmen als heute zu bekommen."
"28"," Das geht nicht."
"29"," Wir haben alle klar gesagt:"
"30"," In diese Richtung kann nicht nachverhandelt werden."
"31"," — Aber natürlich, wenn im Britischen Unterhaus am Montag eine Mehrheit für eine Zollunion oder für Norwegen Plus steht, dann wären wir doch die Letzten, die das ablehnen würden."
"32"," Das ist aber etwas ganz anderes als das, was Frau Wagenknecht gesagt hat."
"33"," — Es geht hier nicht um eine Nachverhandlung."
"34"," Das ist ein wirklicher Unterschied."
"35","Ich habe gerade noch einmal darauf hingewiesen, dass es auch in den Reihen der Labour-Abgeordneten, der Konservativen und der Liberalen im Britischen Unterhaus Initiativen gibt für ein Referendum über den Ausstiegsvertrag, über den Verbleib in der Europäischen Union."
"36"," Wir glauben, dass es ein richtiger Weg ist, dass jetzt die britische Bevölkerung die Chance hat, über einen konkreten Brexit abzustimmen."
"37"," Bei dem letzten Referendum wurde das Blaue vom Himmel erzählt:"
"38"," 300 Millionen Pfund oder mehr könne man sparen — jede Woche."
"39"," Jetzt etwas Konkretes vorliegen zu haben, das könnte zur Heilung der Debatte beitragen."
"40"," Es ist eine schwierige Situation, auch für die Europäische Union."
"41"," Wir können nur dafür sorgen, dass wir als EU zusammenbleiben und uns nicht auseinanderdividieren lassen."
"42"," Ich glaube, das ist die große Herausforderung, die wir haben."
"43"," Ich hoffe sehr, dass der Druck auf Irland — er ist dort am größten, weil es vom Brexit am meisten betroffen ist- nicht noch größer wird."
"44"," Wir dürfen die Iren da auf keinen Fall alleine lassen, dürfen nicht nachgeben und sie im Stich lassen."
"45"," Wenn wir ein Land im Stich las Dr."
"46"," Franziska Brantnersen, werden am Ende alle im Stich gelassen."
"47"," Das trifft uns, die Bürgerinnen und Bürger der EU, am Ende alle gemeinsam."
"48"," Ich habe ein Jahr meines Lebens auch in Großbritannien verbracht."
"49"," Ich hatte dort eine super Zeit, es sind tolle Menschen."
"50"," Wenn jetzt Zeit zum Nachdenken ist und vielleicht die Chance, die Realität zurückzunehmen, möchte ich von hier aus klar sagen:"
"51"," Ihr seid immer herzlich willkommen."
"52"," We want you to stay."
"53","Ich danke Ihnen.
 Vizepräsident Thomas "
