"","V1"
"1",""
"2"," Vielen Dank, Luise Amtsberg."
"3"," — Nächster Redner:"
"4"," Alexander Radwan für die CDU/CSU-Fraktion."
"5"," Alexander Radwan:"
"6","Frau Präsidentin! Meine sehr verehrten Damen und Herren! Wir hatten heute schon bei anderen Themen mit sich wiederholenden Anträgen zu tun."
"7"," Das gilt auch für diesen Tagesordnungspunkt."
"8"," Wir diskutieren über dieses Thema sehr gerne aus Sicht des Innenministers."
"9"," Es gilt das Prinzip der Humanität und Ordnung bei der Zuwanderung und in der Flüchtlingspolitik."
"10"," Das betrifft natürlich auch die Thematik, wie wir mit Seenotrettung und mit dem Elend auf dem Mittelmeer umgehen."
"11","Meine Vorrednerin hat gerade den Bundesinnenminister zitiert bzw."
"12"," erwähnt."
"13"," Lassen Sie mich, Frau Präsidentin, zwei Zitate vorlesen."
"14"," Das erste Zitat lautet:"
"15","Ich finde dass wir uns vor allem um die kümmern müssen, denen es am schlechtesten geht, und das sind nicht die, die so eine Flucht finanzieren können, die auch die Schlepper bezahlen können, sondern das sind die, die vor Ort sind."
"16","Das ist kein Zitat des Bundesinnenministers, sondern das ist ein Zitat der Fraktionsvorsitzenden der Linken."
"17","Ein anderes Zitat:"
"18","Tatsache ist:"
"19"," Es kommen gerade nicht diejenigen über das Meer, die unsere Hilfe dringend brauchen, sondern vor allem junge Männer, die Schlepper be Alexander Radwanzahlen können."
"20"," Tatsache ist auch, dass die meisten in Europa bleiben, obwohl sie keinen Anspruch auf Asyl haben."
"21"," Das kann kein gutes System sein."
"22"," Für niemand."
"23"," Die Seenottretter sind Teil des Kalküls der Schlepper."
"24"," Das ist kein Zitat des Bundesinnenministers, das ist ein Zitat von Herrn Palmer."
"25"," Also tun Sie nicht so, als wenn unsere Sicht eine singuläre wäre."
"26"," Vielmehr gibt es parterübergreifend eine Analyse, die dem Sachverhalt gerecht wird."
"27","— Wir sind gerade mittendrin."
"28"," Regen Sie sich nicht auf."
"29"," Sie müssen sich mit Ihrer Fraktionsvorsitzenden auseinandersetzen, nicht mit mir."
"30"," Sie hat das gesagt.
 Vizepräsidentin Claudia "
