"","V1"
"1",""
"2"," Vielen herzlichen Dank."
"3"," — Auch vielen Dank, Herr Ferlemann, für die Antworten auf sehr zahlreiche Fragen."
"4","Vizepräsidentin Claudia RothDann kommen wir jetzt zum nächsten Geschäftsbereich."
"5"," Das ist der Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz und nukleare Sicherheit."
"6"," Ich begrüße den Parlamentarischen Staatssekretär Florian Pronold."
"7","Die Fragen 17 und 18 der Abgeordneten Sylvia Kotting-Uhl werden schriftlich beantwortet."
"8","Wir kommen zur Frage 19 der Kollegin Steffi Lemke:"
"9"," Welche Schlussfolgerungen zieht die Bundesregierung aus November 2019 veröffentlichten Bericht von Greenpeace International und weiteren Berichten zu dem Thema über den besonders hohen Anteil der Verschmutzung der Weltmeere weltweit durch sogenannte Geisternetze aus der Fischereiwirtschaft und der Verschmutzung mit altem Fischereigerat in der deutschen Nordund Ostsee, und welche konkreten Effekte auf die Artenvielfalt in Nord- und Ostsee sind der Bundesregierung bekannt?Herr Pronold."
"10","Florian Pronold, Parl."
"11"," Staatssekretär bei der Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit:"
"12","Sehr geehrte Frau Präsidentin! Liebe Kollegin Lemke, der aktuelle Bericht von Greenpeace International zeigt insbesondere Erkenntnisse auf, die wir auch auf Bundund Länderseite durch das regelmäßige Monitoring an Stränden bereits kennen, zum Teil auch aktueller kennen."
"13"," Die Daten, die wir dazu haben, lassen Rückschlüsse auf die Quellen zu und zeigen, dass seebasierte Quellen regional von unterschiedlicher Relevanz sind."
"14","Wir haben in zusätzlichen Pilot-Monitoringprojekten die Effekte von Kunststoffmüll auf Meereslebewesen untersucht."
"15"," Das Umweltbundesamt hat Forschung- und Entwicklungsvorhaben zum Beispiel mit der Universität Oldenburg durchgeführt."
"16"," Daraus wissen wir zum Beispiel, dass bei 69 Prozent der Fischproben kleines Mikroplastik unter 1 Millimeter Größe nachgewiesen wurde."
"17"," Aus einer anderen Studie wissen wir, dass zwei- bis fünfmal so viele Jungvögel sterben, deren Eltern beim Nestbau Reste von Plastik, Netzen oder anderes verwenden, als das ohne die Verschmutzung der Meere der Fall wäre."
"18","Was tun wir? Zum einen werden wir im Jahr 2020 gemeinsam mit dem WWF ein Programm auflegen, um die Suche nach verlorengegangenen Fischereigeräten — da geht es um die sogenannten Geisternetze — voranzutreiben."
"19"," Außerdem ist derzeit die European-Single-Use-Plastic-Richtlinie in der Umsetzung, mit der wir das Verbot von Einwegplastik, das man insbesondere an Stränden gefunden hat, voranbringen werden."
"20"," Wir werden die Länder und Kommunen entsprechend unterstützen, damit weniger Einwegplastik in die Meere gelangt.
Vizepräsidentin Claudia "
