"","V1"
"1",""
"2"," Bitte, Herr Gastel."
"3","Matthias Gastel:"
"4","Herr Ferlemann, ich habe natürlich Nachfragen."
"5"," Ich möchte gerne wissen:"
"6"," Gibt es bei der bundeseigenen Deutschen Bahn AG eine Beschaffungsstrategie für Fahrzeuge, aus der zum Beispiel hervorgeht, wie man Fahrzeuge mehr gemeinschaftlich nutzt, damit man mit weniger Autos zurechtkommt, wie man die Emissionsfreiheit voranbringt, wann man das letzte Auto mit Diesel- oder Benzinantrieb kaufen möchte? Welche Strategie ist Ihnen hierzu bekannt?Die Deutsche Bahn - das erwartet die Öffentlichkeit — muss natürlich Vorbild sein."
"7"," Auf der Schiene ist es die Bahn, die sehr umwelt- und klimafreundlich unterwegs ist und auch immer mehr mit Ökostrom und überhaupt elektrisch fährt."
"8"," Aber die Bahn hat auch ihren eigenen Fuhrpark."
"9"," Was wissen Sie bezüglich der Beschaffungsstrategie für Autos der Deutschen Bahn? Enak Ferlemann, Parl."
"10"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"11","Nach meiner Kenntnis gibt es eine solche Beschaffungsstrategie."
"12"," Das ist aber eine Unternehmensentscheidung und keine Entscheidung der Bundesregierung."
"13"," Insbesondere hat die DB das Interesse, wasserstoffgetriebene Fahrzeuge in den Verkehr zu bringen."
"14"," So hat sie sich auch an Start-ups beteiligt, die in diesen Themenfeldern agieren."
"15"," Das heißt, die DB AG ist darauf aus, auch ihren Fuhrpark ökologischer zu machen.
Vizepräsidentin Claudia "
