"","V1"
"1",""
"2"," Dr."
"3"," Kraft stellt eine Nachfrage zu Frage 19."
"4"," Dann kommen wir zu den Nachfragen zu Frage 20."
"5"," Dr."
"6"," Rainer Kraft:"
"7","Vielen Dank."
"8"," — Bitte korrigieren Sie mich, ich war der Meinung, dass in den EU-Gewässern bereits gilt, dass verlorengegangene Netze gemeldet werden müssen und dass der Versuch unternommen werden muss, sie wieder zu bergen."
"9"," Wenn dem nicht so ist, würde ich darum bitten, dass Sie kurz Stellung beziehen."
"10"," Wenn mich meine Erinnerung nicht täuscht, ist das aber der Fall."
"11"," Dann möchte ich Sie fragen:"
"12"," Wie viele Netze sind in den EU-Gewässern im letzten Jahr verloren gegangen, und wie viele davon sind geborgen worden?Florian Pronold, Parl."
"13"," Staatssekretär bei der Bundesministerin für Umwelt, Naturschutz und nukleare Sichereit:"
"14"," Die Zahlen liegen mir nicht vor."
"15"," Ich werde das schriftlich nachreichen.
Vizepräsidentin Claudia "
