"","V1"
"1",""
"2"," Herr Kollege Kotre."
"3","Steffen Kotré:"
"4","— du musst jetzt hier bestimmte Auflagen einhalten."
"5"," — Deswegen da noch einmal die Frage:"
"6"," Wie wird dieser Rechtsbruch denn von Ihnen bewertet? Peter Altmaier, Bundesminister für Wirtschaft und Energie:"
"7","Herr Kollege Kotré, noch einmal:"
"8"," Ich bestreite Ihre Annahmen."
"9"," Die Europäische Union ist eine Rechtsgemeinschaft."
"10"," Wir haben gemeinsam im Ministerrat vor einigen Monaten eine Entscheidung getroffen."
"11"," Die setzen wir so um."
"12"," Im Übrigen bin ich als Energieminister und Wirtschaftsminister im engen Gespräch sowohl mit unseren Nachbarn Ukraine und Polen als auch mit Russland selbst."
"13"," Ich war seit meiner Amtsübernahme allein viermal in Russland."
"14"," Wir reden darüber mit unseren europäischen Partnern, und wir haben eine Lösung gefunden, die den unterschiedlichen Interessen zu einem gerechten Ausgleich verhilft.
Vizepräsident Wolfgang "
