"","V1"
"1",""
"2"," Frau Polat."
"3","Filiz Polat:"
"4","Vielen Dank, Frau Präsidentin."
"5"," — Herr Ferlemann, ich habe mich ja auf das Schreiben vom 30."
"6"," September bezogen, das Sie mir zugeschickt haben."
"7"," Da gehen Sie sehr detailliert auf meine Fragen ein."
"8"," Da Sie jetzt wieder aus Ihrem eigenen Schreiben zitieren, frage ich noch mal nach."
"9","Die Suche nach den noch vorhandenen Containern, unter anderem nach einem Container mit giftigen Stoffen, im Naturpark Wattenmeer ist eingestellt worden."
"10"," Sie sagen, Sie seien nicht mehr zuständig, weil die Schifffahrtsstraßen quasi frei sind."
"11"," Für alles, was unter Wasser ist, seien Sie auch nicht zuständig, weil im Falle von Umweltverschmutzung die Landesbehörden dafür zuständig seien."
"12","Meine Fragen bezüglich der Erkenntnisse, die die Bundesregierung zum Suchgebiet hat, sind:"
"13"," Welche Verfahrenstechnik wurde eingesetzt, um die Container zu suchen? In welcher Form werden die Ergebnisse welchen Behörden des Landes mitgeteilt? Sonst müssen die ja von vorne anfangen.
Vizepräsidentin Claudia "
