"","V1"
"1",""
"2"," Danke, Herr Wiehle."
"3"," — Nächster Redner:"
"4"," Detlef Müller für die SPD-Fraktion."
"5"," Detlef Müller:"
"6","Sehr geehrte Frau Präsidentin! Meine Damen und Herren! Die Bahn ist das Verkehrsmittel der Zukunft und die Schiene einer der wichtigsten Infrastrukturträger des 21."
"7"," Jahrhunderts."
"8"," Bei den Diskussionen über das Erreichen von Klima- und CO,-Zielen gilt für den Verkehrssektor eines klar, Herr Wiehle:"
"9"," Klimafreundliche und ressourcenschonende Mobilität funktioniert nur mit einer starken Bahn."
"10"," Dafür müssen wir die Voraussetzungen schaffen."
"11"," Deshalb ist es wichtig, dass wir mit dem vorliegenden Koalitionsantrag den Willen des Parlaments, die Schiene zu stärken, nochmals unterstreichen und der Bundesregierung einen klaren Auftrag mit auf den Weg geben."
"12"," Die Bahn hat Zukunft."
"13"," Ein Nutzerzuwachs von über 40 Prozent im Personenverkehr seit 2004 macht das deutlich."
"14"," Diesen Trend müssen und wollen wir fortsetzen."
"15"," Einiges ist schon auf dem Weg."
"16"," Herr Ferlemann sprach davon:"
"17"," Der Deutschland-Takt wird in den nächsten Jahren den Fernverkehr vereinfachen und diesen Fernverkehr eben auch in Takt bringen."
"18"," Die Pünktlichkeitswerte der Bahn im Personenverkehr haben sich deutlich verbessert und lagen im Mai bei über 80 Prozent im Fernverkehr und bei 95 Prozent im Nahverkehr."
"19"," Dass es im täglichen Geschäft funktioniert, liegt vor allem an den Eisenbahnerinnen und Eisenbahnern im und am Zug, auf den Stellwerken, in den Leitstellen, in den Werkstätten usw."
"20",", die tagtäglich in erster Reihe stehen und großartige Arbeit leisten."
"21","Obwohl sie es zumeist sind, die unverschuldet die Wutder Fahrgäste abbekommen, wenn Baustellen den Verkehr beeinträchtigen, Züge ausfallen oder ein Mangel an Fahrzeugen besteht."
"22"," An dieser Stelle einen herzlichen Dank für die geleistete Arbeit."
"23"," Die Steigerung der Attraktivität der Bahn muss mit entsprechendem politischen Willen, Investitionen in die Infrastruktur sowie einer modernen, effizienteren Organisationsstruktur einhergehen."
"24"," Bei der Infrastruktur brauchen wir deutlich mehr Investitionen in die Zukunft der Schiene."
"25"," Die Verdopplung des Personenverkehrs und die deutliche Steigerung des Anteils im Schienengüterverkehr sind mit der Bestandsinfrastruktur nicht erreichbar."
"26"," Wir müssen deutlich in den Ausbau der Knoten sowie in neue Ausbaustrecken investieren."
"27"," Der Haushaltsplanentwurf für 2020 ist schon eine gute Grundlage, aber auch deutlich ausbaufähig."
"28"," Wir brauchen Investitionen in das rollende Material und Investitionen in die Ausbildung von Personal, also in die Menschen, die schlussendlich für einen reibungslosen Ablauf vor Ort sorgen."
"29","Aber auch in der Fläche muss etwas passieren."
"30"," Als größte Volkswirtschaft Europas dürfen wir es uns nicht leisten, ganze Regionen und Ballungszentren von einem der wichtigsten Verkehrsträger abzukoppeln."
"31"," Für Chemnitz und die Region Südwestsachsen mit über 1,6 Millionen Einwohnern kann ich nun sagen, dass nach 15 Jahren ohne jeglichen Bahnfernverkehr der Ausbau und die Elektrifizierung der Strecke Chemnitz-Leipzig im Vordringlichen Bedarf des Bundesverkehrswegeplans enthalten ist."
"32"," Für die 80 Kilometer Bestandsstrecke stehen uns nun aber acht bis neun Jahre Planung und Bau bevor."
"33"," Das ist ein inakzeptabler Zustand, den man niemandem erklären kann."
"34"," Hier muss etwas passieren."
"35"," Hier braucht es tatsächliche Beschleunigungen und Vereinfachungen im Planungs- und Umsetzungsverfahren."
"36","Bleibt zuletzt der Punkt der effizienteren und moderneren Organisationsstruktur des Bahnkonzerns."
"37"," Hier brauchen wir eine Bahnreform II, mit der die Bahn wieder vom Kopf auf die Füße gestellt wird und zu ihrer Kernaufgabe, Mobilität von Menschen und Transport von Gütern, zurückgeführt wird."
"38"," Die Bahnreform vor 25 Jahren war und ist ein Erfolg."
"39"," Die Bahn ist leistungsfähiger, komfortabler, effizienter geworden."
"40"," Der zunehmende Wettbewerb auf der Schiene hat für die Fahrgäste zu massiven Verbesserungen bei den Angeboten geführt."
"41"," Dahinter will niemand zurück."
"42"," Vieles hat sich auch bewalWas sich nicht bewährt hat, ist die zersplitterte Holdingstruktur der DB AG mit über 20 direkten Töchtern, vielen Enkelfirmen und unzähligen Beteiligungen an Firmen im In- und Ausland."
"43"," Denn diese Struktur verbessert keineswegs das Angebot der Bahn für den Kunden, sondern führt mit Ineffizienz und intransparenten Zuständigkeiten immer wieder zu Problemen."
"44"," Bevor ein Regionalzug überhaupt rollt, sind schon viele Rechnungen geschrieben."
"45"," DB Station&Service, DB Sicherheit, DB Energie, DB Vertrieb, DB Services, DB Kommunikationstechnik, DB Dialog - alles GmbHs - stellen sich gegenseitig Rechnungen für erbrachte Leistungen wieDetlef MüllerSauberkeit, Sicherheit, Strom, Kommunikation."
"46"," Rollt der Zug, zahlt DB Regio nun an die DB Netz AG die Trassennutzungsgebühr — klar — und an DB Station&Service das Stationsgeld für jeden Halt an der Strecke.
Vizepräsidentin Claudia "
