"","V1"
"1",""
"2"," Vielen Dank, Herr Kollege."
"3"," — Als nächster Redner spricht zu uns der Kollege Frank Magnitz, AfD-Fraktion."
"4"," Frank Magnitz:"
"5","Herr Prasident! Werte Kollegen! Liebe Zuschauer! Ich will es kurz machen zu dieser vorgerückten Stunde, aber trotzdem einige grundsätzliche Erwägungen zum Bauen anstellen."
"6","Der Begriff „Baubestand“ bezeichnet nicht nur eine bloße Ansammlung von Gebäuden, er definiert das Gesicht des Ortes, in dem sich dieser Bestand befindet, er definiert Heimat."
"7"," Gebäude sind die Zeugen der Kultur und der Geschichte eines Landes."
"8"," Deswegen dürfen Veränderungen nur behutsam durchgeführt werden."
"9"," Die Verantwortung für diese Veränderungen wird leider nur allzu oft vernachlässigt."
"10"," Davon zeugt auch die Stellungnahme der Bundesregierung:"
"11"," Trotz wortreicher Einlassungen zu allen möglichen Bereichen scheut die Bundesregierung die eindeutige Festlegung, welche Kultur und Identität in unserer gebauten Umwelt auch künftig tonangebend und richtungsweisend sein soll."
"12","Ebenfalls taugt der häufig verwandte Begriff der europäischen Stadt nicht zur identitätsstiftenden Erhellung."
"13"," Weder das Toskana-Haus noch das norwegische Holzhaus schafft dem Deutschen das Gefühl von Heimat."
"14"," Unsere Aufgabe ist nicht europäisch zu lösen, nein, sie ist spezifisch deutsch; für Deutsche haben wir vordringlich unsere Politik zu machen."
"15"," — Dazu komme ich gleich."
"16"," — Es fehlt trotz gegenteiliger Beteuerungen das Bewusstsein — vielleicht auch das Verständnis — für die identitätsstiftende Wirkung von Gebäuden."
"17"," Jedem würde auffallen, dass ein Fachwerk-Reetdach-Haus im traditionellen Baustil der norddeutschen Tiefebene im Alpenvorland nichts zu suchen hat."
"18"," Ein solches Haus wäre dort ein Störfaktor, es wäre künstlich, hat keinen Bezug zur Kultur und Geschichte dieses Standortes."
"19"," Ein Kirchturm ist ein Kirchturm und ein Schwimmbad ein Schwimmbad, ohne weitere Nachfragen in ihrer Funktion zu erkennen."
"20"," Form und Funktion sind nicht voneinander zu trennen."
"21"," Genauso verhält es sich zum Beispiel mit Moscheen."
"22"," Kein Wunder, dass diese Bauvorhaben oft mit massiven Protesten aus der Bevölkerung einhergehen."
"23"," Schließlich manifestiert sich Identität an Architektur — die in diesem Beispiel aber nichts mit der deutschen Identität zu tun hat."
"24"," Die heftige Ablehnung von unpassend empfundenen Großprojekten führt häufig zur Gründung von Bürgerinitiativen zu deren Verhinderung."
"25"," Man erkennt hieran, wie sehr den Menschen ihre gestaltete Umwelt am Herzen liegt, siehe Stuttgart 21."
"26","Weder der Baukulturbericht noch die sich darauf beziehenden Entschließungsanträge gehen in ausreichendem Maße darauf ein, wie wichtig die Rücksichtnahme auf kulturelle, historisch gewachsene Raumzusammenhänge — Ich sehe das etwas anders."
"27"," — Unsere erlebte Umgebung ist es aber, die einen entscheidenden Anteil an der mentalen Gesundheit, an der Lebensfreude hat, sie ist quasi der Grund dafür, in diesem Land gut und gerne schon länger leben zu wollen."
"28"," — Ja, auch; daher kommt nämlich der Strom, der sichere."
"29","Der vorliegende Bericht und die Stellungnahme der Bundesregierung sind eine reine Zusammenstellung und Sammlung von Zahlen und Daten, die in mancherlei Hinsicht verkürzte Interpretationen liefern."
"30"," So bemängeln 55 Prozent der Befragten das Fehlen von Fahrradwegen und 52 Prozent das Fehlen von Parkplätzen; das mündet dann in die Aussage:"
"31","Frank Magnitz In der Bevölkerung werden vor allem mehr Fahrradwege gewunscht."
"32","Der Wunsch nach mehr Parkplatzen wird komplett unterschlagen."
"33"," Solche tendenziösen Schlussfolgerungen sind im Gesamtwerk keine Seltenheit."
"34","Unsere gebaute Heimat hat ihre Wurzeln in der abendländisch-christlich-jüdischen Kultur, die zu einer jeweils eigenständigen, regionalen Bautradition entwickelt wurde."
"35"," Dazu fordern wir von der Bundesregierung ein klares Bekenntnis."
"36","Kurz noch zu dem Aspekt Verkehr."
"37"," Meine Damen und Herren, hören wir doch auf mit dem ständigen Individualverkehr-Bashing — überlassen wir es der freien Entscheidung der Menschen, wie sie sich fortbewegen möchten und können."
"38"," Verdrängt wird seit geraumer Zeit gerne, dass es die Massenmotorisierung war, die individuelle Freiheit und Lebensqualität gebracht hat."
"39"," Nie zuvor hatten die Menschen so viele Möglichkeiten, die Welt auf eigene Art zu er-fahren.
 Nicht zu vergessen, —Vizepräsident Wolfgang "
