"","V1"
"1",""
"2","Frau Kollegin, erlauben Sie eine Zwischenfrage ober Bemerkung?Elvan Korkmaz:"
"3","Nein."
"4","Sehen Sie dazu einfach einmal in unseren Antrag."
"5"," Darin steht nämlich, was wir tatsächlich brauchen, nämlich eine höhere Netzverfügbarkeit, und zwar schnell, damit die angestrebte Verlagerung von Personen- und Güterverkehr zu bewältigen ist."
"6"," Diese Idee steht ganz im Gegensatz zur Trennung von Netz und Betrieb, wie es unter anderem die Kollegen von den Grünen fordern."
"7"," Im Gegenteil:"
"8"," Wir müssen das Integrationsprinzip im Konzern stärken, damit eine Hand weiß, was die andere tut."
"9"," Das erzeugt Synergieeffekte."
"10"," Ich möchte darauf hinweisen:"
"11"," Wir legen einen Antrag vor, der noch einmal dokumentiert, was schon im Koalitionsvertrag deutlich wurde."
"12"," Für diese Koalition steht die Bahn ganz oben auf der Agenda, und zwar das gesamte System Bahn."
"13"," Dazu gehören der Güterverkehr, der Nahverkehr, der Fernverkehr, die Qualifizierung des Personals, aber auch die Barrierefreiheit der Bahnhöfe."
"14"," Genau das alles nehmen wir in den Blick."
"15","Man sieht bei der Bahnpolitik auch ganz deutlich, auch wenn so manche Journalisten das nicht glauben wollen:"
"16"," Die Positionen unterscheiden sich, und zwar nicht zu knapp."
"17"," Wir wollen hier im Hause ganz häufig zum selben Ziel kommen, aber der Weg ist das Entscheidende."
"18"," Auf unserem Weg verlieren wir keinen."
"19"," Wir nehmen alle mit; denn öffentliche Mobilität heißt auch Mobilität für jedermann."
"20","Vielen Dank.
 Vizeprasidentin Claudia "
