"","V1"
"1",""
"2","Vielen Dank, Herr Kollege."
"3"," — Die Kollegin Astrid Damerow, CDU/CSU, sowie die Kollegen Frank Junge, SPD, und Dr."
"4"," Klaus-Peter Schulze, CDU/CSU, haben ihre Reden zu Protokoll gegeben."
"5","” Damit schlieBe ich die Aussprache."
"6","Tagesordnungspunkte 17 a und 17 b sowie Zusatzpunkt 15."
"7"," Interfraktionell wird die Uberweisung der Vorlagen auf den Drucksachen 19/11088, 19/9810 und 19/11152 an die in der Tagesordnung aufgeführten Ausschtisse vorgeschlagen."
"8"," Sind Sie damit einverstanden? — Das ist der Fall."
"9"," Dann sind die Uberweisungen so beschlossen."
"10","Tagesordnungspunkt 17 c."
"11"," Wir kommen zur Beschlussempfehlung des Ausschusses ftir Tourismus auf Drucksache 19/11196."
"12"," Der Ausschuss empfiehlt unter Buchstabe a seiner Beschlussempfehlung die Ablehnung des Antrags der Fraktion der AfD auf Drucksache 19/10169 mit dem Titel „Nationale Tourismusstrategie für mehr Wirtschaftswachstum und sichere Arbeitsplätze“."
"13"," Wer stimmt für diese Beschlussempfehlung? — Wer stimmt dagegen? — Enthaltungen? — Keine."
"14"," Dann ist diese Beschlussempfehlung gegen die Stimmen der AfD-Fraktion mit den Stimmen der anderen Fraktionen des Hauses angenommen."
"15","Weiterhin empfiehlt der Ausschuss unter Buchstabe b seiner Beschlussempfehlung die Ablehnung des Antrags der Fraktion der FDP auf Drucksache 19/7899 mit dem Titel „Nationale Tourismusstrategie mittelstandsfreundlich gestalten — Bürokratie abbauen“."
"16"," Wer stimmt für diese Beschlussempfehlung? — Wer stimmt dagegen? — Enthaltungen? — Auch keine."
"17"," Dann ist diese Beschlussempfehlung gegen die Stimmen der FDP-Fraktion mit den Stimmen der anderen Fraktionen des Hauses angenommen."
"18","Ich rufe Zusatzpunkt 16, Tagesordnungspunkte 18 a bis 18 d sowie Zusatzpunkte 17 und 18 auf:"
"19","ZP 16 Beratung des Antrags der Fraktion DIE LINKE Nein zum US-geführten Krieg gegen den Iran Drucksache 19/11101Überweisungsvorschlag:"
"20","Auswärtiger AusschussAusschuss für Wirtschaft und Energie Verteidigungsausschuss18."
"21"," a) Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses zu dem Antrag der Abgeordneten Sevim Dagdelen, Heike Hänsel, Michel Brandt, weiterer Abgeordneter und der Fraktion DIE LINKEVölkerrecht einhalten — Atomabkommen mit dem Iran verteidigenDrucksachen 19/2131, 19/7386 b) Beratung der Beschlussempfehlung und des Berichts des Auswärtigen AusschussesD Anlage 8Vizepräsident Wolfgang KubickiZP 17ZP 18zu dem Antrag der Abgeordneten Dr."
"22"," Alexander S."
"23"," Neu, Matthias Höhn, Heike Hänsel, weiterer Abgeordneter und der Fraktion DIE LINKEUSA zur Rückkehr in den INF-Vertrag auffordern — Stationierung neuer Atomwaffen in der Bundesrepublik Deutschland ausschließenDrucksachen 19/6422, 19/7083o waBeratung des Antrags der Abgeordneten Armin-Paulus Hampel, Dr."
"24"," Roland Hartwig, Petr Bystron, weiterer Abgeordneter und der Fraktion der AfDAtomare Mittelstreckenwaffen aus Europa verbannen — Europäischen INF-Vertrag verhandelnDrucksache 19/8991Überweisungsvorschlag:"
"25","Auswärtiger Ausschuss Verteidigungsausschussd) Beratung des Antrags der Abgeordneten Katja Keul, Agnieszka Brugger, Dr."
"26"," Konstantin von Notz, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENFür einen VN-Verbotsvertrag — Völkerrechtliche Achtung autonomer Waffensysteme unterstützenDrucksache 19/10637Überweisungsvorschlag:"
"27","Auswärtiger AusschussVerteidigungsausschussAusschuss für Menschenrechte und humanitäre Hilfe Ausschuss für Bildung, Forschung und TechnikfolgenabschätzungAusschuss für die Angelegenheiten der EuropäischenUnion Ausschuss Digitale AgendaBeratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses zu dem Antrag der Abgeordneten Gyde Jensen, Dr."
"28"," Lukas Köhler, Alexander Graf Lambsdorff, weiterer Abgeordneter und der Fraktion der FDPRüstungskontrolle stärken — Iranisches Nuklearabkommen bewahrenDrucksachen 19/2529, 19/6191Beratung des Antrags der Abgeordneten Sevim Dagdelen, Heike Hansel, Dr."
"29"," Alexander S."
"30"," Neu, weiterer Abgeordneter und der Fraktion DIE LINKEUS-Militärstützpunkt Ramstein in Deutschland schlieBenDrucksache 19/11102Uberweisungsvorschlag:"
"31","Auswartiger Ausschuss Ausschuss für Wirtschaft und Energie Verteidigungsausschuss Nach einer interfraktionellen Vereinbarung sind für die Aussprache 38 Minuten vorgesehen."
"32"," — Ich höre keinen Widerspruch."
"33"," Dann ist das so beschlossen."
"34","Ich eröffne die Aussprache und erteile als erster Rednerin der Kollegin Sevim Dagdelen von der Fraktion Die Linke das Wort."
"35"," Sevim Dagdelen:"
"36","Herr Präsident! Liebe Kolleginnen und Kollegen! Die Gefahr eines Krieges der USA gegen den Iran wächst enorm weiter."
"37"," Nahezu täglich erleben wir neue Anschuldigungen von US-Präsident Trump gegen den Iran:"
"38"," von Angriffen auf Tanker bis hin zum Abschuss von US-Drohnen über internationalen Gewässern."
"39","Stichhaltige Beweise für diese schweren Anschuldigungen werden aber nicht vorgelegt."
"40"," Stattdessen soll der Weltöffentlichkeit mit bunten Bildern eine Urheberschaft des Iran vorgegaukelt werden, um einen Grund zum Losschlagen zu bekommen."
"41"," Dies erinnert doch wirklich fatal an die Vorgehensweise der USA im Vorfeld des Irakkrieges 2003 und die angeblichen Massenvernichtungswaffen damals im angeblichen Besitz von Saddam Hussein, mit dem eben auch ein Krieg durch die USA und die Koalition der Willigen mit verheerenden Konsequenzen für die gesamte Region vom Zaun gebrochen wurde."
"42","Wenn es 2003 nach der heutigen Bundeskanzlerin Merkel gegangen wäre, hätte sich Deutschland an diesem völkerrechtswidrigen Krieg gegen den Irak auch noch beteiligt."
"43"," Auch deshalb —- ganz besonders deshalb - ist es erschreckend, dass die Bundeskanzlerin im Hinblick auf die Vorwürfe von Trump gegenüber dem Iran heute immer noch von so etwas wie — Zitat — „hohen Evidenzen“ spricht."
"44"," Ich finde, wer Trumps Beschuldigungen Glauben schenkt, wie es die Bundeskanzlerin Merkel tut, der ist entweder grenzenlos naiv oder eben bereit, sich an der Vorbereitung eines verbrecherischen Krieges gegen den Iran zu beteiligen."
"45","Wir als Linke sagen hier ganz klar:"
"46"," Deutschland darfsich weder direkt noch indirekt an einem Krieg gegen den Iran beteiligen."
"47","Deshalb sagen wir auch, dass die Kriegslügen der USA und auch die Kriegsdrohungen des US-Präsidenten Trump, der noch vorgestern dem Iran mit — Zitat — „Auslöschung‘ drohte, ganz klare Verstöße gegen das Gewaltverbot der UN-Charta sind,das nicht nur die Anwendung, sondern auch schon die Androhung von Gewalt mit einschließt."
"48","Ich frage mich:"
"49"," Wo ist hier eigentlich der Protest derBundesregierung, wenn man sie mal braucht? Ein Mitglied des UN-Sicherheitsrats zu sein, bedeutet nicht, dass man den NATO-Verbündeten einen Freifahrt Sevim Dagdelenschein gibt, wenn sie tiberall auf der Welt mit Gewalt drohen."
"50"," Deshalb finde ich den Umgang der Bundesregierung mit diesem schändlichen Tun der Amerikaner wirklich beschämend."
"51"," Bundeskanzlerin Merkel und auch Außenminister Maas ducken sich ja einfach nur weg und schweigen gegenüber den Ausfällen ihres NATO-Verbündeten, während die USA - und darauf kommt es ja an — die militärische Infrastruktur in Deutschland, ohne zu zögern, für ihren ganzen Aufmarsch in der Region nutzen."
"52"," Deshalb fordern wir als Linke die Bundesregierung dazu auf, den USA die Nutzung der militärischen Infrastruktur in Deutschland, wie beispielsweise die der US Air Base Ramstein, für einen Krieg gegen den Iran und auch schon für dessen Vorbereitung umgehend zu untersagen."
"53"," Was die USA hier machen, ist nämlich ganz klar ein Bruch des Völkerrechts und auch mit dem Friedensgebot des Grundgesetzes nicht vereinbar."
"54","Wir als Linke appellieren hier ganz besonders an die Adresse der sozialdemokratischen Fraktion in diesem Haus:"
"55"," Halten Sie es doch bitte mit dem ehemaligen Bundeskanzler Willy Brandt, der zu Recht mal gesagt hat:"
"56"," „Von deutschem Boden darf nie wieder Krieg ausgehen“."
"57"," Das gilt sowohl in Bezug auf den Iran als auch auf alle anderen Regionen in dieser Welt."
"58"," In diesem Sinne fordern wir die Bundesregierung auf, aktiv zu werden und zu den Kriegsdrohungen der USA nicht mehr zu schweigen."
"59","Vielen Dank.
Vizepräsident Wolfgang "
