"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Frau Dr."
"4"," Gesine Lötzsch erhält die Gelegenheit zu einer Kurzintervention."
"5","Dr."
"6"," Gesine Lötzsch:"
"7","Herzlichen Dank, Herr Präsident, für diese Möglichkeit."
"8"," - Kollege Spahn, Sie haben sich auf eine Äußerung eines Fraktionskollegen von mir bezogen, die mir nicht bekannt ist."
"9"," Darum möchte ich für die Fraktion Die Linke ganz eindeutig klarstellen:"
"10"," Wir wissen, dass der Pflegeberuf ein Beruf ist, der eine hohe Qualifikation von den Menschen verlangt, viel menschliche Zuwendung."
"11"," Das kann nicht jeder."
"12"," Das muss man wollen, das muss man können, dafür muss man gut ausgebildet werden."
"13"," Ich kann Ihnen auch sagen, dass ich aus persönlicher Erfahrung weiß, wie viele Menschen sich sehr in diesem Beruf engagieren, aber auch, wie viele in diesem Beruf ausgebeutet werden."
"14"," Sie brauchen unsere Unterstützung."
"15"," Die Fraktion Die Linke ist die Fraktion, die der Auffassung ist, dass diese Menschen alle Unterstützung brauchen."
"16"," Ich bitte Sie, hier von nebulösen Äußerungen Abstand zu nehmen."
"17"," Ich kenne diese Äußerung nicht."
"18"," Meine Position, die ich hier beschrieben habe, ist die Position der Fraktion Die Linke.
 Vizepräsident Thomas "
