"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächste Rednerin für die Fraktion der FDP ist die Kollegin Katharina Willkomm."
"4"," Katharina Willkomm:"
"5","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Starke Wirtschaft, Vollbeschäftigung zum Greifen nahe:"
"6"," So war das in den letzten Jahren."
"7"," Die Bürger haben dem Fiskus mehr Geld denn je in die Kassen gespült."
"8"," Hat die Regierung das schöne Geld sinnvoll genutzt? Jedenfalls hat sie es mit vollen Händen ausgegeben, und da machen die SPD-Ministerinnen für Justiz und Verbraucherschutz keine Ausnahme."
"9","Der Bundesrechnungshof hat es sogar schriftlich:"
"10"," Die Bundesregierung hat die Ausgaben für Verbraucherpolitik von 24 Millionen Euro im Haushalt 2014 auf 37 Millionen Euro im Haushaltsentwurf 2019 gesteigert."
"11"," Für den Titel „Information der Verbraucherinnen und Verbraucher“ hat sich das Budget von 2014 bis heute nahezu verdoppelt."
"12"," Doppelt so viel gleich doppelt so gut? Das wäre grandios."
"13","Ich habe mal nachgefragt, welche Projekte im Haushalt 2019 über den Titel „Information der Verbraucherinnen und Verbraucher“ bezahlt wurden."
"14"," Nur zwei Beispiele:"
"15"," 230 000 Euro für die Radiosendung eines Berliner Privatradios und 265 000 Euro für einen Check der Daten von Smartphone-Apps."
"16"," Wozu das? Wie vielen Verbrauchern hilft das? Ist das eine effiziente Verwendung von Steuermitteln? Nein! — Sie können sagen:"
"17"," Kleinkram."
"18","Dann kommen wir zum Löwenanteil des Verbraucherschutzbudgets."
"19"," Den bekommt der Verbraucherzentrale Bundesverband."
"20"," Laut Bundesrechnungshof macht die Förderung des vzbv mehr als 60 Prozent der Haushaltsmittel aus, die im Einzelplan 07 für die gesamte Verbraucherpolitik veranschlagt sind."
"21"," Das Geld geht vor allem an die Marktwächter, die nun beim vzbv zentralisiert wer en."
"22","Jetzt würde ich als Liberale nie sagen:"
"23"," Marktbeobachtung ist schlecht."
"24"," — Für Unternehmensgründer zum Beispiel ist es essenziell, eine Idee vom Markt zu haben, den sie erobern wollen."
"25"," Aber die gute Sache rechtfertigt deshalb nicht automatisch jede Kostensteigerung."
"26"," Wenn dieser Umbau dazu führt, dass sich die Kosten der Datenbeschaffung für die Marktbeobachtung im Vergleich zu jetzt mehr als verdoppeln, dann ist das schon bemerkenswert."
"27","Ministerin Lambrecht hat dem Bundesrechnungshof nicht erklären können, welche konkreten Tätigkeiten für die Datenpflege zu leisten sind."
"28"," Ministerin Lambrecht hat auch nicht erklären können, warum für die Daten der Verbraucherzentrale künftig eine Qualitätssicherung durch ganze 20 Vollzeitkräfte erforderlich ist, obwohl die Marktwächter diese Daten doch seit mehreren Jahren laufend verwenden."
"29"," Schließlich hat Ministerin Lambrecht nicht erklären können, warum das eine Aufgabe ist, die nur die Verbraucherzentrale erledigen kann, obwohl die Qualitätssicherung von Daten und Mitarbeiterschulungen auch günstig auf dem Markt eingekauft werden könnten."
"30","Meine sehr geehrten Damen und Herren, der Justizund Verbraucherhaushalt ist überschaubar."
"31"," Wir Freien Demokraten sehen trotzdem genau hin:"
"32"," für effiziente Verbraucherpolitik und einen soliden Haushalt."
"33","Vielen Dank.
Katharina WillkommVizeprasident Thomas "
