"","V1"
"1",""
"2","Danke sehr."
"3"," — Jetzt erteile ich zu einem anderen Thema dem Kollegen Stefan Schwartze das Recht zur nächsten Frage."
"4","Stefan Schwartze:"
"5","Vielen Dank, Herr Präsident."
"6"," — Frau Ministerin, Sie sind in Ihrer Einleitung auf das Gute-Kita-Gesetz eingegangen."
"7"," Bei der Umsetzung des Gute-Kita-Gesetzes sind wir ja auf eine sehr gute Kooperation mit den Ländern angewiesen:"
"8"," sowohl was Verbesserungen der Qualität angeht als auch, wenn Länder die Entscheidung treffen, damit Gebührenfreiheit möglich zu machen."
"9","Vor diesem Hintergrund frage ich Sie:"
"10"," Wie laufen die Gespräche mit den Ländern? Wo läuft es besonders gut? Wann können wir mit den ersten Verträgen mit einzelnen Bundesländern rechnen, damit wir hier auch möglichst schnell in die Umsetzung hineinkommen?Dr."
"11"," Franziska Giffey, Bundesministerin für Familie, Senioren, Frauen und Jugend:"
"12","Wir haben planmäßig mit den entsprechenden Vertragsverhandlungen begonnen."
"13"," Das Gesetz ist zum 1."
"14"," Januar 2019 in Kraft getreten."
"15"," Der 1."
"16"," Januar 2019 ist auch der Stichtag, zu dem Maßnahmen in den Ländern laufen können."
"17"," Das heißt:"
"18"," Ab diesem Jahr können Maßnahmen aus dem Gute-Kita-Gesetz finanziert werden."
"19","Wir führen im Moment mit allen 16 Ländern Vertragsverhandlungen."
"20"," Es geht um beides, mehr Qualität und weniger Gebühren."
"21"," Wir sehen, dass in ganz vielen Ländern jetzt sehr intensiv darüber gesprochen wird, welche Handlungsfelder im Bereich der Qualität mit den Geldern bedient werden."
"22"," Wir sind guter Dinge, dass wir die Vertragsverhandlungen nun auch zügig beenden können."
"23"," Von daher rechnen wir damit, dass sie Mitte dieses Jahres abgeschlossen sind und dann auch die Mittelverwendung läuft."
"24"," Die Länder können schon jetzt für Maßnahmen in Vorleistung treten, die zum 1."
"25"," Januar 2019 zusätzlich begonnen haben."
"26","Insofern sehen wir es sehr positiv, dass wir unsere Maßnahmen jetzt auch so umsetzen können, wie wir sie geplant haben, und dass wir in den Handlungsfeldern, die nach den Vor-Ort-Bedarfen in den Ländern für erforderlich gehalten werden, tatsächlich auch eine spürbare Verbesserung erreichen."
"27","Prasident Dr.
 Wolfgang "
