"","V1"
"1",""
"2"," Danke sehr, Herr Staatsminister."
"3"," — Die nächste Frage stellt Nicole Höchst, AfD."
"4","Nicole Höchst:"
"5","Vielen Dank für das Wort."
"6"," — Frau Ministerin, mein Stichwort lautet „Fehlerquote von Jugendämtern“."
"7"," Diese wird bei der Jugendfürsorge mit bis zu einem Fünftel angesetzt."
"8"," Man findet sogar Schätzungen, die von einer Fehlerquote von bis zu 25 Prozent ausgehen."
"9","Im Streitfall werden bekanntermaßen Gutachter eingesetzt und hinzugezogen."
"10"," Jetzt beklagen viele traumati Nicole Höchstsierte Betroffene, dass diese kein einheitliches Vorgehen vorgeschrieben haben, und ein besonderer Kritikpunkt ist immer wieder die nicht stattfindende Anhörung."
"11"," Ist der Bundesregierung dieses Problem bekannt? Wie stehen Sie dazu? Planen Sie Maßnahmen, die die bundesweite Vereinheitlichung bewirken und diese Fehlerquote senken? — Danke."
"12","Dr."
"13"," Franziska Giffey, Bundesministerin für Familie, Senioren, Frauen und Jugend:"
"14","Sehr geehrte Frau Abgeordnete, das Jugendamt erbringt eine Vielzahl von Leistungen."
"15"," Es wäre schön, wenn Sie konkretisieren könnten, bei welcher Leistung Sie diese Fehlerquote sehen."
"16","Die Zuständigkeit für die Jugendämter obliegt den Ländern und Kommunen."
"17"," In unsere Zuständigkeit fällt der Rechtsrahmen, das Kinder- und Jugendhilferecht, das Sozialgesetzbuch VIII, das wir im Moment modernisieren."
"18"," Im Moment findet ein großer Beteiligungsprozess statt, in den sich Fachkollegen, aber auch Betroffene unter www."
"19","mitreden-mitgestalten."
"20","de einbringen können."
"21"," Dort finden sie Informationen."
"22"," Wir sind gerade intensiv in der Diskussion."
"23"," Es geht um vier große Bereiche:"
"24"," Kinderschutz, Pflegekinderfamilien, sozialräumliche Fragen von Kinder- und Jugendarbeit und Inklusion."
"25"," All solche Fragen können dort geäußert werden."
"26"," Ansonsten verweise ich auf die Landes- und kommunale Zuständigkeit für die Jugendämter."
"27","Vizepräsidentin Petra Pau:"
"28"," Haben Sie noch eine Nachfrage?Nicole Höchst:"
"29"," Ja, bitte."
"30","Vizepräsidentin Petra Pau:"
"31"," Bitte."
"32","Nicole Höchst:"
"33","Es geht konkret um die Inobhutnahmen, die unberechtigt waren, wie sich im Nachhinein herausstellte."
"34"," Wir haben schon landes- und kommunalweit herauszufinden versucht, wer dafür zuständig ist."
"35"," Die Zuständigkeiten gehen immer an die Landräte usw."
"36"," usf."
"37"," Die Quintessenz all dieser Gespräche, auch mit Betroffenen, ist, dass es überhaupt gar keine einheitliche Vorgehensweise gibt und dass diese Anhörungen sehr häufig ausfallen."
"38"," Das nur zur Klarifizierung."
"39","Das andere ist:"
"40"," Ich möchte diesen Zeitrahmen für das, was Sie mit „Da ist etwas im Schwunge“ angekündigt haben, etwas konkreter fassen können."
"41"," Welchen konkreten Zeitrahmen setzen Sie dafür an? — Vielen Dank."
"42","Dr."
"43"," Franziska Giffey, Bundesministerin für Familie, Senioren, Frauen und Jugend:"
"44","Sie meinen die Modernisierung des Kinder- und Jugendhilferechts? Nicole Höchst:"
"45"," Richtig."
"46","Dr."
"47"," Franziska Giffey, Bundesministerin für Familie, Senioren, Frauen und Jugend:"
"48","Wir haben im Kinder- und Jugendhilferecht das Kinder- und Jugendstärkungsgesetz, mit dem schon in der vergangenen Legislatur begonnen wurde."
"49"," Im November des letzten Jahres haben wir einen neuen Beteiligungsprozess aufgesetzt."
"50"," Wir werden uns ein Jahr dafür Zeit nehmen und die Ergebnisse — wir haben eine sehr umfangreiche Beteiligung von Praktikern, von Wissenschaftlern, von Menschen, die auch in den Jugendämtern arbeiten — als Basis für das Gesetzgebungsverfahren nutzen."
"51"," Wie gesagt, da wird das Thema Pflegekinderwesen, aber auch die Frage des Kinderschutzes und Kindeswohls eine ganz wesentliche Rolle spielen."
"52"," Diese Dinge werden dort auch berücksichtigt."
"53"," Wir werden dann im nächsten Jahr in das Gesetzgebungsverfahren einsteigen."
"54","Vizepräsidentin Petra Pau:"
"55","Gibt es weitere Nachfragen zu dieser Frage? — Das ist nicht der Fall."
"56"," — Dann hat der Kollege Paul Lehrieder das Wort."
"57","Paul Lehrieder:"
"58","Frau Ministerin, ich möchte auf eine andere Studie zu sprechen kommen."
