"","V1"
"1",""
"2"," Ich bin Präsident des Deutschen Bundestages und nicht des Bayerischen Landtags."
"3","Britta Haßelmann:"
"4","Alles klar."
"5"," Ich bin auch keine bayerische Abgeordnete."
"6"," Deshalb:"
"7"," Bei allem Interesse für Bayern — das ist ein schönes Land -— interessiert mich, was wir hier mit der Gleichwertigkeit der Lebensverhältnisse und Ihrem Kommissionsbericht machen."
"8"," Deshalb frage ich zum Ersten nach den überjährigen Fördermitteln:"
"9"," Wie hoch ist deren Zahl? Und zum Zweiten:"
"10"," Wann ist das Datum für die Einführung des Gleichwertigkeitschecks in allen Gesetzentwürfen? Wir haben, glaube ich, diese Woche allein sieben Gesetzentwürfe."
"11"," Da habe ich ihn nicht gefunden."
"12","Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"13","Zum Letzteren habe ich Ihnen zugesagt, dass ich mich darum kümmere, damit Sie bald dazu etwas finden."
"14"," Was das andere angeht:"
"15"," Es drängt den Staatssekretär aus dem Wirtschaftsministerium — weil er mir die Antwort wahrscheinlich nicht zutraut."
"16","Präsident Dr.
 Wolfgang "
