"","V1"
"1",""
"2"," Ich sehe zu diesem Themenbereich keine weiteren Nachfragen."
"3","Dann rufe ich die Frage 12 des Abgeordneten Stefan Gelbhaar, Bündnis 90/Die Grünen, auf:"
"4","Plant die Bundesregierung im Rahmen der Feierlichkeiten zu „30 Jahre Friedliche Revolution und Deutsche Einheit“ auch eine Veranstaltung auf oder an der Bösebrücke in Berlin-Pankow, um der erstmaligen Öffnung der Berliner Mauer am Grenzübergang Bornholmer Straße vom 9."
"5"," November 1989 vor Ort zu gedenken, und wie wird für diese Veranstaltung geworben?Herr Staatssekretär, Sie haben das Wort."
"6","Marco Wanderwitz, Parl."
"7"," Staatssekretär beim Bundesminister des Innern, für Bau und Heimat:"
"8","Sehr geehrter Herr Kollege Gelbhaar, die Bundesregierung plant in Ergänzung zu den zentralen Feierlichkeiten des Landes Berlin am 9."
"9"," November eine dezentrale Aktion entlang der ehemaligen innerdeutschen Grenze."
"10"," Es werden Veranstaltungen in Hof, Geisa, Böckwitz und Ratzeburg unter dem Motto „Unsere Geschichte schreibt Zukunft“ durchgeführt und diese als Livestream im Internet übertragen."
"11"," Darüber hinaus werden mit der SocialMedia-Aktion #MeineGeschichteSchreibtZukunft Bürgerinnen und Bürger aufgefordert, ihren persönlichen Beitrag zum 9."
"12"," November mit einem einminütigen Video auf der Kampagnenwebsite hochzuladen."
"13","Auf Empfehlung der Kommission ‚30 Jahre Friedliche Revolution und Deutsche Einheit“ werden zudem in Berlin ein Veranstaltungsformat mit internationalen Bürgerrechtlern und Bürgerrechtlerinnen am 9."
"14"," November und ein entsprechender Besuch für diesen Personenkreis an der Bösebrücke geplant, die dadurch als historischer Erinnerungsort einbezogen wird.
 Vizeprasident Wolfgang "
