"","V1"
"1",""
"2","Danke sehr, Herr Bundesminister."
"3"," — Gibt es dazu noch Nachfragen? - Bitte, Herr Kollege Wendt, Sie haben eine Nachfrage zu diesem Thema."
"4","Marian Wendt:"
"5","Herr Innenminister, vielen Dank."
"6"," Sie haben das Thema Migration angesprochen."
"7"," Die Lage auf dem westlichen Balkan treibt uns um, und wir müssen da zügig für Ordnung sorgen."
"8"," Ich glaube, das sind wir unserer Bevölkerung gerade nach den Ereignissen von vor vier Jahren schuldig."
"9","Deswegen meine konkrete Frage:"
"10"," Was ist seitens der Bundesregierung aktuell in Planung, um konkret mit kurzfristig wirkenden Exekutivmaßnahmen die Situation dort zu stabilisieren und die Regierungen auf dem westlichen Balkan bei der Unterbringung, Versorgung und gegebenenfalls auch Rückführung zu unterstützen? Wenn Sie dazu kurz ausführen könnten, wäre ich dankbar."
"11","Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"12","Die Größe des Problems sollte auch noch mal erwähnt werden:"
"13"," In der Türkei und an der Grenze zur Türkei geht es um 8 Millionen Flüchtlinge; 3 Millionen potenzielle Flüchtlinge stehen vor den Toren."
"14"," In Griechenland sind die Inseln hoffnungslos überfüllt."
"15"," Wir prognostizieren dort eine Steigerung von 60 Prozent."
"16"," Darüber hinaus schätzt unsere Bundespolizei, dass auf der Westbalkanroute 20 000 bis 30 000 Flüchtlinge in unterschiedlichen Situationen verharren."
"17","Da müssen wir helfen."
"18"," Wir werben in Europa dafür, und wir bieten den Griechen und den Balkanstaaten polizeiliche und administrative Unterstützung und Ähnliches an."
"19"," Wir können das Nachdenken nicht erst beginnen, wenn die Flüchtlinge an unserer Grenze stehen."
"20","Präsident Dr.
 Wolfgang "
