"","V1"
"1",""
"2"," Dann stellen Sie halt die Frage noch."
"3"," — Gut, wir können ja bis 18 Uhr machen."
"4"," Dann müssen wir aber erst einen entsprechenden Beschluss fassen."
"5"," Bis dahin ist die Tagesordnung anders festgestellt."
"6","Herr Kühn, das ist jetzt die letzte Frage und die letzte Antwort."
"7","ey Kühn:"
"8","Gut."
"9"," — Heute haben Sie im Kabinett über das Gebäudeenergiegesetz beschlossen."
"10"," Darin werden ja die Ziele für den Gebäudebereich hinsichtlich des Klimaschutzes definiert."
"11"," Ist es richtig, dass Sie mit diesem Gesetz Abstand nehmen von dem Ziel, dass es einen klimaneutralen Gebäudebestand bis zum Jahr 2050 gibt? Nach allen Vorlagen, die wir haben, haben Sie diesen Satz konsequent aus dem Entwurf herausgestrichen."
"12"," Und was ist dann das Ziel der Bundesregierung für den Gebäudebestand bis zum Jahr 2050?Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"13","Diese Annahme ist nicht richtig."
"14"," Ich möchte schon noch einmal darauf hinweisen, dass bei Neubauten ab 2026 grundsätzlich eine Ölheizung verboten wird, es sei denn, im ländlichen Raum gibt es keine Alternativen."
"15"," Ich finde, das ist eine gute Lösung."
"16"," Vor allem ist es gut, dass Bestandsbauten hier nicht einbezogen werden."
"17"," Das wäre ein hohes Maß an Planwirtschaft."
"18"," Und sehen Sie bitte immer daneben auch die Maßnahmen, die wir beschlossen haben:"
"19"," Gebäudesanierung, Auswechseln der Heizkessel mit 40 Prozent Förderung."
"20"," Sie müssen das im Zusammenhang sehen, und im Zusammenhang erreichen wir im Gebäudebereich das Einsparvolumen, das wir bis 2030 erreichen müssen."
"21","Präsident Dr.
 Wolfgang "
