"","V1"
"1",""
"2"," Danke sehr."
"3"," — Jetzt stellt die nächste Frage die Kollegin Vogt, SPD."
"4","Ute Vogt:"
"5","Danke, Herr Präsident."
"6"," — Sehr geehrter Herr Minister, ich habe mit Freude gehört, dass Sie mit uns der Meinung sind, dass Rechtsextremismus auch eine Frage von Bil Ute Vogtdung, insbesondere politischer Bildung, und von Aufklärung ist und dass unsere Demokratie auch einer entsprechenden Stärkung durch gesetzliche Regelungen bedarf."
"7"," Ich möchte Sie konkret fragen, wie Sie zu der Idee stehen, ein Demokratiefördergesetz auf den Weg zu bringen; denn wir als SPD würden uns freuen, dafür von Ihrer Seite eine aktive Unterstützung zu erhalten, um andere Kolleginnen und Kollegen zu dieser Idee mitzunehmen."
"8","Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"9","Ich war als Parteivorsitzender auch in dieser Richtung am Abschluss des Koalitionsvertrages beteiligt, und ich stehe zu dem, was wir vereinbart haben."
"10"," Jetzt kommt es darauf an, Frau Kollegin, dass die Bundesregierung den Kolleginnen und Kollegen des Deutschen Bundestages konkrete Inhalte präsentiert und nicht abstrakte Begriffe."
"11"," Die kann man meinetwegen gebrauchen; aber entscheidend für ein Gremium wie den Deutschen Bundestag ist, dass wir konkret sagen, mit welchen Maßnahmen der Schutz, die Bildung und Ähnliches gefördert werden sollen."
"12"," Darauf kommt es jetzt in den nächsten Wochen an, und da bitte ich um Ihre Unterstützung."
"13"," Präsident Dr.
 Wolfgang "
