"","V1"
"1",""
"2"," Bitte, Herr Lindh."
"3","Helge Lindh:"
"4","Sie haben fast schon die Frage meiner Kollegin Frau Dr."
"5"," Högl zum Kontext Demokratiefördergesetz mitbeantwortet."
"6","Ich wollte mit meiner Frage auf die Kommission hinaus, die die Weiterentwicklung der Demokratie begleiten soll, die sich konkret mit der Frage beschäftigen soll, welche Elemente von Bürgerbeteiligung etc."
"7"," wir stärken können."
"8"," Die Gründung dieser Kommission ist eindeutig und unmissverständlich im Koalitionsvertrag festgehalten."
"9","Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"10","Sie fragen hier einen Bundesinnenminister, der in seiner früheren Funktion als Parteivorsitzender dafür gesorgt hat, dass dies im Koalitionsvertrag steht."
"11"," Das geschah nicht immer zur Freude meiner Umgebung, wie Sie wissen."
"12"," Das liegt jetzt nicht in meiner Hand."
"13"," Es ist nicht an mir, auf das Parlament Einfluss zu nehmen, wie es in dieser Sache weiter vorgeht."
"14"," Das ist eine Sache des Parlaments."
"15","Präsident Dr.
 Wolfgang "
