"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Eine weitere Nachfrage hat die Kollegin Kluckert, FDP-Fraktion."
"4","Daniela Kluckert:"
"5","Vielen Dank, Herr Präsident."
"6"," — Auch ich habe eine Frage zu möglichen Eingriffen in den Markt."
"7"," Wenn die Unternehmen höhere Einnahmen durch höhere Flugpreise haben, kann man davon ausgehen, dass sich nicht die Zahl der Flugzeuge reduziert, sondern lediglich die Anzahl der Fluggäste sinkt."
"8"," Ist das eine Möglichkeit, die Sie bei einem solchen Eingriff in den Markt einkalkulieren?Daniela KluckertMobilität und Reisen bieten den Bürgern eine große Freiheit."
"9"," Ich persönlich finde es sehr gut, dass eine Vielzahl der Bürger die Möglichkeit hat, die Welt zu erkunden, und die Welt dadurch für alle Menschen in Deutschland kleiner wird."
"10"," Deswegen ist meine zweite Frage:"
"11"," Ist es sozusagen einkalkuliert, dass möglicherweise weniger Menschen durch höhere Ticketpreise fliegen könnten und damit weniger Mobilität haben?Sarah Ryglewski, Parl."
"12"," Staatssekretärin beim Bundesminister der Finanzen:"
"13","Wie ich vorhin schon geantwortet habe, muss man natürlich schauen:"
"14"," Welche Wirkungen entfalten Dinge tatsächlich? Wir möchten mit der Gestaltung, wie wir sie jetzt vorgeschlagen haben, eigentlich erreichen, dass bei der Frage, wie man reist — da bin ich ganz offen —, grundsätzlich ein Umdenken stattfindet."
"15"," Wir möchten, dass Menschen die Welt kennenlernen und erkunden."
"16"," Unsere weltoffene Gesellschaft lebt zu einem Großteil davon, dass Leute auch die Möglichkeit haben, zu reisen, andere Kulturen kennenzulernen."
"17"," Aber ich glaube, es gibt schon genug Alternativen, um auf bestimmten Strecken andere Verkehrsmittel zu nutzen; das ist so."
"18"," Entsprechend ist auch der Vorschlag zur Luftverkehrsteuer aufgebaut, dass man sagt:"
"19"," Für kürzere Strecken werden die Preise höher, für längere Strecken, wo es weniger Alternativen gibt, ist die Anhebung nicht ganz so stark."
"20"," Das ist, glaube ich, das, was man an dieser Stelle berücksichtigen muss."
"21"," Man muss auch schauen, dass es nicht so ist, dass die Einsparungen beim Flugverkehr, was das CO, angeht, nur von den Menschen getragen werden, die finanziell nicht so gut aufgestellt sind, und der Rest die höheren Preise zahlt und weiter fliegt."
"22"," Das wollen wir nicht, und deswegen ist das Ganze eine Herausforderung.
Vizepräsident Wolfgang "
