"","V1"
"1",""
"2"," Frau Kollegin Bayram, Sie haben eine Nachfrage."
"3"," Bitte."
"4","Canan Bayram:"
"5","Der Bundesinnenminister hat heute gesagt, dass es sechs Prüfverfahren gibt."
"6"," Vielleicht können Sie dazu Auskunft geben, ohne natürlich das Ziel des möglichen Ver Canan Bayrambots und in diesem Rahmen auch der Maßnahmen, die ergriffen werden müssen, zu gefahrden."
"7"," Denn es macht natürlich Sinn, was Sie sagen."
"8"," Aber ich denke, die Bevölkerung hat auch einen Anspruch darauf, einen Eindruck davon zu bekommen, was jetzt in der Konsequenz tatsächlich getan wird."
"9","Marco Wanderwitz, Parl."
"10"," Staatssekretär beim Bundesminister des Innern, für Bau und Heimat:"
"11","Liebe Frau Kollegin, ich kann Ihnen zum einen die Zahl Sechs bestätigen, und zum anderen, dass es sich um sechs Vereine handelt, die wir als potenziell dem rechtsextremen Spektrum zugehörig ansehen.
Vizepräsident Wolfgang "
