"","V1"
"1",""
"2"," Frau Polat!Filiz Polat:"
"3","Vor dem Hintergrund der sich abzeichnenden humanitären Katastrophe für syrische und kurdische Flüchtlinge aus der Türkei — das sind türkische Staatsbürger — frage ich Sie:"
"4"," Sind Sie noch der Meinung, in dieser Frage mit der Türkei zusammenarbeiten zu können?Horst Seehofer, Bundesminister des Innern, für Bau und Heimat:"
"5","Ja, ich bin dezidiert der Meinung."
"6"," Man muss sauber zwischen der Beurteilung der militärischen Operation und der Frage der Migration trennen."
"7","Ich sage es noch mal:"
"8"," Die Migration ist für die Türkei eine große Belastung."
"9"," 8 Millionen Flüchtlinge sind entweder schon im Lande oder vor den Toren des Landes."
"10"," Deshalb liegt es auch im deutschen Interesse, wenn wir die Erklärung zwischen der Europäischen Union und der Türkei stärken und weiterhin am Leben halten."
"11","Um das auch mal zu sagen:"
"12"," Wir verschenken das Geld nicht an die türkische Regierung, sondern es wird für Bildung, Arbeitsplätze und Gesundheitsversorgung eingesetzt."
"13"," Bundesminister Horst SeehoferIch bin ein Anhänger der europäisch-türkischen Erklärung, weil sie den Türken hilft, aber vor allem auch im deutschen Interesse ist."
"14","Ich wollte jetzt nicht der anderen Frage ausweichen."
"15"," Diese können Sie jetzt noch mal stellen."
"16"," Dann haben wir neue Redezeit."
"17","Prasident Dr.
 Wolfgang "
