"","V1"
"1",""
"2"," Vielen Dank, Tobias Pflüger."
"3"," — Nächste Rednerin:"
"4"," Katja Keul für Bündnis 90/Die Grünen."
"5"," Darf ich die Kolleginnen und Kollegen bitten, Platz zu nehmen und Gespräche außerhalb des Plenarsaals zu führen?Katja Keul, Sie haben das Wort."
"6","Katja Keul:"
"7","Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Die Debatte um bewaffnete Drohnen für die Bundeswehr führen wir schon mindestens zehn Jahre lang; so lange bin ich jedenfalls dabei."
"8"," Es bleibt dabei:"
"9"," Nutzen und Risiken stehen bei diesem Waffensystem außer Verhältnis."
"10"," In einer konkreten Gefechtssituation kann die Bundeswehr sowohl auf Aufklärungsdrohnen als auch auf bemannte Luftunterstützung zurückgreifen."
"11"," Andererseits wird der Stützpunkt für Drohnenpiloten, wenn sie denn in Deutschland stationiert sind, zu einem legitimen militärischen Angriffsziel."
"12","Das können Sie doch nicht ernsthaft wollen."
"13","Bewaffnete Drohnen sind gerade nicht zum Schutz von Leib und Leben entwickelt worden, sondern zur Hinrichtung von Verdächtigen ohne Gerichtsverfahren."
"14"," Sie werden bis heute mehr von Geheimdiensten als von regulären Streitkräften eingesetzt."
"15"," Die Bundesregierung würde so etwas natürlich nie tun; das glaube ich dieser Bundesregierung sogar."
"16","Allerdings zeigt die Erfahrung:"
"17"," Verfügbarkeit führt zur Versuchung."
"18"," Als Israel im Jahr 2000 als erstes Land bewaffnete Drohnen für Hinrichtungen einsetzte, kritisierte die US-Administration dies noch als völkerrechtswidrig."
"19"," Als sie dann selbst bewaffnete Drohnen hatte, änderte sie ihre Rechtsauffassung."
"20"," Inzwischen verfügen nicht nur Iran und China über diese Systeme, sondern auch islamistische Terroristen."
"21"," Diesem Rüstungswettlauf muss Einhalt geboten werden."
"22","Bewaffnete Drohnen treiben eine Entgrenzung der Kriegsführung voran."
"23"," Sie verursachen eine hohe Zahl an zivilen Opfern bei jedem Einsatz und sind keine saubere Lösung, weil es eine solche nicht gibt."
"24"," Das Londoner Bureau of Investigative Journalism geht von 1 725 getöteten Zivilisten, davon 397 Kinder, bei US-Operationen außerhalb der eigentlichen Kriegsgebiete aus."
"25"," Der FDP-Antrag ignoriert völlig das Gerichtsurteil des OVG Münster vom 19."
"26"," März dieses Jahres, mit dem der Klage jemenitischer Drohnenopfer gegen die Bundesrepublik Deutschland teilweise stattgegeben worden ist:"
"27"," Es sei offenkundig und damit auch der Bundesregierung bekannt, dass die USA unter Verwendung der Air Base Ramstein bewaffnete Drohneneinsätze in der Heimatregion der Kläger durchführten, so das Oberverwaltungsgericht."
"28"," Sehr geehrte Damen und Herren, die Welt ist durch den Einsatz bewaffneter Drohnen nicht sicherer geworden; im Gegenteil."
"29"," Die Bundesregierung sollte sich dringend Gedanken machen, wie sie ihrer Verpflichtung zur Durchsetzung des Rechts auch in Ramstein nachl t."
"30"," Für die Glaubwürdigkeit dieses Anliegens wäre es wenig hilfreich, selbst bewaffnete Drohnen zu beschaffen."
"31","Meine Fraktion lehnt die Bewaffnung von Drohnen ab und damit auch den vorgelegten FDP-Antrag."
"32","Vielen Dank.
 Vizepräsidentin Claudia "
