"","V1"
"1",""
"2"," Prost! Vielen herzlichen Dank, Ulrich Lechte."
"3"," — Nächster Redner:"
"4"," Dr."
"5"," Lars Castellucci, SPD-Fraktion."
"6"," Dr."
"7"," Lars Castellucci:"
"8","Vielen Dank, Frau Präsidentin."
"9"," — Meine sehr verehrten Damen und Herren! Sehr geehrte Kolleginnen und Kollegen! Ein Mann und eine Frau aus dem Nahen Osten sind auf der Flucht mit ihrem neugeborenen Kind."
"10"," Hinter ihnen wüten die Mörder, die alle Kinder töten sollen, die den falschen Glauben haben."
"11"," Sie erreichen das Nachbarland, sie finden dort keine Sicherheit."
"12"," Es treibt sie weiter, beinahe geraten sie zwischen die Kämpfe, die dort gerade wieder aufflammen."
"13"," Es geht nicht vor, und es geht nicht zurück."
"14"," Da vertrauen sie sich Leuten an, die ihnen die Überfahrt über das Meer versprechen."
"15","Als das überfüllte Boot kentert, ist keine Rettung in Sicht, nicht in dieser Jahreszeit und auch deshalb nicht, weil die europäische Mission unterbrochen wurde und weil die privaten Helfer in ihrer Arbeit behindert werden und nicht überall gleichzeitig sein können."
"16","Liebe Kolleginnen und Kollegen, ob es die Heilige Familie im Jahr 2019 schaffen würde, sich in Sicherheit zu bringen, das können wir nicht wissen."
"17"," Aber wir können wissen, was unsere Aufgabe ist, nämlich dafür zu sorgen, dass sich Menschen, die verfolgt sind, die in Not sind und die bedrängt sind, in Sicherheit bringen können."
"18"," In dieser Aufgabe dürfen wir nicht nachlassen."
"19"," Kardinal Marx hat das am Wochenende in fünf Prinzipien zusammengefasst."
"20"," Erlauben Sie, dass ich sie kurz nenne:"
"21","1 ARAn unseren kommt niemand zu Tode."
"22"," J eder, der an die Grenze kommt, wird menschenwürdig behandelt."
"23"," Jeder Asylsuchende bekommt ein faires Verfahren."
"24"," Niemand wird zurückgeschickt, wo Tod und Verderben drohen."
"25"," Und wir tun alles in den Herkunftsländern der Migranten, dass dort Perspektiven für die Menschen sind."
"26","Dr."
"27"," Lars CastellucciIch finde, wenn man schon das christliche Abendland bemüht, dann kommt man an diesen Sätzen nicht vorbei."
"28"," Denn sie drücken klar und einfach aus, was die Werte sind, die uns in dieser Weltregion, in Europa, leiten."
"29"," Gestern habe ich mit einem Teilnehmer des Globalen Flüchtlingsforums telefoniert."
"30"," Er stammt aus meinem Wahlkreis, aus Sinsheim, und ist dort seit Jahrzehnten in der Integrationsarbeit engagiert."
"31"," Als Mitglied eines weltweiten evangelischen Netzwerks war er einer von 3 000 Teilnehmerinnen und Teilnehmern."
"32"," Er hat mir berichtet, wie er das Forum empfunden hat und was seine Erfahrungen waren."
"33"," Ich habe ihn am Ende gefragt:"
"34"," Was ist das Wichtigste, das du mitnimmst? — Er hat gesagt, dass wir eine Verantwortung haben, zu unterstützen, dass wir nicht immer nur die Zahlen nennen dürfen."
"35"," Wir müssen vielmehr auch immer daran denken, dass es Menschen sind, die sich ihr Schicksal nicht ausgesucht haben, und — das ist das Wichtigste — dass wir endlich legale Wege eröffnen müssen, damit sich die Menschen nicht zu todbringenden Reisen auf den Weg machen müssen."
"36"," Ich bin der Auffassung, dass die breite Mehrheit in diesem Haus den Forderungen dieses Teilnehmers zustimmen und sie unterstützen kann."
"37","Weil er in der Integrationsarbeit engagiert ist, will ich die Gelegenheit nutzen, noch etwas zu sagen."
"38"," In Sinsheim sind beispielsweise ein Café für alle Menschen und ein Wohnhaus für Geflüchtete und Einheimische eröffnet worden."
"39"," Das sind Orte, an denen man sich begegnet, an denen die Ängste heruntergefahren werden und wo Beziehungen wachsen können."
"40"," Manche dieser Initiativen unterstützen wir in Form eines Projektes mit einer Anschubfinanzierung."
"41"," Aber danach sind sie auf sich alleine gestellt und auf Spenden und ehrenamtliches Engagement angewiesen."
"42","Ich bin der Auffassung, die Menschen zusammenzubringen und Beziehungen zu fördern, ist kein Projekt; es ist eine Daueraufgabe in diesem Land, und wir müssen Wege finden, damit wir sie auch dauerhaft unterstützen können."
"43"," Das ist heute absehbar die letzte Debatte und auch der letzte Debattentag dieses Jahres, und ich frage mich und uns:"
"44"," Was soll eigentlich die Botschaft dieser letzten Debatte sein?Soll sie Schreierei, Hass, Trennung oder Angst sein? Bitte nicht Ich glaube, vier Tage vor Weihnachten können wir wissen, was die Botschaft dieser Stunde sein muss:"
"45"," näm lich niemanden zurücklassen, an der Seite der Schwachen, der Bedrängten, der Verfolgten stehen, egal wo sie herkommen, egal wer sie sind, und dass Frieden, Versöhnung und Verständigung möglich sind, wenn wir uns dafür einsetzen."
"46","In diesem Sinne wünsche ich uns allen ein frohes Fest."
"47"," Vielen Dank.
 Vizepräsidentin Claudia "
