"","V1"
"1",""
"2"," Filiz Polat, Bündnis 90/Die Grünen, ist die nächste Rednerin."
"3"," Filiz Polat:"
"4","Sehr geehrter Herr Präsident! Meine Damen und Herren! Migration ist eine Tatsache; sie ist so alt wie die Geschichte der Menschheit."
"5"," Flucht und Vertreibung prägten und prägen den Verlauf der Geschichte auf der ganzen Welt — auch die Europas und nicht zuletzt die des Abendlandes."
"6"," Es gibt viele Flucht- und Migrationserzählungen."
"7"," Am bekanntesten sind die Weihnachtsgeschichte und die Flucht der hungernden Israeliten nach Ägypten ins pharaonische Reich mit dem späteren Auszug des Volkes Gottes aus Ägypten."
"8"," Deshalb stellt sich nicht die Frage, ob, sondern nur, wie wir Migration und Flucht begleiten, gestalten und leben."
"9","Meine Damen und Herren, weil Migration eine Tatsache ist, haben wir den Global Compact for Migration genauso begrüßt wie den Global Compact on Refugees; Filiz Polatdenn erstmals haben sich die Lander auf einen umfangreichen Katalog von Maßnahmen zur Stärkung der Rechte von Migrantinnen und Migranten und auf ein erneuertes Bekenntnis zum Schutz der Rechte von Geflüchteten weltweit verständigt."
"10"," Das ist ein wichtiger Meilenstein gewesen — und ein wirklich großer Erfolg."
"11","Wir Grüne stehen zu diesen Zielen und Maßnahmen und wollen, dass sich die Bundesregierung nicht nur zu den Compacts bekennt, sondern auch ihre Politik, Frau Müntefering, danach ausrichtet."
"12"," Beispielsweise ist der Familiennachzug eine gute Möglichkeit, Menschen auf sicherem und legalem Weg Schutz vor Krieg und Verfolgung zu bieten, Herr Dr."
"13"," Castellucci."
"14","Nicht einmal die zugesagten 1 000 Plätze monatlich für den Familiennachzug zu subsidiär Geschützten — wir haben es diese Woche im Innenausschuss noch mal gehört — können wegen der selbstgeschaffenen bürokratischen Hürden — vielleicht auch:"
"15"," bewusst selbstgeschaffenen bürokratischen Hürden — ausgeschöpft werden."
"16"," Wir erwarten von der Bundesregierung, dass sie die Kontingentierung des Familiennachzugs zu subsidiär Schutzberechtigten wieder abschafft."
"17"," Meine Damen und Herren, angesichts der zunehmend rassistischen und rechten Stimmung in Deutschland bin ich umso dankbarer, dass ich gemeinsam mit dem Kollegen Karamba Diaby über 40 Organisationen der Schwarzen in Deutschland zur Konferenz zur UN-Dekade für Menschen afrikanischer Herkunft, zur „PAD WEEK Germany — Anerkennung."
"18"," Empowerment."
"19"," Gerechtigkeit."
"20","“, im Deutschen Bundestag begrüßen durfte."
"21"," Trotz der wirklich erschütternden Berichte über Rassismuserfahrungen und des auslaugenden Kampfes um Anerkennung und Gerechtigkeit waren das große Engagement und die ansteckende Energie in Form klarer politischer Forderungen — auch an den Deutschen Bundestag — wirklich inspirierend und anspornend."
"22"," Die gilt es jetzt, meine Damen und Herren, im Deutschen Bundestag umzusetzen."
"23"," Meine Fraktion wird da engagiert vorangehen."
"24"," Auch vor dem Hintergrund dieser populistischen Stimmungsmache und Angstmacherei — das haben wir heute wieder erlebt — ist aber die Bundesregierung in besonderer Verantwortung, das Versprechen der pluralen Demokratie, die von Einwanderung geprägt ist und von Einwanderung profitiert hat, einzulösen."
"25"," Es gilt, den Perspektiven und Erfahrungen der Menschen afrikanischer Abstammung, die seit Jahrhunderten zu Deutschland ge ören, mehr Beachtung zu schenken und die UN-Dekade für Menschen afrikanischer Herkunft ambitionierter umzusetzen."
"26","Meine Damen und Herren, abschlieBend zur Weihnachtszeit — einige sind ja noch nicht dazu gekommen, Geschenke zu kaufen — eine Buchempfehlung:"
"27"," Das Buch von Professor Thomas Söding, katholischer Theologe, trägt den Titel „Das Flüchtlingskind in Gottes Hand — Die Aktualität der Weihnachtsbotschaft“."
"28"," Vielleicht ein kleiner Auszug aus einem Interview mit Herrn Professor Söding, weil ich die Worte so treffend finde, auch für die Debatte, die heute von der rechten Seite hier angestoßen wurde - ich zitiere —:"
"29","Wer vom christlichen Abendland redet und das als politische Parole verwendet, hat ja oft überhaupt keine Vorstellung davon, was zum christlichen Abendland gehört."
"30"," Das christliche Abendland lebt religiös und kulturell vom Morgenland."
"31","In diesem Sinne:"
"32"," Fröhliche Weihnachten! Präsident Dr.
 Wolfgang "
