"","V1"
"1",""
"2"," Nächste Rednerin ist die Kollegin Jessica Tatti, Die Linke."
"3"," Jessica Tatti:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Der Bundestag hatte beschlossen, dass sich eine Enquete-Kommission mit den Potenzialen von KI, künstlicher Intelligenz, also mit selbstlernenden Computersystemen, befassen soll, um wirtschaftlichen, sozialen und ökologischen Fortschritt zu erreichen."
"5","Nun konnte man von einer Projektgruppe „KI und Wirtschaft“ unter Leitung der CDU/CSU wohl nicht erwarten, unter Fortschritt mehr zu verstehen als Wachstum und Wettbewerb."
"6"," Die Verteilung von Einkommen und Vermögen, ökologische Aspekte und die Frage, wie eine gemeinwohlorientierte KI aussieht, spielte bei Ihnen höchstens eine untergeordnete Rolle und das finden wir unangemessen."
"7"," Es wurde auch nicht hinterfragt, ob das prognostizierte Wachstum durch KI realistisch ist."
"8"," Das erinnert an den Hype um Industrie 4."
"9","0."
"10"," Auch sie wurde zum zentralen Wachstumstreiber erklärt; aber weltweit ist in Industrienationen trotz fortschreitender Digitalisierung eine Verlangsamung des Produktivitätswachstums zu beobachten."
"11"," Doch für CDU und FDP scheint nichts wichtiger zu sein, als dass Deutschland in Sachen KI die weltweite Innovationsführerschaft einnimmt."
"12"," Als wäre KI die Lösung all unserer Probleme und als würde sich gesellschaftlicher Nutzen allein an der Anzahl von Start-ups bemessen."
"13"," Die meisten KI-Geschäftsmodelle aus den USA zielen allein darauf, massenhaft persönliche Nutzerdaten zu sammeln und für Werbezwecke einzusetzen."
"14"," Das produziert keinen wirtschaftlichen Mehrwert, sondern ist digitale Wegelagerei."
"15"," Fakt ist, dass solche Geschäftsmodelle die ungleiche Verteilung des Reichtums weiter vorantreiben."
"16"," Wir haben derzeit ein Wirtschaftssystem, das den Planeten zerstört und unsere Gesellschaft spaltet."
"17","Jessica TattiDie Linke fordert:"
"18"," Wir müssen weg von der marktradikalen Ideologie des Wachstums allein um des Wachstums willen."
"19"," Stattdessen brauchen wir massive Investitionen in die Technologien, mit denen wir das Wirtschaftssystem 6kologisch und sozial nachhaltig umbauen können."
"20"," Künstliche Intelligenz kann dabei eine wichtige Rolle spielen, Herr Brandenburg."
"21"," Dazu muss die öffentliche Hand gezielt in gemeinwohlorientierte Projekte investieren, auch wenn sie keinen schnellen Gewinn versprechen, zum Beispiel in smarte Stromnetze, in KI-gesteuerte Reyelinganlagen, in Rollstühle, die barrierefreie Wege findenInvestieren müssen wir aber nicht nur in Technik, sondern vor allem in die Menschen."
"22"," Bildung und Weiterbildung sind die Grundlage, um die Beschäftigten im technologischen Wandel zu stärken."
"23"," Sie müssen in ihren Betrieben über den Einsatz von KI-Systemen mitentscheiden können."
"24"," Das A und O ist eine starke betriebliche Mitbestimmung."
"25","Das Anliegen der Enquete sollte die Klärung der Frage sein, welche Regeln wir brauchen, damit Technik dem Menschen dient."
"26"," Eine Antwort hierauf ist die EnqueteKommission bislang im Wesentlichen schuldig geblieben."
"27"," Daher mussten wir den Teilbericht „KI und Wirtschaft“ in dieser Form ablehnen."
"28"," Wir hoffen trotzdem auf gute Zusammenarbeit für die nächste Projektgruppe."
"29","Ich wünsche schöne Weihnachten."
"30"," Präsident Dr.
 Wolfgang "
