"","V1"
"1",""
"2"," Jetzt hat das Wort der Kollege Detlef Seif, CDU/CSU."
"3"," Detlef Seif:"
"4","Herr Präsident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Bei dem Wohnungsmarkt oder, besser gesagt, den Wohnungsmärkten gibt es große, ganz große, regionale Unterschiede."
"5"," Während in wachsenden Städten und Regionen eine hohe Nachfrage besteht, die Preise durch die Decke gehen und bezahlbares Wohnen Mangelware ist, haben andere Städte, auch viele ländlich gelegene Regionen, einen Bevölkerungsrückgang hinzunehmen, verbunden mit Wohnungsleerständen und stagnierenden Mieten."
"6","Die Gründe für die regional bestehende Knappheit von bezahlbarem Wohnraum sind vielschichtig."
"7"," Es gibt aber einen Trend zu Single- und Zweipersonenhaushalten."
"8"," Die Studentenzahlen bewegen sich seit Jahren auf einem hohen Niveau, und jeder Student braucht Wohnraum."
"9"," Die Niedrigzinsphase führt dazu, dass Wohnungen zunehmend Spekulationsobjekt werden und Investitionen getätigt werden, mit der Folge, dass der Markt heißläuft, dass hier eine Übernachfrage besteht, natürlich verbunden mit massiver Preiserhöhung für Wohnraum und Bautätigkeit."
"10","Wenn es nach der AfD geht, ist der Schuldige dafür schnell gefunden:"
"11"," Dies sei fast ausschließlich durch direkte Zuwanderung aus dem Ausland entstanden."
"12"," Die Sache ist für Sie noch einfacher, ja:"
"13"," Die Bundesregierung schützt die Grenzen nicht, und es gibt immer noch keine Asylzentren in Afrika."
"14"," Aha! Schuld sind also die Menschen, die zu uns kommen und einen Asylantrag stellen."
"15"," Dabei verschweigt der AfD-Antrag gleich mehrere wichtige Punkte."
"16"," Der hohe Druck entsteht nämlich zunächst durch ein hohes Maß an Binnenmigration."
"17"," Es gibt eine Binnenwanderung von ländlichen Bereichen, von der Peripherie in die Ballungszentren."
"18"," Detlef SeifWas den Wanderungsüberschuss vom Ausland nach Deutschland angeht, verschweigen Sie zudem, dass die Hälfte der Menschen aus den anderen EU-Mitgliedstaaten zu uns kommt."
"19"," Niemand in diesem Hause — na ja, bei Ihnen bin ich mir nicht so sicher — käme auf die Idee, deshalb die EU-Mitgliedschaft zu kündigen und den Binnenmarkt aufzulösen, meine Damen und Herren."
"20"," Im Jahr 2015 und 2016 bestand in der Tat eine Ausnahmesituation."
"21"," 745 000 Menschen haben einen Erstasylantrag gestellt."
"22"," Seitdem sind die Zahlen deutlich zurückgegangen."
"23"," In diesem Jahr sind es voraussichtlich 145 000."
"24"," Das ist ein gutes Ergebnis."
"25"," Deutschland hat hier eindeutig seine Hausaufgaben gemacht."
"26"," Aber jetzt ist die EU am Zuge."
"27"," Wir brauchen ein gemeinsames europäisches Asylsystem, das funktioniert."
"28"," Die Idee einer verbindlichen Vorprüfung an den EU-AuBengrenzen ist sehr gut und sollte verfolgt werden."
"29","2015/2016 herrschten teils katastrophale Zustände; das ist uns allen noch bekannt."
"30"," Wir sind teilweise über die Belastungsgrenze hinausgegangen."
"31"," Aber jetzt haben wir eine ganz andere positive Entwicklung."
"32"," Zum jetzigen Zeitpunkt zu sagen:"
"33"," „Wir brauchen hier eine Steuerung“, die in schwierigen Situationen sind und bezahlbaren Wohnraum suchen."
"34"," Schäbig, schäbig, schäbig! Ein Wort an Frau Lay:"
"35"," Frau Lay, es wurden — das haben Sie richtig dargestellt — Fehler gemacht; der soziale Wohnungsbau wurde nicht ausreichend gefördert."
"36"," Aber im Land Berlin, wo, wenn ich mich richtig erinnere, über zehn Jahre kein sozialer Wohnungsbau stattgefunden hat und wo tiber 320 000 Wohnungen privatisiert wurden, waren doch nun mal die Linken in der Regierung, meine Damen und Herren."
"37"," Der AfD-Antrag - jetzt kehre ich zu Ihnen zurück - ist jedenfalls handwerklich mehrfach fehlerhaft."
"38"," Sie verkennen, dass nach $ 47 Asylgesetz im Regelfall die Asylbewerber verpflichtet sind, bis zur Entscheidung über ihren Asylantrag in einer Aufnahmeeinrichtung zu wohnen."
"39"," In Nordrhein-Westfalen - als Beispiel — bedeutet das, dass der Aufenthalt in einer zentralen Unterbringungseinrichtung vorgeschrieben ist, bis zu 24 Monate."
"40"," Eine Verteilung von Asylbewerbern findet nach dem Gesetz überhaupt nicht statt."
"41"," Wenn das in einem Bundesland anders sein sollte, dann wenden Sie sich bitte an die jeweiligen Landesregierungen; sie haben das Bundesgesetz umzusetzen."
"42"," Die AfD will bei der Einschränkung der Verteilung aus wohnungspolitischen Gründen $ 12a des Aufenthaltsgesetzes entsprechend anwenden."
"43"," Auch hier verkennen Sie, dass sich die Vorschrift auf die Verteilung der Menschen bezieht, deren Asylanspruch bereits anerkannt ist oder die einen Duldungsanspruch haben."
"44"," Das hat nichts mit Asylbewerbern zu tun."
"45"," Das ist inhaltlich-fachlich fehlerhaft und falsch und handwerklich nicht ordnungsgemäß aufbereitet."
"46","Meine Damen und Herren, der AfD-Antrag — wie soll ich es sagen? — ist aus diesem Grund bar jeder Kenntnis und hingeschissen."
"47"," Aber mit Exkrementen, insbesondere mit Vogelschiss, kennen Sie sich ja bestens aus."
"48","Vielen Dank."
"49"," Präsident Dr.
 Wolfgang "
