"","V1"
"1",""
"2"," Danke sehr."
"3"," — Frau Kollegin Leidig, Die Linke, möchte dazu eine Frage stellen."
"4","Sabine Leidig:"
"5","Ich möchte dazu noch mal nachfragen, weil ja tatsächlich alle ernstzunehmenden Institutionen, die sich mit der Frage der Verkehrswende beschäftigen, davon ausgehen, dass die Elektromobilität dann einen Beitrag zur Reduzierung von CO,-Emissionen im Verkehr leisten kann, wenn der gesamte motorisierte Individualverkehr halbiert wird."
"6"," Alle Berechnungen gehen davon aus, dass diese Halbierung sozusagen die Voraussetzung ist."
"7"," Tatsächlich ist es so, dass der Anstieg von CO,-Emissionen im Verkehr genau daraus resultiert, dass es immer mehr Autos gibt."
"8","Sabine LeidigIch habe zwei Fragen."
"9"," Die erste lautet:"
"10"," Wie sieht Ihr Plan zur Reduzierung des motorisierten Individualverkehrs aus? Die zweite lautet:"
"11"," Wie viele Arbeitsplätze würden im Bereich des öffentlichen Nahverkehrs und im Bereich Bahnausbau entstehen, wenn diese Bereiche als Alternative zum motorisierten Individualverkehr ausgebaut werden würden? Das wäre ja eine spannende Geschichte; möglicherweise ist das ein übergreifendes Thema."
"12","Präsident Dr.
 Wolfgang "
