"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner in der Debatte ist für die Fraktion der SPD der Kollege Ernst Dieter Rossmann."
"4"," Dr."
"5"," Ernst Dieter Rossmann:"
"6","Sehr geehrter Herr Präsident! Ich lasse den Schmus am Anfang weg."
"7"," — Ich möchte auf die Behauptung eingehen, die — wie gestern auch — Herr Lindner und andere ständig wieder in die Öffentlichkeit tragen:"
"8"," dass der Gestaltungsrahmen für Bildung, Wissenschaft und Forschung mit diesem Haushalt gesunken ist."
"9"," Nein, das ist er nicht!Was ist passiert? Tatsächlich stehen unterm Strich minus 70 Millionen Euro."
"10"," Das hat aber mit einer Vorgeschichte zu tun, die 2014 begonnen hat:"
"11"," Der Bund ist aus der Finanzierung des Hochschulbaus und der Bildungsplanung ausgestiegen und musste den Ländern dafür zugestehen, Kompensationsmittel zur Verfügung zu stellen, bis zu dem ‚ Zeitpunkt, an dem der neue Bund änder-F in Kraft tritt."
"12"," Das waren Mittel in Höhe von 1 720 Millionen Euro, sie waren nicht mal auf Bildung spezifiziert; sie konnten für alles ausgegeben werden."
"13"," Und das endet jetzt."
"14"," Deshalb steht im Gesamtbetrag minus 70 Millionen Euro; aber der Gestaltungsspielraum der Ministerin ist um 650 Millionen Euro gewachsen."
"15","Darüber jammern Sie? Darüber lamentieren Sie? Sie haben nicht mal in den Haushalt reingeschaut."
"16"," Sie geben sich gar nicht die Mühe, diese Zusammenhänge aufzunehmen."
"17"," Sie zeigen damit im schlechten Sinne ein Beispiel, wie Parlamentarismus nicht sein sollte."
"18"," Die Ministerpräsidenten der Länder haben es begriffen."
"19"," Wenn man ihnen die Mittel einfach so weggenommen hätte, ohne die 9,7 Milliarden Euro, die sie über die neue Bund-Länder-Finanzverteilung dazugewonnen haben, dann hätten sie hier alle mit Protesten das Parlament gestürmt."
"20"," Das haben sie aber nicht; denn sie lesen die Haushalte und machen nicht den billigen kleinen Punkt, den Sie an dieser Stelle machen wollen."
"21","Deshalb ist es gut, dass wir dort jetzt spezifiziert diesen zusätzlichen Finanzspielraum haben, und es ist auch gut, dass die Länder in ihrer Finanzkraft gestärkt worden sind; denn wir erkennen ja an, dass die Länder, wenn es um Bildung in Deutschland geht, über 50 Prozent der Leistung erbringen."
"22"," Wenn dieser Spielraum noch wächst, dann können sie — die OECD bescheinigt Deutschland ein gutes Bildungssystem — noch mehr tun, nämlich mehr ausgeben für frühkindliche Bildung, schulische Bildung, berufliche Bildung und anderes."
"23"," Wir sind sehr dafür, dass die Länder diesen Spielraum bekommen."
"24","Ich will eine grundsätzliche Bemerkung dazu machen, weshalb es trotzdem Bund-Länder-Vereinbarungen, eine gemeinsame Anstrengung für die Bildungsleistungsfähigkeit des ganzen Landes, geben muss."
"25"," Hätten wir einen reinen Wettbewerbsföderalismus, hätten wir eben auch unterschiedliche Bildungs- und Lebensbedingungen."
"26"," Bund-Länder-Vereinbarungen verpflichten — bis hin zur Einstimmigkeit der Lander —, in bestimmter und in auf die Zukunft ausgerichteter Weise zusammenzuarbeiten."
"27"," Das macht das ganze Land stark und verhindert, dass ein einzelnes Land hinten runterfällt, während ein anderes aus eigener Kraft davoneilt."
"28"," Kurzum:"
"29"," Bund-Länder-Vereinbarungen stützen die Gleichwertigkeit der Bildungsund Lebensbedingungen in unserem Land."
"30"," Ich möchte eine zweite grundsätzliche Bemerkung machen; diese soll durchaus auch zum Nachdenken anregen."
"31"," Es geht um ein Merkmal, das wir in Bezug auf die Struktur des Haushaltes schon sehen sollten."
"32"," Wenn wir die Big Five, von der Deutschen Forschungsgemeinschaft bis hin zur Leibniz-Gemeinschaft, betrachten, sehen wir, dass diese in diesem Haushalt mit rund 7 Milliarden Euro und mit einer Steigerung von 3 Prozent Jahr für Jahr in den nächsten zehn Jahren gefördert werden."
"33"," Ich glaube, dass das richtig ist, weil sie ihre Arbeit mit besonderer Verantwortung machen."
"34"," Sie werden sich aber auch der politischen Verantwortung in den Diskussionen zu stellen haben und die Frage beantworten müssen, wie sie sich beim Bemühen um Kohäsion und Gleichwertigkeit mit Blick auf den Zugang zu Forschung und Exzellenz inDr."
"35"," Ernst Dieter Rossmannganz Deutschland einbringen."
"36"," Das muss auch im Zusammenhang mit dem betrachtet werden, was wir als politische Mission haben."
"37"," Das soll kein Schurigeln sein."
"38"," Es bedeutet nur:"
"39"," Wer diese große Förderung mit Haushaltszuwächsen von jährlich 3 Prozent über zehn Jahre zugestanden bekommt - ein Kollege hat vorhin die Summe von über 140 Milliarden Euro genannt -, steht in der Verantwortung für das Ganze."
"40"," Das erwarten wir; denn der Bund braucht auch noch die Kraft für Impulse."
"41","Der Bund hat diese Impulse, Frau Karliczek, ja gesetzt; diese werden von der Opposition hier aber gar nicht angesprochen."
"42"," Über Schulen in besonderen sozialen Lagen, über die Exzellenz bei der beruflichen Bildung und die digitale Ertüchtigung in der Bildung oder die Allianz für Meeresforschung haben wir von Ihnen kein Wort gehört."
"43"," Sie verschweigen, welche Impulse gesetzt werden, und toppen das Ganze, indem Sie von den zusätzlichen Impulsen sprechen, die Sie sich wünschen."
"44"," Auch die SPDund die CDU/CSU-Fraktion wünschen sich manches."
"45"," Man darf aber deshalb doch nicht verschweigen, welche strukturell wichtigen Maßnahmen in Bezug auf die Stärkung der Bildung, speziell der beruflichen Bildung, eingeleitet sind."
"46","Ich wiederhole das noch mal:"
"47"," 50 Prozent Steigerung bei der Aufstiegsfortbildung sind ein Zeichen für die Gleichwertigkeit und die Anerkennung von höherer, höher qualifizierender Berufsbildung und ein Zeichen dafür, dass wir Forschungspotenziale und Umsetzungspotenziale in Deutschland zusammendenken müssen, um beispielsweise die Energiewende zu schaffen, die industrielle Ertüchtigung voranzubringen oder bessere Dienstleistungen zu erreichen."
"48"," Das ist doch durch diesen Haushaltsplan und durch die Gesetzgebung mit angelegt.
 Vizepräsident Thomas "
