"","V1"
"1",""
"2"," Katrin Staffler, CDU/CSU, ist die nächste Rednerin."
"3"," Katrin Staffler:"
"4","Herr Präsident! Liebe Kolleginnen und Kollegen! Ich bin ja fast sprachlos:"
"5"," Ein Lob von Herrn Dr."
"6"," Sattelberger zu bekommen, zeigt:"
"7"," Wir sind offensichtlich auf einem guten Weg."
"8"," Gestern haben wir hier im Plenum die Änderung der Handwerksordnung beschlossen und damit den Weg freigemacht für die Wiedereinführung der Meisterpflicht."
"9"," Für das Führen eines Betriebs in den jetzt wieder zulassungspflichtigen Gewerken, also zum Beispiel Fliesen- und Parkettleger, Schilder- und Lichtreklamehersteller, Estrichleger, wird nun wieder ein Meisterbrief erforderlich sein."
"10"," Damit verpflichten wir diejenigen, die solch einen Betrieb führen wollen, dass sie sich fortbilden, dass sie eine Aufstiegsfortbildung machen."
"11","Letztens hat mir in diesem Zusammenhang ein Bürger aus meinem Wahlkreis geschrieben."
"12"," Er hat gefragt, ob wir denn bei dieser ganzen Debatte über die Stärkung der beruflichen Bildung und gerade bei den Aufstiegsfortbildungen wie dem Meister vergessen haben, dass das Ganze was kostet."
"13"," Er hat gesagt, dass die Kostenpflicht der Meisterschule immer noch junge Menschen davon abschrecken würde, diesen Weg einzuschlagen."
"14","Liebe Kolleginnen und Kollegen, er hat natürlich völlig recht."
"15"," Wenn wir darüber sprechen, dass wir die berufliche Bildung stärken wollen, wenn wir darüber sprechen, dass die berufliche Bildung gleichwertig mit der akademischen Bildung sein soll, dann müssen wir natürlich auch die Frage der Finanzierung mitdenken; Beate Walter-Rosenheimer hat es gesagt:"
"16"," Nicht nur mitdenken, sondern auch mitmachen."
"17"," Genau das tun wir."
"18"," Wir arbeiten an der Finanzierung der beruflichen Aufstiegsfortbildung."
"19"," In der akademischen Bildung unterstützen wir unsere Studenten sehr wohl schon finanziell."
"20"," Daher sehen wir uns als Union, im Sinne der Gleichwertigkeit, natürlich in der Pflicht, dass wir auch denjenigen finanziell genauso unterstützen, der durch eine berufliche Ausbildung aufsteigen will."
"21"," Genau diesen Menschen soll das Aufstiegs-BAf6G jetzt zugutekommen."
"22","Mit der Modernisierung des Berufsbildungsgesetzes in diesem Jahr haben wir schon wichtige Strukturen und Maßnahmen geschaffen, um die berufliche Bildung zu stärken."
"23"," Die Diskussionen zu den neuen Abschlussbezeichnungen haben wir sicherlich alle noch gut in Erinnerung."
"24"," Mit der Novelle des Aufstiegs-BAföG setzen wir genau da wieder an:"
"25"," Wir unterstützen den beruflichen Aufstieg jetzt auch finanziell."
"26","Die Ministerin und der Kollege Albani haben die wichtigsten Punkte der Novelle schon genannt."
"27"," Zum Abschluss möchte ich die für mich wichtigsten Themen noch mal zusammenfassen:"
"28"," Wir wollen zukünftig nicht nur eine Fortbildungsstufe fördern, sondern mehrere."
"29"," Wir wollen diejenigen unterstützen, die sich selbstständig machen oder einen Betrieb übernehmen wollen, indem wir ihnen die Kosten der Fortbildung nach drei Jahren erlassen."
"30"," Wir wollen auch die Leistungen an sich verbessern —Katrin Staffler mit höheren Zuschussanteilen, mit höheren Freibeträgen und mit höheren Darlehenserlassen."
"31"," Die aktuellen Zahlen des Bundesinstituts für Berufsbildung zeigen uns ja eines:"
"32"," Demografiebedingt sinken die Schulabgängerzahlen, und das schlägt heute schon auf den Ausbildungsmarkt durch."
"33"," Wir hatten im Ausbildungsjahr 2018/19 erstmals weniger als 600 000 junge Leute, die sich für eine Karriere in der beruflichen Bildung entschieden haben."
"34"," Auch die Zahl der abgeschlossenen Ausbildungsverträge ist erneut kret um 6 300 auf jetzt 525 100 unterschriebene Das sind 1,2 Prozent weniger als noch im letzten Jahr."
"35"," Deswegen ist es, glaube ich, heute wichtiger denn je, die Arbeit am eigenen Bildungsaufstieg, dass also jeder Einzelne daran arbeitet, auf seinem beruflichen Weg aufsteigen zu können, attraktiver zu machen und diesen Weg für mehr Menschen zu öffnen."
"36"," Es ist außerdem auffällig, dass von den jungen Menschen, die gerne eine berufliche Ausbildung machen und diesen Weg einschlagen möchten, aber keinen für sie persönlich passenden Ausbildungsplatz gefunden haben, zwei Drittel den mittleren Schulabschluss oder sogar eine Hocl 1 hatten."
"37"," Diesen Jugendlichen fehlen i in vielen Berufen einfach die klaren Aufstiegsperspektiven."
"38"," Deswegen:"
"39"," Wir brauchen abgestimmte und lebensnahe Fort- und Weiterbildungsangebote, die einen Aufstieg mit System vorwegdenken."
"40"," Damit können wir dann die Attraktivität der beruflichen Bildung für die potenziellen Fachkräfte von morgen, für die Fachkräfte der Zukunft, steigern."
"41","Die Chancen für junge Menschen sind nach 14 Jahren unionsgeführter Regierungen so gut wie nie zuvor."
"42"," Mit dem Aufstiegs-BAföG hat die Regierung jetzt das letzte wichtige Gesetzesvorhaben zur Stärkung der beruflichen Bildung vorgelegt, im Übrigen nach nicht einmal zwei Jahren Regierungszeit."
"43"," Wir halten Wort."
"44"," Wir machen Lust auf Bildung, egal ob im Ausbildungsbetrieb, im Hörsaal oder in der Meisterund Technikerschule."
"45","Deswegen kann ich mit gutem Gewissen dem Bürger aus meinem Wahlkreis, der mir geschrieben hat, antworten:"
"46"," Nein, wir haben die Meisterschüler eben nicht vergessen."
"47"," Es tut sich etwas, nicht nur in der beruflichen Bildung an sich, sondern auch beim Bildungsaufstieg."
"48"," — Das ist eine gute Botschaft für die Menschen in unserem Land."
"49","Vielen Dank."
"50","Prasident Dr.
 Wolfgang "
