"","V1"
"1",""
"2"," Für die SPD-Fraktion hat das Wort die Kollegin Sabine Poschmann."
"3"," Sabine Poschmann:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Vor einer Woche haben wir den Entwurf eines Dritten gesetzes eingebracht, heute werden wir ihn beschließen."
"5"," Für manchen geht das vielleicht etwas flott, aber ich finde, es wird Zeit."
"6"," Beim Bürokratieentlastungsgesetz geht es um keine Kleinigkeit."
"7"," Es bringt eine Entlastung in Höhe von über 1 Milliarde Euro für die Bürgerinnen und Bürger und für die Unternehmerinnen und Unternehmer in diesem Land."
"8"," Dabei geht nicht es nicht nur um Aufwandsentlastung, sondern auch um die Entlastung der Umwelt; denn wir verzichten auf die ganze Zettelwirtschaft."
"9","In der Anhörung am Montag wurde noch einmal ganz deutlich, dass alle Verbände diesem Gesetzentwurf zustimmen."
"10"," Natürlich möchte man immer noch mehr."
"11"," Nun liegt es an uns, die noch offenen Fragen und Wünsche zu bündeln."
"12"," Es muss darum gehen, zu prüfen, ob deren Umsetzung eine Wirkung auf alle hat — das ist meist nicht der Fall — und ob eine Notwendigkeit zum Schutz oder auch zur Strafverfolgung besteht."
"13","Es war nicht einfach, noch große Themen zu finden; denn zum einen haben wir die „One in, one out“-Regelung, zum anderen haben wir bereits zwei Bürokratieentlastungsgesetze verabschiedet."
"14"," Trotzdem haben wir es geschafft."
"15","Ein großer Teil der Themen, die keinen Eingang ins Gesetz gefunden haben, sind Themen aus der Finanzpolitik."
"16"," Es sind meist nicht neue Forderungen."
"17"," In diesem Bereich müssen wir uns die Frage stellen:"
"18"," Ist jetzt der richtige Zeitpunkt, Unternehmen zu entlasten?Wäre es nicht zielführender, die Unternehmen in einer tatsächlichen Rezession zu entlasten, um Investitionen anzureizen? Hier begegnet mir oft das Argument:"
"19"," Na ja, wir könnten vorbeugende Maßnahmen treffen."
"20"," — Aber das wäre so, als wenn ich mir im Hochsommer einen dicken Wintermantel anziehen würde und sagen würde:"
"21"," Wahrscheinlich wird es die nächsten Tage kalt werden."
"22"," — Es liegen gute Vorschläge auf dem Tisch, aber zur falschen Zeit."
"23","Was mich auf die Palme bringt — Sie wissen, was jetzt kommt -, sind die Vorschläge zur Aufweichung der Dokumentationspflicht beim Mindestlohn."
"24"," Ich sage es jetzt noch einmal ganz deutlich:"
"25"," Solange die Zahl von 1,8 Millionen im Raum steht — die ist jetzt nicht erdacht, sondern das hat das Deutsche Institut für Wirtschaftsforschung herausgefunden -, von 1,8 Millionen Menschen, die in diesem Land immer noch nicht den Mindestlohn bekommen, obwohl er ihnen zusteht, so lange ist an dieser Stelle mit der SPD eine Aufweichung nicht zu machen."
"26"," Ein weiterer Punkt, der mir Bauchschmerzen bereitet, ist die Anhebung der Kleinunternehmergrenze."
"27"," Wir heben sie jetzt etwas an und sagen:"
"28"," Okay, das können wir aufgrund der Steigerung der Preise vereinbaren."
"29"," — Aber wir müssen mal sehen:"
"30"," Die Unternehmer, die unterhalb dieser Grenze liegen, brauchen die Umsatzsteuer nicht abzuführen und brauchen den ganzen Zettelkram nicht zu machen."
"31"," Diejenigen, die oberhalb dieser Grenze liegen, haben meist Geschäfte, haben Azubis, haben Arbeitnehmer, führen die Gewerbesteuer und die Umsatzsteuer ab und haben den Zettelkram zu erledigen."
"32"," Ich möchte nicht, dass es hier zu einer größeren Wettbewerbsverzerrung kommt, als wir sie heute schon haben."
"33"," Ich denke, wir sollten aber auch nicht müde werden, die Bürokratieentlastung als unsere laufende Aufgabe zu sehen und bei neuen Gesetzen noch etwas strenger an die Sache heranzugehen."
"34"," Es ist nötig, Abläufe zu verschlanken, ob bei Baugenehmigungen, Gründungen oder auch Exporten."
"35"," Hier müssen wir wettbewerbsfähig bleiben, auch international."
"36"," Es gilt also, für die Zukunft einen überschaubaren Rahmen zu schaffen, aber gleichzeitig Arbeitnehmerrechte und Umweltstandards hochzuhalten."
"37","Herzlichen Dank."
"38"," Vizepräsident Dr.
 Hans-Peter "
