"","V1"
"1",""
"2"," Jetzt erteile ich das Wort dem Kollegen Dr."
"3"," Wolfgang Strengmann-Kuhn, Bündnis 90/Die Grünen."
"4"," Dr."
"5"," Wolfgang Strengmann-Kuhn:"
"6","Herr Präsident! Liebe Kolleginnen und Kollegen! Der Kollege Kemmerich hat eben gesagt:"
"7"," Bei der Steuerbelastung wäre Deutschland im internationalen Vergleich an der Spitze."
"8"," — Das Gegenteil ist der Fall."
"9"," Wenn man sich OECD-Vergleiche anguckt, stellt man fest:"
"10"," Wir sind, was die Steuerquote in Deutschland angeht, ganz weit unten."
"11"," Die Steuerbelastung ist in Deutschland relativ gering."
"12"," Das sind die Fakten."
"13"," Gucken Sie sich die OECD-Statistiken an."
"14"," — Hören Sie doch mal zu."
"15","In Deutschland ist das Problem, dass, wenn man Steuern und Sozialversicherungsabgaben zusammenzählt, wir, was die Belastung der unteren und mittleren Einkommen angeht, an der Spitze sind."
"16"," Das heißt, untereDr."
"17"," Wolfgang Strengmann-Kuhn und mittlere Einkommen zu entlasten, ist das richtige Ziel."
"18"," Aber die Steuer ist da der falsche Hebel, zumindest so, wie Sie das machen."
"19","Es ist ja interessant:"
"20"," Es gibt verschiedene Anträge der FDP zur Einkommensteuer."
"21"," Vor ein paar Wochen haben wir über Familienleistungen diskutiert, gerade eben über den Solidaritätszuschlag; jetzt diskutieren wir über den Mittelstandsbauch."
"22"," Alle Vorschläge der FDP haben an einem Punkt eine Gemeinsamkeit:"
"23"," Die Leute, die so viel verdienen wie Bundestagsabgeordnete oder noch mehr, zahlen weniger Steuern."
"24"," Liebe Kolleginnen und Kollegen, es kann doch nicht sein, dass die Reichen immer weniger Steuern zahlen."
"25"," Das ist das Ziel der FDP, und das ist nicht der Weg, den wir Grüne wählen."
"26"," Rechnen Sie doch mal Ihre Anträge durch."
"27"," Wir als Abgeordnete zahlen bei all Ihren Anträgen weniger Steuern."
"28"," Aber so wie Sie das machen, ist das der falsche Weg."
"29","Jetzt habe ich mir überlegt, wie ich das am besten veranschauliche."
"30"," In finanzpolitischen Debatten gibt es da ein bewährtes Mittel."
"31"," Ich habe mir den Zollstock von Lothar Binding ausgeliehen, um zu veranschaulichen, was die FDP macht und was man eigentlich machen sollte."
"32"," Der Zollstock hat jetzt leider die falsche Farbe."
"33"," Ich muss mal gucken, ob man den nicht vielleicht auch in Grün kriegt."
"34"," Das ist das Steuersystem in Deutschland."
"35"," Oben ist das Bruttoeinkommen, und unten ist das, was netto übrig bleibt."
"36"," Das, was die FDP immer macht, ist, dass sie versucht, das zusammenzuschieben — Slogan:"
"37"," Mehr Netto vom Brutto."
"38"," Der Effekt ist:"
"39"," Die Reichen zahlen weniger Steuern, haben mehr Geld, werden reicher; unten gibt es aber kaum einen Effekt."
"40"," Der Kollege Fabio De Masi hat das vorhin anhand von ein paar Zahlenbeispielen benannt."
"41","Ein weiterer Effekt:"
"42"," Die Reichen werden reicher; der Staat wird aber ärmer, weil die Steuereinnahmen sinken."
"43"," Das ist immer der Effekt von Ihren Maßnahmen."
"44"," Was man eigentlich machen müsste, wenn man unten entlasten will, ist Folgendes:"
"45"," Man müsste das Steuersystem so verändern."
"46"," Man müsste bei denen hier unten wirklich was drauflegen."
"47"," Nicht mehr Netto vom Brutto, sondern mehr Netto als Brutto."
"48"," Das wäre das Ziel, das man anstreben müsste."
"49"," Hier oben hat man dann Spielraum, was die Einnahmen des Staats angeht, um das hier unten zu finanzieren."
"50"," Das wäre der richtige Weg; so macht man eine zielgenaue Entlastung im unteren und mittleren Einkommensbereich und nicht so, wie Sie das immer vorschlagen."
"51"," Rein technisch gibt es das im internationalen Bereich; das nennt sich Tax Credit."
"52"," Das gibt es in vielen Ländern, zum Beispiel in Großbritannien oder den USA."
"53"," Dort kriegen Leute durch das Finanzamt tatsächlich einen Zuschuss zum Einkommen."
"54"," Dadurch werden Menschen entlastet."
"55","Es gibt hier in Deutschland einen Vorschlag vom Deutschen Gewerkschaftsbund."
"56"," Der schlägt eine Negativsteuer vor, um Menschen von Sozialversicherungsabgaben zu entlasten."
"57"," Die sind nämlich im unteren und mittleren Einkommensbereich das Problem."
"58"," Der Vorschlag einer negativen Einkommensteuer, so wie ihn der DGB macht, geht in die richtige Richtung."
"59","Noch besser wäre es, wenn so ein Tax Credit dafür sorgen würde, dass die Menschen, wenn sie dann erwerbstätig sind, auch aus dem Hartz-IV-Leistungsbezug herauskommen."
"60"," Das ist ein weiterer Punkt, den Sie gar nicht berücksichtigen."
"61"," In dem Bereich in dem Sie entlasten wollen, gibt es viele Erwerbstätige, die aufstockend Hartz-IV-Leistungen beziehen; für die ändert sich dann,Dr."
"62"," Wolfgang Strengmann-Kuhnauch wenn man bei der Steuer was macht, überhaupt nichts."
"63"," Deswegen muss man das zusammendenken; das habe ich in meiner Rede zur ersten Lesung deutlich gemacht."
"64"," Wenn man da nicht rangeht und nicht guckt, dass man die Erwerbstätigen dort rausholt und dann steuerlicherseits entlastet, dann verpufft Ihr Vorschlag völlig und ist somit untauglich."
"65","Wenn ich Ihren Vorschlag zusammenfasse:"
"66"," Die Reichen zahlen weniger Steuern, werden reicher."
"67"," Die Ärmeren merken die Entlastung, die Sie vorschlagen, kaum oder, wenn sie aufstockend Hartz-IV-Leistungen beziehen, gar nicht."
"68"," Insofern ist der Vorschlag untauglich."
"69"," Deswegen werden wir ihn ablehnen."
"70"," Wenn Sie wissen wollen, wie man das richtig macht mit der Entlastung der unteren und mittleren Einkommen, dann würde ich Ihnen vorschlagen:"
"71"," Bleiben Sie noch ein bisschen im Plenum."
"72"," Zum übernächsten Tagesordnungspunkt gibt es einen Antrag von uns Grünen zur Kindergrundsicherung."
"73"," Mit der entlasten wir nämlich Familien tatsächlich zielgenau, also untere und mittlere Einkommen."
"74"," Das ist der richtige Weg — und nicht der Murks, den Sie da vorschlagen."
"75"," Präsident Dr.
 Wolfgang "
