"","V1"
"1",""
"2"," Eine löbliche Entscheidung, Herr Kollege."
"3"," Vielen Dank."
"4"," — Dr."
"5"," Christoph Hoffmann spricht für die FDP."
"6"," Dr."
"7"," Christoph Hoffmann:"
"8","Sehr geehrter Herr Präsident! Meine lieben Kolleginnen und Kollegen! Sehr geehrte Zuschauer auf den Rängen! Wie so oft debattieren wir heute wieder einen populistischen Aufschlag der Truppe der AfD, dessen Überschrift den Bürgerinnen und Bürgern vorgaukelt, die Türkei würde tatsächlich Millionen und Abermillionen Entwicklungsgelder von uns kassieren."
"9"," Sie verkaufen die Bürger für blöd."
"10"," Bei uns im Südbadischen sagt man:"
"11"," D’Lütt verseggle."
"12"," Das ist der Fehler Nummer eins in Ihrem Antrag."
"13"," Es stimmt so einfach nicht:"
"14"," Die Türkei ist kein offizielles Kooperationsland deutscher Entwicklungszusammenarbeit."
"15","Jetzt kommen wir zum Fehler Nummer zwei:"
"16"," Die EU hat 6 Milliarden Euro Unterstützung im Rahmen des Flüchtlingspakts zugesagt, und dafür wurden bisher so 2,3 Milliarden Euro ausgezahlt."
"17"," Sie fordern tatsächlich ein Ende der deutschen Zahlungen zu diesem Flüchtlingspakt mit der Türkei."
"18"," Und es ist doch völlig irre:"
"19"," Sie wollen also, dass sich die Flüchtlingswelle wiederholt und damit Ihr Geschäftsmodell, das der Angst, funktioniert."
"20"," Das ist unverantwortlich, hier die Streichung der Gelder einzufordern und damit neue Flüchtlingswellen zu fordern."
"21"," So redet niemand, der für unser Land steht."
"22"," Vizepräsident Dr.
 Hans-Peter "
