"","V1"
"1",""
"2"," Vielen Dank, Bernd Rützel."
"3"," — Letzter Redner in der Debatte:"
"4"," Stephan Stracke für die CDU/CSU-Fraktion."
"5"," Stephan Stracke:"
"6","Frau Präsidentin! Meine sehr verehrten Damen und Herren! Die Paketbranche ist eine Wachstumsbranche."
"7"," Jährlich entstehen viele Tausend neue Arbeitsplätze."
"8"," Wenn man sich aber die Erkenntnisse der Kontrollbehörden ansieht, dann stellt man fest, dass in dieser Paketbranche ein Wettbewerb um die billigsten Hände, um niedrigste Löhne herrscht."
"9"," Das wollen wir ändern."
"10","Wir stehen für einen fairen Wettbewerb und für eine faire Arbeit, für eine Arbeit mit guten Arbeitsbedingungen."
"11"," Deswegen gehen wir entschieden gegen illegale Beschäftigung und Mindestlohnverstöße vor, auch in der Paketbranche."
"12","Wir wollen in dieser Paketbranche mehr Ordnung des Wettbewerbs."
"13"," Der Arbeitgeber, der ordentliche Löhne zu guten Bedingungen zahlt, darf am Ende nicht der Dumme sein."
"14"," Wir setzen deshalb auf eine höhere Kontrolldichte durch den Zoll."
"15"," Das setzt natürlich mehr Personal voraus."
"16"," Dafür sorgen wir auch, indem wir das Personal der Finanzkontrolle Schwarzarbeit mittelfristig auf 13 500 Stellen verdoppeln."
"17","Parallel dazu haben wir uns nach dem Vorbild der Baubranche und der Fleischwirtschaft auf eine Haftungsregelung für den Hauptunternehmer in der Paketbranche verständigt."
"18"," Wir haben uns in der Koalition auf zwei substanzielle Nachbesserungen geeinigt, die uns als Union wichtig waren."
"19","Zum einen haben wir den gewerblichen Güterverkehr von der Haftungsregelung weitgehend ausgenommen."
"20"," Das bedeutet, Speditionsunternehmen, die Pakete mit einem Gewicht von mehr als 32 Kilogramm befördern oder mit Fahrzeugen über 3,5 Tonnen unterwegs sind, werden von dieser Haftungsregelung nicht mehr erfasst."
"21"," Das istStephan Strackesachgerecht; denn im gewerblichen Güterverkehr herrscht bereits Erlaubnispflichtigkeit."
"22"," Das ist vollkommen ausreichend, sodass kein Handlungsbedarf besteht."
"23","Zum anderen führen wir eine bürokratische Erleichterung bei den Aufzeichnungspflichten ein."
"24"," Wenn der Nachunternehmer nachweist, dass er seine Sozialversicherungsbeiträge zuverlässig zahlt, dann kommt eine Haftung des Hauptunternehmers in der Regel nicht in Betracht."
"25"," Das bedeutet, dass der Zusteller nicht Buch darüber zu führen braucht, für wen er welche Pakete zustellt."
"26"," Bei durchschnittlich 200 Paketen im Zustellfahrzeug und mehreren Auftraggebern wäre eine solche Aufzeichnungspflicht tatsächlich ein bürokratischer Irrsinn."
"27","Mit der Herausnahme der Speditionsbranche für den sogenannten Hauptlauf und der Aussetzung der erweiterten Aufzeichnungspflichten haben wir im parlamentarischen Verfahren diesen Regierungsentwurf sicherlich besser gemacht."
"28"," Zweifel bleiben."
"29"," Das gilt zum einen dafür, ob uns die Abgrenzung zwischen Spedition und Paketzustellern an jeder Stelle gelungen ist."
"30"," Zum anderen — darauf wurde bereits hingewiesen — greift die Nachunternehmerhaftung nicht, wenn die Beauftragung aus dem Ausland erfolgt."
"31"," Das Bundesverkehrsministerium hat eine Auslandsklausel vorgeschlagen."
"32"," Dies ist jedoch mit Blick auf die Dienstleistungsfreiheit und die Niederlassungsfreiheit auf Bedenken des Justizministeriums gestoBen."
"33"," Ob die Verwaltungszusammenarbeit zwischen den Mitgliedstaaten die einzige Lösung sein kann, müssen wir uns einmal genau ansehen."
"34"," Notfalls besteht hier ein entsprechender Nachbesserungsbedarf."
"35","Die Durchsetzung der Nachunternehmerhaftung für den gesamten Sozialversicherungsbeitrag wird ja durch die Einzugsstellen vorgenommen."
"36"," Das Ergebnis der letzten Jahre war hier sehr ernüchternd."
"37"," So wurden in den Jahren 2008 bis 2012 insgesamt nur zwölf Fälle mit einem Volumen von 124 000 Euro geltend gemacht."
"38"," Das hat Gründe, vor allem struktureller Natur."
"39"," Daher müssen wir uns diesen Bereich ganz genau anschauen."
"40"," Wir müssen sehen, wie dieses Gesetz in der Praxis wirkt."
"41"," Deswegen haben wir im Gesetz eine Evaluation verankert."
"42","Die Sachverständigenanhörung hat deutlich gemacht, dass allein durch dieses Gesetz die Arbeitsbedingungen in der Paketbranche nicht gut werden."
"43"," Dieses Gesetz ist jedoch sicherlich ein Baustein dafür, dass Subunternehmer anders ausgesucht werden, dass die Branche wieder Verantwortung für ordentliche Löhne und bessere Arbeitsbedingungen zeigt.
 Vizepräsidentin Claudia "
