"","V1"
"1",""
"2"," Albert Rupprecht, CDU/CSU, ist der nächste Redner."
"3"," Albert Rupprecht:"
"4","Herr Präsident! Liebe Kolleginnen! Liebe Kollegen! Die deutsche Wirtschaft ist seit Jahren ausgesprochen stark; sie brummt."
"5"," Der Arbeitsmarkt hat ein historisch herausragendes positives Niveau."
"6"," Wir haben das erreicht, was Kanzlerin Merkel immer wieder gesagt hat:"
"7"," WirAlbert Rupprechtwollen aus den Krisen der vergangenen Jahre gestarkt hervorgehen."
"8"," — Das ist Realität."
"9"," Trotzdem gibt es Stoff zum Nachdenken."
"10","Ich glaube, wir brauchen nicht drum herumzureden — das war gestern Abend Thema der Debatte und ist es auch heute —:"
"11"," Bei einer Schlüsselfrage, beim Thema Transfer, haben wir in der Tat Nachholbedarf."
"12"," Wenn wir uns die größten, die wertvollsten Unternehmen im Bereich der Zukunftstechnologien auf dieser Welt anschauen, stellen wir fest, dass die vorderen fünf Unternehmen relativ junge US-Unternehmen sind."
"13"," Sie dominieren die Weltmärkte in diesem Bereich."
"14"," Deutschland liegt hier mit SAP auf Platz 62."
"15"," Wenn wir uns die KMU in Deutschland anschauen, die an Prozessinnovation und Produktinnovation beteiligt sind, stellen wir leider Gottes fest, dass ihr Anteil von 43 Prozent im Jahr 2006 auf 22 Prozent im Jahr 2015 gefallen ist."
"16"," Das ist in der Tat Stoff zum Nachdenken."
"17"," Das kann uns nicht zufriedenstellen."
"18","Wir haben im Bundeshaushalt, Frau Ministerin, im Bereich der Forschung und Wissenschaft in den letzten Jahren Gas gegeben sondergleichen und den Haushalt mehr als verdoppelt."
"19"," Wir haben ein Rekordniveau bei den Forschern und Wissenschaftlern in diesem Land; 400 000 Frauen und Männer arbeiten im Bereich der Wissenschaft und Forschung, haben etwas anzubieten."
"20"," Auf der anderen Seite aber müssen wir feststellen, dass die Innovationskraft in der Wirtschaft zurückgeht."
"21"," Diese Innovationslücke, liebe Kolleginnen und Kollegen, müssen wir in der Tat sehr ernst nehmen."
"22"," Wenn wir Wohlstand und soziale Sicherheit auch in einer alter werdenden Gesellschaft aufrechterhalten wollen, dann geht das eben nur, indem wir die Produktivitat steigern, und Produktivitätssteigerung schaffen wir nur, indem wir auf Innovationen setzen."
"23"," Deswegen ist die Verbesserung des Transfers eine der zentralen Schlüsselaufgaben dieser Legislatur."
"24"," Wir waren in den Koalitionsverhandlungen der Ansicht, dass das Ministerium für Forschung und Bildung eine dritte Säule bekommen sollte; diese dritte Säule sollte den Transfer beinhalten."
"25"," Die Lebensabschnittspartner von der SPD waren davon nicht begeistert."
"26"," Deswegen ist daraus nichts geworden."
"27"," Das ändert aber nichts daran, dass das in der Sache absolut notwendig und begründet ist."
"28"," Liebe Kolleginnen, liebe Kollegen, wir haben uns nichtsdestotrotz im Koalitionsvertrag an vielen Stellen zum Transfer positioniert, mit vielen kleinen Passagen und Projekten, aber auch mit historisch großen Paketen."
"29"," Ich nenne ein paar wenige:"
"30","Zentral ist sicherlich die Hightech-Strategie."
"31"," Die ist nicht ohne."
"32"," Allein im Jahr 2018 haben wir im Bundeshaushalt 15 Milliarden Euro für Forschung und Transfer ausgegeben."
"33"," In der Weiterentwicklung dieser Hightech-Strategie ist der Aspekt des Transfers neu herausgearbeitet worden und hat eine neue Bedeutung und Qualität bekommen."
"34","Zweites Thema:"
"35"," die Agentur zur Förderung von Sprunginnovationen, ein vollkommen neuer Ansatz, um hochinnovative Ideen umzusetzen und zur Anwendung zu bringen."
"36"," Das ist etwas, was unserer Haushaltsgesetzgebung eigentlich widerspricht."
"37"," Da werden wir Risiken eingehen und eingehen müssen."
"38"," Ich bitte dieses Parlament, nicht nur zu kritisieren, wenn da mal was schiefläuft, sondern sich zu beteiligen und das mitzutragen."
"39"," Wenn man Risiken eingeht, kann es hin und wieder eben vorkommen, dass was danebengeht."
"40"," — Doch, es tut sich sehr wohl etwas."
"41","Dritter Punkt:"
"42"," die KI-Strategie der Bundesregierung."
"43"," Ich finde, dass diese Strategie herausragend ist."
"44"," Wenn wir wissen, dass wir in Deutschland Exzellenzen in der Wissenschaft haben, dass das größte Forschungsinstitut auf dieser Welt seit 30 Jahren im Saarland ansässig ist, würden wir uns natürlich wünschen, dass wir in Deutschland auch in der Anwendung weiter wären."
"45"," Aber es ist, wie es ist."
"46"," Wir haben Assets, in der Wissenschaft und bei vielen Unternehmen."
"47"," Was die Bundesregierung jetzt macht, nämlich dies mit anspruchsvollen Maßnahmen zu einer Strategie über alle Bereiche hinweg zu verknüpfen, ist ein historisches Projekt mit außerordentlicher Kraft."
"48"," Davon erwarten wir uns wirklich sehr viel."
"49"," Viertens:"
"50"," die steuerliche Forschungsförderung."
"51"," Dieses Instrument, um insbesondere die Innovationskraft im Mittelstand zu stärken, kostet haushalterisch viel."
"52"," Das weiß ich — wir haben das über Jahre rauf- und runterdiskutiert -—; ich halte es aber für richtig."
"53"," Wichtig ist jedoch, dass auch die Auftragsforschung Bestandteil dieser Förderung ist."
"54"," Es kann nicht sein, dass Aufträge, die an das Fraunhofer-Institut, an Hochschulen vergeben werden, nicht bezuschusst werden."
"55"," Das würde nämlich die Versäulung stärken und wäre genau das Gegenteil von dem, was wir brauchen."
"56"," Wir brauchen Vernetzung, Zusammenarbeit, die Entstehung von Clustern statt eine Verhärtung der Versäulung."
"57"," Fünfter Punkt:"
"58"," die Verlängerung des Paktes für Forschung und Innovation."
"59"," Das ist etwas, was in der Of Albert Rupprechtfentlichkeit nicht so wahrgenommen wird, aber eine außerordentliche Bedeutung hat."
"60"," Nur noch mal die Zahlen:"
"61"," Von 2016 bis 2020 geben wir 45 Milliarden Euro an die außeruniversitären Forschungseinrichtungen."
"62"," Das ist eine Menge Holz."
"63"," Im Augenblick verhandeln wir die nächste Paktperiode, bei der es für uns ganz klar darum geht — das steht auch im Koalitionsvertrag —, dass es kein Weiter-so geben darf."
"64"," Wir erwarten von den außeruniversitären Forschungseinrichtungen, dass sie sich im Bereich des Transfers zu anspruchsvollen Zielen committen, die überprüfbar sind."
"65"," Wir sagen nicht:"
"66"," Wir geben das planwirtschaftlich vor."
"67"," — Wir bitten die außeruniversitären Forschungseinrichtungen, dass sie auf Basis ihrer Kultur und ihrer Kompetenzen Vorschläge machen."
"68"," Aber Fakt ist:"
"69"," Wir erwarten das und werden nur Verträge unterschreiben, wenn der Transferbereich anspruchsvoll, präzise und greifbar formuliert ist, liebe Kolleginnen und Kollegen."
"70"," Noch ein paar Anmerkungen, weil immer wieder spekuliert wird, was die Unionsfraktion und die Ministerin dazu meinen:"
"71"," Natürlich ist die Zahl der Ausgründungen nur ein Indikator."
"72"," Wenn es heißt, dass sich Transfer auf die Zahl der Ausgründungen reduzieren lässt, und uns das unterstellt wird, ist das natürlich Blödsinn."
"73"," Transfer ist viel vielschichtiger und weitläufiger."
"74"," Natürlich ist es so, dass ein Wissenschaftstransfer in den Geisteswissenschaften vollkommen anders ablaufen muss als in der Medizinforschung."
"75","Auch Aussagen, Frau Ministerin, wonach die Union die Grundlagenforschung zurückführen und die Wissenschaftsfreiheit begrenzen wolle, sind vollkommener Unsinn."
"76"," Ganz im Gegenteil:"
"77"," Grundlagenforschung ist genau das, was wir brauchen, und zwar mehr denn je, um groBe Sprünge zu machen und Innovationen zu erreichen."
"78"," Wenn das Max-Planck-Institut forscht, hat das immer wieder herausragende Ergebnisse für Innovationssprünge zur Folge."
"79"," Deswegen brauchen wir nicht weniger Grundlagenforschung."
"80"," Vielmehr müssen wir die Grundlagenforschung stärken."
"81"," Der nächste Punkt:"
"82"," Wissenschaftsfreiheit."
"83"," Wir waren es, die 2012 das Wissenschaftsfreiheitsgesetz gegen harten Widerstand erkämpft haben; denn wir sind der festen Überzeugung:"
"84"," Wissenschaft wird nicht durch Budgetsteuerung kontrolliert, sondern anhand von Ergebnissen."
"85"," In dem, was sie machen, sind sie frei."
"86"," Sie müssen nur Qualität liefern und das, was sie an Erkenntnissen gewonnen haben, der Gesellschaft zur Verfügung stellen."
"87"," Das ist der Auftrag."
"88"," Deswegen steuern wir nicht mehr das Budget, sondern die Ergebnisse."
"89"," Das ist unser Ansatz."
"90"," Anders als die Grünen, die ideologisch begründen, was gut und schlecht ist, sagen wir:"
"91"," Die Wissenschaft ist frei; aber es müssen Qualität und Ergebnisse dabei herauskommen."
"92"," Danke schön."
"93","Präsident Dr.
 Wolfgang "
