"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Simon."
"3"," — Nächster Redner in der Debatte:"
"4"," Andreas Mrosek für die AfD-Fraktion."
"5"," Andreas Mrosek:"
"6","Sehr geehrte Frau Präsidentin! Hohes Haus! Die Verschmutzung der Meere mit Plastik ist eine globale Katastrophe."
"7"," Es wäre schön, wenn Politiker weltweit dieses Problem anpacken würden."
"8"," Die AfD unterstützt alle Initiativen zum Schutz der Umwelt, wenn diese auch wirklich sinnvoll sind."
"9"," Der Plastikmüll im Meer ist aber kein neues Problem."
"10"," Als Seemann habe ich schon in den 80er-Jahren feststellen müssen, dass die Weltmeere wie eine gebührenfreie Müllkippe behandelt werden."
"11"," Ich war erschüttert, als ich mit eigenen Augen sehen musste, wie verschmutzt die Flüsse und Seegebiete in anderen Regionen der Welt sind."
"12"," Das liegt bereits einige Zeit zurück; aber in vielen Regionen ist es noch schlimmer geworden."
"13"," Seit 40 Jahren berichten die Medien über die Verschmutzung der Ozeane."
"14"," Im Jahr 1988 haben deutsche Meeresbiologen auf den Plastikmüll in der Nordsee aufmerksam gemacht."
"15"," Der große Pazifik-Müllfleck ist ein gigantischer Strudel aus treibendem Plastik; er wurde bereits 1997 entdeckt."
"16"," Die Meere leiden — das können Sie mir glauben — an unterlassener Hilfeleistung, und zwar weltweit."
"17"," Was haben Sie hier im Haus in den letzten 20 Jahren gegen diese Verschmutzung der Meere unternommen?Der Antrag der Grünen bezieht sich auf Deutschland und die EU."
"18"," Die Europäer sind aber nur für circa 2 Prozent des Plastikmülls in den Weltmeeren verantwortlich."
"19"," Circa 80 Prozent des weltweiten Plastikmülls werden aus zehn Flüssen in die Weltmeere geschwemmt; acht dieser Flüsse sind in Asien, vier davon in China."
"20"," In vielen Ländern Asiens sind für große Teile der Bevölkerung nur Produkte aus Plastik bezahlbar."
"21"," Man kennt das aus Thailand:"
"22"," Schuhe aus Plastik, Möbel aus Plastik, Jacken, Geschirr aus Plastik — alles aus Plastik."
"23"," Gleichzeitig gibt es dort keine geregelte Müllentsorgung, wie wir sie in Europa kennen."
"24"," Der Müll landet dann in den Flüssen oder auf dem Festland."
"25"," Und genau diese Zustände können wir von Berlin aus nicht ändern."
"26"," Ein positives Beispiel für internationale Zusammenarbeit ist die Handelsschifffahrt."
"27"," Alle Schiffe führen mittlerweile Tagebuch über Müllabgaben entsprechend den Vorschriften der International Maritime Organization, kurz IMO."
"28"," Jedes Einleiten von Müll mit umweltschädlichen Stoffen ist verboten und wird strengstens bestraft."
"29"," Mehr kann man in der Seeschifffahrt momentan auch nicht tun."
"30"," Ein noch ungelöstes Problem sind jedoch Zehntausende von Fischerbooten in allen Küstenländern der Erde."
"31"," Ein nicht unbeträchtlicher Teil des Plastikmülls stammt aus der Fischerei."
"32","Meine Damen und Herren, eine Welt ohne Kunststoffe ist nicht vorstellbar."
"33"," Es gibt aber Lösungsansätze."
"34"," Wir brauchen neue Kunststoffe, die sich im Wasser oder durch UV-Strahlung zersetzen."
"35"," Solche Kunststoffe gibt es bereits, aber sie sind im Vergleich mit Erdölprodukten noch zu teuer."
"36"," Wir brauchen hierzu eine gezielte Forschung, damit die langlebigen Kunststoffe aus Erdöl schnellstens ersetzt werden können."
"37","Ich danke für Ihre Aufmerksamkeit.
Vizepräsidentin Claudia "
