"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Die letzte Frage stellt die Kollegin Bayram von Bündnis 90/Die Grünen."
"4","Canan Bayram:"
"5","Vielen Dank, Herr Präsident."
"6"," — Herr Staatssekretär, eine Pflegekraft, die sich zum Beispiel in Berlin um einen pflegebedürftigen Menschen kümmert, kann theoretisch nach vier verschiedenen Vergütungsvereinbarungen bezahlt werden, in Baden-Württemberg nach zwei."
"7"," Für ein und dieselbe Leistung der Pflegekraft gibt es bundesweit bis zu 23 verschiedene Vergütungen."
"8"," Da fragt man sich natürlich:"
"9"," Woher kommt diese unterschiedliche Vergütung? Warum braucht man eigentlich 28 verschiedene Vergütungsvereinbarungen in 16 Bundesländern? Dr."
"10"," Thomas Gebhart, Parl."
"11"," Staatssekretär beim Bundesminister für Gesundheit:"
"12","Es ist ein Ausfluss der jetzigen Regelungen sowie der jeweiligen Verhandlungen und ihrer Ergebnisse."
"13"," Aber es ist sehr unrealistisch, dass für ein und dieselbe Pflegekraft 28 unterschiedliche Regelungen gelten, weil eine Pflegekraft nicht in zig verschiedene Bundesländer umzieht oder ihren Arbeitsplatz mehrfach wechselt."
"14"," Auch hier muss man die Verhältnismäßigkeit sehen.
Vizepräsident Thomas "
