"","V1"
"1",""
"2"," Na ja, so richtig übersehbar ist der Bahnhof in Wolfsburg direkt neben dem VW-Werk eigentlich nicht."
"3"," Aber ich darf ja die Fragen nicht beantworten, das ist Sache der Bundesregierung."
"4"," — Weitere Nachfragen liegen nicht vor."
"5","Ich rufe die Frage 13 des Kollegen Dr."
"6"," Christian Jung auf:"
"7","Wie viele der geplanten en von circa 22 000 Mitarbeitern bei der Deutschen Bahn AG sind nach Kenntnis der Bundesregierung ftir den Bereich Güterverkehr eingeplant?Enak Ferlemann, Parl."
"8"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"9","Danke, Herr Präsident."
"10"," — Sehr geehrter Herr Kollege Dr."
"11"," Jung, die Frage beantworte ich wie folgt:"
"12"," Aktuell sind für dieses Jahr mehr als 2 000 Neueinstellungen für die DB Cargo geplant.
Vizepräsident Thomas "
