"","V1"
"1",""
"2"," Weitere Zusatzfrage?Torsten Herbst:"
"3","Welche weiteren Möglichkeiten zur Beschleunigung der Elektrifizierung sehen Sie insbesondere mit Blick auf Planung und Genehmigung, vielleicht auch Baubeschleunigung?Enak Ferlemann, Parl."
"4"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"5","Wir haben das Verkel gepl gsbeschl gungsgesetz vorgelegt, das Sie dankenswerterweise vor kurzem verabschiedet haben."
"6"," In diesem Gesetz haben wir erhebliche Erleichterungen bei den Planungszeiträumen gerade im Schienensektor vorgesehen."
"7"," Gleichwohl bleibt es eine ständige Aufgabe, zu einer verbesserten Planung zu kommen."
"8","Ich hoffe, dass wir Ihnen noch in diesem Jahr einen Gesetzentwurf vorlegen können, um Planung per Gesetz zu machen, also nicht mit Planfeststellungsverfahren, wie wir das gemeinhin kennen."
"9"," Dann sind Sie als Deutscher Bundestag derjenige, der im Wesentlichen die Entscheidung fällen muss."
"10"," Wir wollen die entsprechenden Maßnahmen auf einigen Modellstrecken ausprobieren."
"11"," Wenn das gut läuft, könnte man sie auf wichtige Strecken ausweiten."
"12","Wie gesagt, wir müssen alles versuchen, um die Strecken schnell auszubauen."
"13"," Das bedeutet auch einen Planungsaufwuchs zum Beispiel beim Eisenbahn-Bundesamt, bei den Planungsbüros und allem, was damit zusammenhängt."
"14"," Es ist also ein buntes Paket.
Vizepräsident Thomas "
