"","V1"
"1",""
"2","Vielen Dank."
"3"," — Die Fragen 28 und 29 des Abgeordneten Stefan Gelbhaar werden schriftlich beantwortet."
"4","Wir kommen zu Frage 30 der grünen Abgeordneten Lisa Badum:"
"5","Wie möchte die Bundesregierung bewerkstelligen, dass der von der Bundesumweltministerin öffentlich für Februar 2019 angekündigte Kabinettsbeschluss zum _Klimaschutzgesetz eingehalten wird, obwohl gleichzeitig in der Antwort der Bundesregierung auf die Kleine Anfrage der Fraktion Bündnis 90/Die Grünen auf Bundestagsdrucksache 19/7016 vom 15."
"6"," Januar 2019 wortwörtlich steht:"
"7"," „Die Abstimmung innerhalb der Bundesregierung hat noch nicht begonnen“?Herr Staatssekretär."
"8","Florian Pronold, Parl."
"9"," Staatssekretär bei der Bundesministerin für Umwelt, Naturschutz und nukleare Sichereit:"
"10","Mit der Einleitung der Ressortabstimmung durch das Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit für ein Gesetz, das die Einhaltung der Klimaschutzziele 2030 gewährleistet, ist sehr zeitnah zu rechnen.
Vizeprasident Thomas "
