"","V1"
"1",""
"2"," Eine Zusatzfrage, Herr Krischer?Oliver Krischer:"
"3","Herzlichen Dank, Herr Staatssekretär, für die Antwort, auch wenn es nicht ganz die Antwort auf meine Frage war."
"4"," — Minister Scheuer hat sich umfänglich dazu geäuBert, nachdem Maßnahmen, die offensichtlich in dieser Arbeitsgruppe diskutiert werden, öffentlich geworden sind."
"5"," Wie genau begründet sich die Absage der Sitzung dieser Arbeitsgruppe? Ist sie mit dem Vorsitzenden der Arbeitsgruppe abgestimmt?Enak Ferlemann, Parl."
"6"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"7","Sehr geehrter Herr Kollege, sie ist mit dem Vorsitzenden abgestimmt."
"8"," Die Absage begründet sich darin, dass es zu unserem großen Bedauern zu einer Veröffentlichung von Zwischenergebnissen und Beratungsergebnissen gekommen ist, die noch kein endgültiges Ergebnis der Arbeitsgruppe beinhalten."
"9"," Gerade diese Arbeitsgruppe koordiniert auch die anderen fünf Arbeitsgruppen; denn letztlich muss ein Vorschlag zur Entwicklung des Klimaschutzgesetzes gemacht werden."
"10"," Der Anteil von 42 Prozent, den der Verkehr bei der Reduktion der CO,-Emissionen bringen soll, ist für uns eine gewaltige Aufgabe."
"11"," Deswegen ist es sehr schädlich gewesen, dass vorab Zwischenergebnisse und Ideen in die Öffentlichkeit getragen wurden, die aber dem Gesamtzusammenhang nicht ausreichend dienen."
"12"," Daher hat man eine erneute Koordinie Parl."
"13"," Staatssekretär Enak Ferlemannrungssitzung einberufen, um das zusammenzuführen, weswegen die anberaumte Sitzung der Arbeitsgruppe vertagt worden ist.
Vizepräsident Thomas "
