"","V1"
"1",""
"2"," Nicole Gohlke, Die Linke, stellt die nächste Frage."
"3","Nicole Gohlke:"
"4","Frau Ministerin, meine Frage bezieht sich auf die Wohnpauschale."
"5"," Wir erkennen natürlich an, dass diese erhöht werden soll."
"6"," Aber auch eine Wohnpauschale von 325 Euro liegt deutlich unter dem Betrag, der zur Deckung der durchschnittlichen Kosten des studentischen Wohnraums aufgewendet werden muss, und liegt auch deutlich unter der Bemessungsgrenze beispielsweise für die Kosten der Unterkunft im SGB II."
"7"," Meine Frage lautet:"
"8"," Wie genau sollen Studierende zum Beispiel in meiner Heimatstadt München eine Unterkunft bezahlen, oder hält es die Bundesregierung für richtig, dass künftig nur noch Kinder aus reicheren Elternhäusern in den großen Hochschulstädten studieren können? Das ist der erste Punkt."
"9","Der zweite Punkt."
"10"," Die Wohnpauschale für diejenigen, die noch zu Hause leben, soll von 52 auf 56 Euro erhöht werden."
"11"," Geht die Bundesregierung davon aus, dass die Mietpreissteigerungen der vergangenen Jahre an den elterlichen Mietwohnungen vorbeigegangen sind und sich in den Jahren ab 2020 nicht fortsetzen, sondern stagnieren werden? Oder wie ist diese unterdurchschnittliche Steigerung zu bewerten? Anja Karliczek, Bundesministerin für Bildung und Forschung:"
"12","Die letzte soziale Erhebung zeigt zu den Wohnkosten, dass wir mit einer Pauschale von 325 Euro schon tiber den durchschnittlichen Kosten liegen."
"13"," Wir haben im Fokus, dass man in Deutschland an jeder Hochschule sehr gut studieren kann, nicht nur in den Städten, wo Wohnraum im Moment sehr teuer ist."
"14"," Wir haben uns deswegen weiterhin für eine Pauschale entschieden, damit die Attraktivität überall in Deutschland gleich ist."
"15","Präsident Dr.
 Wolfgang "
