"","V1"
"1",""
"2","Vielen Dank, Stephan Stracke."
"3"," — Nächster Redner:"
"4"," Norbert Kleinwächter für die AfD-Fraktion."
"5"," Norbert Kleinwächter:"
"6","Werte Frau Präsidentin! Geschätzte Kolleginnen und Kollegen! Bei allem Respekt:"
"7"," Früher konnte man der SPD ja noch vorwerfen, dass sie lediglich bis zur nächsten Wahl denkt."
"8"," Jetzt schaffen Sie es nicht mal mehr ins nächste Jahr."
"9"," 124 Milliarden Euro fehlen Bund, Ländern und Kommunen bis 2023 — das ergab die neueste Steuerschätzung —, dem Bundeshaushalt übrigens 4 Milliarden Euro im Jahr."
"10"," Das ist auch das Ergebnis der schwächelnden Konjunktur."
"11"," In diesen Beträgen sind noch nicht einmal die ver Norbert Kleinwächtersteckten Milliarden drin, die die 1,5 Millionen illegaler Einwanderer uns tatsächlich kosten."
"12"," Da sind noch nicht die über 40 Milliarden Euro jährlich einkalkuliert, die Sie an die Subventionsschleuder Europäische Union abgeben wollen, und diese Mittel wollen Sie ja erhöhen."
"13"," Und da sind die Haftungszusagen für die Euro-Pleiteländer auch noch nicht drin."
"14","Just in dieser Situation kommt Bundesminister Heil und fordert eine Respektrente — man könnte sie auch „Klientelrente‘“ nennen, weil sie nur eine gewisse Klientel bevorzugt — für circa 5 Milliarden Euro."
"15"," Das ist die Hälfte dessen, was wir für unsere Familien ausgeben."
"16"," Der halbe Familienetat für eine Respektrente, die respektlos den hart arbeitenden Arbeitnehmern gegenüber ist, respektlos der jungen Generation gegenüber und respektlos auch allen Rentnern gegenüber; denn es ist natürlich klar, dass das letztendlich die Rentenkasse belastet."
"17"," Das bedeutet wieder:"
"18"," Entweder müssen die Beiträge und die Steuern dann entsprechend steigen, oder die Rentenauszahlungen für alle müssen entsprechend sinken."
"19"," Und das ist ungerecht."
"20"," Es ist nun wirklich ein ziemlich mieser Taschenspielertrick, wenn vorher verkündet wird:"
"21"," „Wir machen das über Steuern“ usw."
"22"," und dann darüber sinniert wird, dass man ja die Nachhaltigkeitsrücklage plündern könnte, dass man das über die Krankenversicherung, über die Arbeitslosenversicherung querfinanzieren könnte."
"23"," Am Ende schaut der Rentner in einen leeren Geldbeutel, und der Arbeitnehmer zahlt übermorgen deutlich drauf."
"24"," Das sagen Sie nämlich nicht."
"25"," Wo ist da der Respekt? Übrigens:"
"26"," Wie lange soll denn das überhaupt funktionieren? Wir gehen heute von circa 5 Milliarden Euro aus."
"27"," Aber spätestens ab 2025 wird das Rentenniveau weiter sinken, oder die Beiträge werden deutlich steigen müssen, weil die Babyboomer in Rente gehen und kaum Kinder oder Erwerbstätige da sind, um das alles zu finanzieren."
"28"," Wo sind wir dann? Sind wir dann bei 20, 30, 50, 100 Milliarden Euro? Ich habe noch keine belastbare Rechnung aus dem Bundesarbeitsministerium gesehen."
"29"," Das bedeutet:"
"30"," Sie denken nicht an die Zukunft."
"31","Sie denken auch nicht daran, wie die heute 20- oder 30-Jährigen in diesem Land werden leben müssen."
"32"," Wir jungen Leute erben ein Land voller Staatsschulden und Versprechen für andere mit der zweithöchsten Steuer- und Abgabenlast der OECD, die noch weiter steigen wird, und den zweitniedrigsten Privatvermögen der Europäischen Union, dazu noch ein Land mit erheblichen Migrations- und Verteilungsproblemen."
"33"," Wo ist denn da Ihr Respekt, bitte schön? Und wo war Ihr Respekt, liebe Abgeordnete von Rot und Grün, als Sie die Agenda 2010 durchgepeitscht haben, den Niedriglohnsektor geschaffen haben, Hartz IV eingeführt haben und alle Leute, die was zu verlieren hatten, in die miesesten Jobs gezwungen haben nach dem Motto „Mach das jetzt, oder du verlierst dein Haus“? Das sind doch die Armutsrentner von heute."
"34"," Oder wie war das mit den Riester/Rürup-Reformen, mit denen Sie das Rentenniveau bewusst abgesenkt haben und die Leute in überteuerte Riester-Verträge gedrängt haben? 10 Prozent Verwaltungskosten, wo 2 Prozent marktüblich sind — wo gibt es denn das? Am Ende steht heute eine durchschnittliche Rentenauszahlung von 900 Euro."
"35"," Können Sie überhaupt noch in den Spiegel schauen? Werte Abgeordnete der Union und der SPD, wir brauchen keine Illusionen von Respekt, die morgen zerplatzen."
"36"," Wir erwarten von Ihnen Lösungen, die Jahrzehnte tragen."
"37"," Sie sind verantwortlich für die Fehlentwicklungen in der Familienpolitik und dafür, dass die Leute kein Vermögen aufbauen konnten, für die Probleme von heute und morgen."
"38"," Da bitte ich Sie:"
"39"," Sagen Sie doch mal, wie Sie die Rente sichern wollen, wenn wir 2060 doppelt so viele Alte pro Erwerbstätigem versorgen müssen wie heute."
"40"," Sagen Sie uns, wie das gehen soll, ohne dass wir irgendwann mal zwei Drittel unseres Einkommens — wir sind ja schon bei der Hälfte — an Steuern und Abgaben zahlen."
"41"," Ich sage Ihnen was:"
"42"," Das wird keiner machen."
"43"," Die gut Qualifizierten werden ihr Heil woanders suchen, und die Zuwanderer werden irgendwann sagen:"
"44"," Was kümmern uns die alten weißen Männer?Norbert KleinwächterMeine Damen und Herren, das ehrlichste Mittel gegen Altersarmut wäre der sofortige Ausstieg aus dem Euro."
"45"," Die Leute sind nämlich arm, weil der Euro nichts mehr wert ist."
"46"," Seit Jahren macht der Euro Sparer arm, weil sie keine Zinsen bekommen."
"47"," Seit Jahren druckt die EZB Geld und treibt die Preise für Sachwerte und Immobilien nach oben, und seit Jahren verliert der Euro an Wert."
"48"," Von weniger Wert teurer leben und wohnen müssen — das ist das Grundproblem des Euro."
"49"," Eine Rückkehr zur guten alten D-Mark wäre die beste Politik gegen Altersarmut."
"50"," Respekt — das ist mein letzter Satz — bedeutet, dass die Menschen von ihrer Arbeit und ihrem Ersparten gut leben können."
"51"," Diese Regierung und diese EU bewirken das Gegenteil davon."
"52","Herzlichen Dank.
 Vizepräsidentin Claudia "
