"","V1"
"1",""
"2"," Herr Wittke."
"3","Oliver Wittke, Parl."
"4"," Staatssekretär beim Bundesminister für Wirtschaft und Energie:"
"5","Vielen Dank, Frau Kollegin."
"6"," — Dieses Papier ist in die Zukunft gerichtet; es ist kein Gegenwartspapier."
"7"," Wenn Sie mir sagen, wie sich der Markt in den unterschiedlichen Bereichen in den nächsten zehn Jahren entwickelt, sage ich Ihnen gerne, an welchen Stellen dieses Papier einschlägig ist."
"8"," Sie können nicht aus der Situation, die Sie heute in Deutschland vorfinden, Antworten auf zukünftige Fragestellungen ableiten."
"9"," Darum noch einmal:"
"10"," Dieses Papier ist auf die Zukunft gerichtet, nicht auf die Gegenwart allein."
"11"," Darum braucht man jetzt den Instrumentarienkasten, und der ist zusammengeschrieben in dieser Industriestrategie."
"12"," Wir werden da noch vieles zu verfeinern haben, wir werden noch vieles zu diskutieren haben."
"13"," Aber es ist gut, dass wir uns dieser Herausforderung gestellt haben; denn ein einfaches Weiter-so würde bedeuten, dass uns andere Staaten wie beispielsweise China, aber auch die Vereinigten Staaten durch eine egoistische Politik abhängen."
"14"," Das wollen wir nicht."
"15"," Wir wollen dem etwas entgegensetzen."
"16"," Dazu zählt auch der Schutz der deutschen Unternehmen, der deutschen Betriebe.
Vizepräsidentin Claudia "
