"","V1"
"1",""
"2","Haben Sie eine weitere Rückfrage?Helin Evrim Sommer:"
"3","Ich habe noch eine Frage."
"4"," Sie haben vorhin gesagt, dass Sie die Identität der deutschen Staatsbürger, der sogenannten IS-Kämpfer, die dort von der kurdischen Selbstverwaltung festgehalten werden, nicht richtig überprüfen konnten."
"5"," Ich habe gestern eine Delegation aus Nordsyrien empfangen, und diese hat mir mitgeteilt, dass dort genau 50 deutsche Staatsbürger festgehalten werden."
"6"," Darüber hinaus ist der BND vor Ort und prüft das."
"7"," Haben Sie überhaupt keine Kenntnis davon, dass das deutsche Staatsbürger sind?Michelle Müntefering, Staatsministerin im Auswärtigen Amt:"
"8","Frau Kollegin, das Auswärtige Amt hat zwar Kenntnis von Fällen von deutschen Staatsangehörigen, die sich in Nordsyrien in Gewahrsam befinden sollen."
"9"," Eigene Erkenntnisse liegen dem Auswärtigen Amt dazu aber nicht vor."
"10","Das Bundesinnenministerium hat am Montag dazu in der Regierungspressekonferenz Stellung genommen und von einer größeren zweistelligen Anzahl von Männern, Frauen und Kindern aus Deutschland in Gewahrsam von kurdischen Kräften der syrischen Opposition gesprochen.
 Vizeprasidentin Claudia "
