"","V1"
"1",""
"2","Danke sehr."
"3"," — Jetzt kommt die schon versprochene weitere Frage von Frau Künast, wobei, Frau Künast, ich Sie bitten würde, das, was Sie fragen wollen, für den inneren Frieden in Ihrer Fraktion in einer Frage zusammenzufassen, damit noch andere aus Ihrer Fraktion fragen können."
"4"," Renate Künast:"
"5","Den inneren Frieden in meiner Fraktion habe ich längst hergestellt."
"6"," Aber danke für die Sorge, Herr Präsident."
"7"," Wir haben die anderen Fragen schon verteilt."
"8"," — So, und schon ziehen Sie diese Bemerkung von meiner Zeit ab."
"9"," So ein Mist."
"10","Zu meiner Frage."
"11"," Schon wieder ein freiwilliges Dialogforum, eine freiwillige Gruppe."
"12"," Gemäß UN- und EU-Recht sind wir verpflichtet, bis 2030 ein Minus von 50 Prozent bei den Lebensmittelabfällen zu erreichen."
"13"," Ich frage Sie, wie Sie das mit Ihrem Konzept sicherstellen wollen."
"14"," Es ist wieder eine Passivstrategie."
"15"," Man setzt sich zusammen und redet, auch mit den Verursachern."
"16"," Es geht in Ihrer Strategie um mögliche „Zielmarken“, die man irgendwann evaluieren will."
"17"," Aber wie und wann stellen Sie entlang der Versorgungskette eine Reduktion um 50 Prozent sicher, ohne strukturelle Änderungen durchzuführen? Wir alle könnten sonst 2030 in diesem Zusammenhang mit leeren Händen dastehen und damit unfähig sein, unseren Klimabeitrag zu leisten."
"18","Julia Klöckner, Bundesministerin für Ernährung und Landwirtschaft:"
"19","Frau Künast, die Sorge kann ich Ihnen nehmen."
"20"," Wenn Sie sich unsere Strategie anschauen — Sie haben sie sicherlich gelesen -, stellen Sie fest, dass wir konkrete Maßnahmen und Umsetzungsziele festgelegt haben."
"21"," Sie können sich vorstellen, dass wir nicht mal eben 16 Millionen Euro für Forschungsprojekte ausgeben, die dann im Sand verlaufen."
"22"," Wir werden zum Beispiel intelligente Logistikketten für die Optimierung nutzen, um auf jeder Ebene der fünf Ebenen, die ich eben erwähnt habe, Lebensmittelverschwendung zu reduzieren."
"23"," Ein Gesetz in Bezug auf Kühlschränke zu machen, mag zwar auf dem Papier schön aussehen, ist aber unrealistisch."
"24"," Insofern helfen wir dort, wo wir wirklich etwas verbessern können."
"25"," Das führt zu einer Win-win-Situation, übrigens auch für den Gastronomen; das will ich deutlich sagen."
"26","Bundesministerin Julia KlöcknerIm Übrigen möchte ich anmerken:"
"27"," Auch Sie waren einmal Ministerin in diesem Hause."
"28"," Ich habe keine Maßnahmen von Ihnen gefunden, die in diesem Bereich zu einer Verbesserung geführt hätten."
"29"," Präsident Dr.
 Wolfgang "
