"","V1"
"1",""
"2"," Herr Dr."
"3"," Hoffmann, Ihre Rückfrage."
"4","Dr."
"5"," Christoph Hoffmann:"
"6","Ich würde gerne noch einmal nachfragen."
"7"," Durch die Maßnahme, dass keine Waren mehr in Briefen versendet werden können, hat sich das Porto für die Verbraucher verdoppelt bis vervierfacht."
"8"," Das ist schon eine drastische Preiserhöhung."
"9"," Bei normalen Briefsendungen muss die Bundesnetzagentur gefragt werden, ob die Preiserhöhung im Rahmen ist oder nicht."
"10"," Jetzt haben wir die Situation, dass ein Teil der normalen Briefsendungen, mit denen früher auch Waren versendet werden konnten, ausgegliedert worden ist, ohne dass die BundesnetzagenturDr."
"11"," Christoph Hoffmanngefragt worden ist."
"12"," Die Preiserhöhung als solche ist für Sie also kein Anlass, noch einmal die Bundesnetzagentur zu befragen?Oliver Wittke, Parl."
"13"," Staatssekretär beim Bundesminister für Wirtschaft und Energie:"
"14","Es liegt keine Preiserhöhung im regulierten Bereich vor."
"15"," Der Weltpostverein hat Briefe klar definiert:"
"16"," Das sind schriftliche Mitteilungen, das sind Schriftstücke, das sind Worte, die übermittelt werden."
"17"," Dazu gehören ausdrücklich nicht Waren."
"18"," Darum gibt es auf diesem Wege keine Handhabe."
"19"," Gleichwohl — das habe ich schon ausgeführt — könnte man konstruieren, dass es eine Ungleichbehandlung zwischen Geschäftskunden und Privatkunden gibt."
"20"," Das müsste begründet werden, hier gibt es ein Diskriminierungsverbot."
"21","Ich sage auch:"
"22"," Wir haben uns an die Deutsche Post AG gewandt und eine nochmalige Überprüfung der neuen Verhaltensweise angeregt."
"23"," Das hat die Post AG zusagt; das bleibt abzuwarten."
"24"," Eine rechtliche Handhabung sehen wir darüber hinausgehend aber nicht.
Vizepräsidentin Claudia "
