"","V1"
"1",""
"2"," Okay, vielen Dank."
"3","Wir kämen jetzt eigentlich zur Frage 9 der Abgeordneten Bettina Hoffmann."
"4"," Sie betrifft wieder die Vorlage eines Entwurfs zur Novellierung der Düngeverordnung."
"5"," Frau Hoffmann, wollen Sie die Frage zurückziehen? Ich würde gleich lieber die nächste Frage aufrufen; denn das Thema hatten wir ja schon."
"6"," Oder bestehen Sie darauf? Sie können darauf bestehen."
"7"," — Wenn Sie darauf bestehen, dann rufe ich die Frage 9 auf:"
"8","Bis wann plant die Bundesregierung, einen Entwurf zur Novellierung der Düngeverordnung entsprechend den von der EU-Kommission geforderten Verschärfungen vorzulegen, um Strafzahlungen an die EU abzuwenden, und wann müssen die neuen Regelungen in Kraft treten, um Strafzahlungen an die EU abzuwenden?Der Staatssekretär hat erneut das Wort."
"9","Michael Stübgen, Parl."
"10"," Staatssekretär bei der Bundesministerin für Ernährung und Landwirtschaft:"
"11","Okay, mache ich natürlich."
"12"," Meines Erachtens haben wir über alles schon geredet."
"13"," Aber wichtige Dinge kann man auch mehrmals sagen."
"14","Die Bundesregierung wird zügig einen Verordnungsentwurf zur Anpassung der Düngeverordnung vorlegen."
"15"," Die internen Beratungen und die Gespräche der Bundesregierung mit der Europäischen Kommission und den Bundesländern sind noch nicht abgeschlossen; das habe ich alles schon gesagt."
"16"," Der Europäischen Kommission wurde bereits ein Zeitplan zur Anpassung der Düngeverordnung vorgelegt."
"17"," Danach sollen die Änderungen zur Düngeverordnung im Frühjahr 2020 in Kraft treten."
"18","Die Kommission hat in ihrer Mitteilung von 2007 „Ein Europa der Ergebnisse — Anwendung des Gemeinschaftsrechts“, KOM 502, erklärt, dass — vorbehaltlich besonderer Umstände in außergewöhnlichen Fällen — grundsätzlich innerhalb eines Zeitraums von 12 bis 24 Monaten nach einem Ersturteil des Europäischen Gerichtshofs — bei uns:"
"19"," 21."
"20"," Juni 2018 — dieses entweder vollstandig befolgt oder der Gerichtshof erneut mit der Sache befasst wird."
"21","Im Falle eines erneuten Klageverfahrens — Zweitverfahren gemäß Artikel 260 Absatz 2 des AEUV, des Vertrags über die Arbeitsweise der Europäischen Union — würde die Europäische Kommission den Feststellungsantrag, dass Deutschland die sich aus dem Ersturteil ergebenden Maßnahmen nicht rechtzeitig getroffen und damit gegen Artikel 260 verstoßen hat, mit einem Sanktionsantrag verbinden."
"22"," In diesem müsste sie Angaben über die Art — Pauschalbetrag bzw."
"23"," Zwangsgeld — und die Höhe der Sanktionen machen; das habe ich alles schon vorgetragen."
"24"," Ich mache es kurz:"
"25"," Ein Zwangsgeld würde einen Tagessatz von ungefähr 14 000 bis 856 000 Euro bedeuten."
"26"," Ein Pauschalbetrag, und zwar für den Zeitpunkt vom Ersturteil bis zum Zweiturteil, würde einen Betrag von mindestens 11 812 000 Euro bedeuten."
"27","Eine kumulative Verhängung von Zwangsgeld und Pauschalbetrag ist grundsätzlich möglich."
"28"," Der Europäische Gerichtshof ist an die Anträge der Europäischen Kommission nicht gebunden und entscheidet als letztinstanzliches Gericht selbstständig."
"29"," Ich will kurz daraufParl."
"30"," Staatssekretär Michael Stübgenhinweisen:"
"31"," Solch eine Kumulation hat es nach meiner Kenntnis bei anderen Ländern noch nicht gegeben."
"32"," Wir haben sowieso noch keine Strafen gezahlt.
Vizepräsident Thomas "
